ProblemType:	SP-CARP
NumberNodes:	451
NumberEdges:	499
DepotNodeNumber:	41
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	2	7	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1
344	7321	57	278	101	621	4	893	6
345	7322	254	359	35	0	0	94	1
346	7323	349	104	156	298	2	859	6
347	7324	257	350	157	0	0	1020	5
348	7325	350	62	113	408	2	799	5
349	7326	12	360	27	0	0	0	0
350	7327	182	195	24	0	0	0	0
351	7328	252	294	15	0	0	0	0
352	7329	294	78	61	0	0	0	0
353	7330	361	362	121	0	0	1233	10
354	7331	20	363	15	0	0	94	1
355	7332	363	364	40	204	1	204	1
356	7333	364	362	34	340	1	0	0
357	7334	365	288	17	0	0	187	2
358	7335	240	359	57	0	0	0	0
359	7336	115	366	37	0	0	0	0
360	7337	367	65	847	0	0	0	0
361	7339	368	369	60	0	0	442	3
362	7340	342	370	54	0	0	204	1
363	7341	370	367	665	0	0	510	1
364	7342	367	366	262	94	1	0	0
365	7343	366	371	58	0	0	94	1
366	7346	2	368	27	0	0	0	0
367	7347	368	372	225	485	4	1615	12
368	7348	373	370	139	0	0	0	0
369	7349	374	112	397	0	0	94	1
370	7350	375	113	327	0	0	94	1
371	7351	346	113	186	0	0	0	0
372	7353	376	248	296	0	0	298	2
373	7354	377	72	24	0	0	0	0
374	7355	345	378	261	0	0	0	0
375	7356	250	378	925	0	0	0	0
376	7358	306	63	78	0	0	0	0
377	7361	377	248	67	0	0	119	1
378	7365	379	380	6	0	0	213	2
379	7366	380	381	27	0	0	782	6
380	7367	382	243	44	213	2	306	3
381	7368	340	383	67	0	0	94	1
382	7369	383	384	57	0	0	357	3
383	7370	281	385	96	0	0	1037	7
384	7371	386	347	55	0	0	119	1
385	7416	196	352	36	0	0	94	1
386	7417	96	387	81	204	1	1122	7
387	7418	8	196	108	0	0	1802	6
388	7514	367	388	444	0	0	94	1
389	7520	355	297	32	94	1	0	0
390	7525	337	389	5	0	0	0	0
391	7526	389	390	122	0	0	323	2
392	7532	283	391	31	0	0	400	4
393	7535	336	392	26	0	0	187	2
394	7536	393	394	99	204	1	1148	12
395	7537	395	204	43	0	0	323	2
396	7538	348	396	72	94	1	595	4
397	7548	288	397	150	408	2	1012	7
398	7549	397	339	176	612	3	1819	10
399	7552	398	259	122	213	2	893	7
400	7554	289	399	55	0	0	0	0
401	7555	397	399	128	298	2	799	5
402	7559	386	400	105	0	0	408	2
403	7560	397	347	160	94	1	893	6
404	7561	347	401	74	0	0	213	2
405	7562	401	402	9	0	0	0	0
406	7563	402	299	50	0	0	119	1
407	7564	299	403	35	0	0	0	0
408	7565	403	358	23	0	0	0	0
409	7566	404	403	101	213	2	901	7
410	7567	405	402	102	391	3	493	5
411	7568	406	284	44	0	0	204	1
412	7569	285	281	87	119	1	417	3
413	7570	242	57	47	0	0	204	1
414	7571	54	407	72	0	0	408	2
415	7572	407	393	45	0	0	281	3
416	7573	393	328	43	0	0	298	2
417	7574	328	340	36	0	0	204	1
418	7575	384	408	65	0	0	204	1
419	7576	408	326	79	0	0	94	1
420	7578	408	409	72	119	1	689	5
421	7580	32	410	36	0	0	2508	9
422	7581	262	34	78	0	0	0	0
423	7585	411	412	78	0	0	1173	10
424	7586	412	213	67	0	0	425	4
425	7587	407	4	101	94	1	468	5
426	7588	182	413	23	119	1	119	1
427	7589	413	252	64	0	0	204	1
428	7590	251	414	62	0	0	204	1
429	7591	414	18	153	0	0	0	0
430	7592	358	415	91	94	1	935	5
431	7593	415	416	68	187	2	706	4
432	7594	401	417	77	204	1	400	4
433	7595	417	418	64	391	3	306	3
434	7598	419	59	31	2057	22	0	0
435	7613	385	386	77	94	1	723	6
436	7614	373	249	1027	0	0	510	4
437	7627	360	23	3	0	0	0	0
438	7628	360	18	74	0	0	799	5
439	7643	273	198	79	0	0	204	1
440	7649	420	421	146	0	0	119	1
441	7650	420	422	82	204	1	527	3
442	7651	423	424	37	1020	2	0	0
443	7653	425	307	141	0	0	0	0
444	7654	425	420	93	0	0	0	0
445	7659	371	426	161	0	0	0	0
446	7660	426	335	247	0	0	527	3
447	7661	426	427	112	0	0	204	1
448	7666	378	428	298	0	0	94	1
449	7689	429	430	36	204	1	408	2
450	7690	430	232	3	0	0	0	0
451	7691	309	68	108	0	0	204	1
452	7692	211	431	72	0	0	621	4
453	7693	431	432	11	0	0	94	1
454	7694	30	433	37	0	0	281	3
455	7696	221	434	22	0	0	0	0
456	7698	95	190	56	94	1	408	2
457	7722	283	379	61	0	0	833	6
458	7723	20	106	8	0	0	0	0
459	7724	351	435	102	94	1	408	2
460	7726	433	276	40	0	0	187	2
461	7727	56	53	41	0	0	204	1
462	7776	436	437	110	1573	13	187	2
463	7777	362	104	63	434	2	731	4
464	7779	438	24	51	502	3	0	0
465	7780	425	439	89	119	1	0	0
466	7782	257	423	58	0	0	782	6
467	7783	423	365	87	204	1	281	3
468	7784	349	436	11	0	0	0	0
469	7785	436	302	38	204	1	0	0
470	7786	308	440	33	204	1	0	0
471	7788	440	24	122	323	2	408	2
472	7899	163	205	755	0	0	94	1
473	7901	167	321	99	0	0	0	0
474	7902	167	164	50	0	0	119	1
475	7903	165	441	124	0	0	1335	9
476	7904	123	323	29	0	0	0	0
477	11896	442	443	60	0	0	714	6
478	12033	359	442	67	213	2	94	1
479	12034	442	364	49	0	0	0	0
480	12036	3	39	80	0	0	0	0
481	12087	108	444	52	510	1	0	0
482	12088	109	434	58	0	0	408	2
483	12089	338	445	39	0	0	408	2
484	12090	80	446	119	0	0	323	2
485	12091	287	447	24	0	0	204	1
486	12092	448	3	58	0	0	298	2
487	12116	449	450	42	323	2	1428	7
488	12117	450	240	64	850	2	0	0
489	-1	21	292	181	0	0	0	0
490	-2	54	246	84	0	0	0	0
491	-3	144	145	74	0	0	0	0
492	-4	205	160	2480	0	0	0	0
493	-5	246	2	215	0	0	0	0
494	-6	292	305	47	0	0	0	0
495	-7	207	298	46	0	0	0	0
496	-8	100	144	138	0	0	0	0
497	-9	63	377	156	0	0	0	0
498	-10	250	134	483	0	0	0	0
END
