ProblemType:	SP-CARP
NumberNodes:	7983
NumberEdges:	8882
DepotNodeNumber:	458
NumberOfFractions:	1
NumberOfIntervalsForFraction	Paper	2	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1
135	289	230	238	89	0	0	0	0
136	290	238	239	58	0	0	204	1
137	292	240	241	100	0	0	0	0
138	293	242	243	118	0	0	0	0
139	294	244	245	45	238	2	0	0
140	295	245	246	89	0	0	0	0
141	296	247	248	51	0	0	0	0
142	297	248	249	83	0	0	0	0
143	299	248	250	119	118	1	0	0
144	314	253	254	464	0	0	0	0
145	316	255	256	19	118	1	0	0
146	317	257	258	28	0	0	0	0
147	318	259	260	29	0	0	0	0
148	319	261	262	80	238	2	0	0
149	320	262	263	27	0	0	0	0
150	322	264	265	42	0	0	0	0
151	323	265	266	112	356	3	0	0
152	325	267	268	55	118	1	0	0
153	329	270	271	72	118	1	0	0
154	331	273	243	8	0	0	0	0
155	333	274	275	145	0	0	204	1
156	334	276	277	426	0	0	0	0
157	342	278	279	86	238	2	0	0
158	343	280	281	83	118	1	0	0
159	346	282	283	90	118	1	0	0
160	353	285	286	54	476	4	0	0
161	354	287	288	90	714	6	0	0
162	355	289	290	48	714	6	0	0
163	362	295	296	89	0	0	204	1
164	363	297	295	76	0	0	0	0
165	365	298	299	73	0	0	0	0
166	366	300	301	117	0	0	204	1
167	371	302	303	198	0	0	204	1
168	372	304	305	209	0	0	0	0
169	376	306	307	91	0	0	0	0
170	381	294	291	77	0	0	204	1
171	387	309	307	122	0	0	204	1
172	388	301	306	8	0	0	0	0
173	389	306	251	147	0	0	612	3
174	390	307	251	164	0	0	408	2
175	398	311	310	54	0	0	204	1
176	416	312	305	161	0	0	204	1
177	417	313	314	114	0	0	340	1
178	435	315	316	838	0	0	160	1
179	436	316	317	646	0	0	0	0
180	439	318	319	38	0	0	0	0
181	440	319	320	38	0	0	0	0
182	441	320	321	58	118	1	0	0
183	442	322	323	15	0	0	0	0
184	443	324	325	64	476	4	0	0
185	444	325	249	2	0	0	0	0
186	446	326	327	68	238	2	0	0
187	449	323	329	33	118	1	0	0
188	457	330	331	79	118	1	0	0
189	458	332	333	32	0	0	0	0
190	460	334	335	126	0	0	204	1
191	462	336	337	60	356	3	0	0
192	463	336	338	7	0	0	0	0
193	464	338	339	53	238	2	0	0
194	465	338	340	38	0	0	0	0
195	466	341	336	74	238	2	0	0
196	467	341	342	100	952	8	0	0
197	469	343	344	38	0	0	0	0
198	470	344	345	122	0	0	0	0
199	471	345	346	227	0	0	0	0
200	472	346	347	199	0	0	0	0
201	475	349	350	84	0	0	204	1
202	476	351	350	133	0	0	976	5
203	479	353	354	53	0	0	408	2
204	480	355	356	86	0	0	0	0
205	481	357	358	198	0	0	0	0
206	483	359	358	165	0	0	0	0
207	485	360	361	339	0	0	0	0
208	486	286	362	44	356	3	0	0
209	487	363	364	80	832	7	0	0
210	488	365	366	8	0	0	0	0
211	489	367	368	25	356	3	0	0
212	490	366	367	74	714	6	0	0
213	492	369	370	66	0	0	0	0
214	496	371	372	50	832	7	0	0
215	497	373	374	12	238	2	0	0
216	498	374	375	12	0	0	0	0
217	499	376	377	13	238	2	0	0
218	501	378	379	74	0	0	0	0
219	502	380	381	125	0	0	204	1
220	503	381	382	19	0	0	0	0
221	504	382	383	160	0	0	408	2
222	505	383	384	262	0	0	204	1
223	506	343	379	649	0	0	204	1
224	509	385	386	16	0	0	0	0
225	510	387	386	16	0	0	0	0
226	511	388	389	233	0	0	0	0
227	512	390	391	48	118	1	0	0
228	513	392	388	181	0	0	0	0
229	514	393	394	503	0	0	408	2
230	515	395	396	111	0	0	0	0
231	518	397	398	807	0	0	0	0
232	519	398	399	30	0	0	116	1
233	520	399	400	52	0	0	204	1
234	521	401	402	315	0	0	0	0
235	522	403	401	95	0	0	0	0
236	523	404	405	84	0	0	0	0
237	524	406	407	90	0	0	204	1
238	529	410	411	717	0	0	204	1
239	533	394	383	890	0	0	0	0
240	534	412	413	72	0	0	816	4
241	535	414	415	66	0	0	1020	5
242	536	416	417	74	0	0	816	4
243	537	384	395	859	0	0	204	1
244	538	418	396	259	0	0	816	4
245	539	396	419	211	0	0	116	1
246	540	420	413	40	0	0	0	0
247	541	413	415	79	0	0	1020	5
248	542	415	417	65	0	0	204	1
249	545	404	422	121	0	0	160	1
250	546	423	424	194	0	0	0	0
251	547	424	425	94	0	0	0	0
252	548	425	426	128	0	0	728	4
253	549	425	427	43	0	0	408	2
254	551	428	429	345	0	0	0	0
255	552	430	353	20	0	0	0	0
256	554	431	432	121	204	1	1632	8
257	555	428	433	434	0	0	204	1
258	556	434	433	61	0	0	0	0
259	557	435	436	135	0	0	816	4
260	558	436	437	183	0	0	2040	10
261	559	436	431	96	0	0	408	2
262	560	431	438	107	0	0	1428	7
263	563	439	440	353	0	0	204	1
264	566	442	443	594	0	0	0	0
265	567	444	445	62	0	0	408	2
266	568	446	447	704	0	0	0	0
267	569	448	449	1722	0	0	0	0
268	570	435	450	108	0	0	408	2
269	572	452	441	650	0	0	0	0
270	573	452	451	76	0	0	0	0
271	575	442	453	111	0	0	0	0
272	576	454	455	404	0	0	204	1
273	577	456	457	58	118	1	0	0
274	579	457	458	271	0	0	0	0
275	586	459	460	53	714	6	0	0
276	589	12	461	58	0	0	0	0
277	590	462	463	114	1190	10	0	0
278	591	463	464	88	756	6	0	0
279	592	465	466	78	238	2	0	0
280	593	467	468	28	0	0	0	0
281	595	469	470	19	118	1	0	0
282	597	471	472	65	0	0	0	0
283	599	473	474	39	118	1	0	0
284	600	474	475	81	0	0	0	0
285	601	476	477	39	0	0	204	1
286	602	477	478	56	0	0	1224	6
287	605	479	480	178	2108	17	0	0
288	608	481	482	64	934	6	0	0
289	609	483	482	44	204	1	0	0
290	611	484	485	76	238	2	0	0
291	616	486	487	9	204	1	0	0
292	624	488	489	50	476	4	0	0
293	625	490	491	111	1352	11	0	0
294	626	491	492	6	118	1	0	0
295	627	493	494	304	0	0	0	0
296	628	495	496	235	1904	16	0	0
297	629	497	498	45	0	0	0	0
298	630	498	499	40	118	1	0	0
299	631	500	501	110	0	0	204	1
300	633	502	503	86	594	5	0	0
301	634	503	504	63	238	2	0	0
302	635	505	506	4	0	0	0	0
303	636	506	507	87	952	8	0	0
304	637	508	509	31	0	0	0	0
305	642	511	512	93	0	0	0	0
306	643	513	358	50	118	1	0	0
307	645	514	515	121	356	3	0	0
308	646	516	514	142	0	0	0	0
309	648	517	518	19	0	0	204	1
310	649	518	519	116	0	0	364	2
311	650	519	520	106	0	0	0	0
312	652	521	522	718	0	0	204	1
313	654	523	524	518	0	0	0	0
314	655	525	526	110	1190	10	0	0
315	656	527	528	75	714	6	0	0
316	657	528	529	104	594	5	0	0
317	658	529	530	45	162	1	0	0
318	659	531	532	83	832	7	0	0
319	660	533	534	64	714	6	0	0
320	661	535	536	42	238	2	0	0
321	663	471	537	64	0	0	0	0
322	664	319	538	88	638	5	0	0
323	665	318	539	89	594	5	0	0
324	666	540	541	103	714	6	0	0
325	667	542	543	95	476	4	0	0
326	668	544	545	1287	0	0	204	1
327	672	546	547	96	118	1	0	0
328	673	547	485	28	118	1	0	0
329	674	485	548	57	356	3	0	0
330	675	548	484	56	238	2	0	0
331	678	549	550	64	0	0	0	0
332	680	551	552	92	0	0	612	3
333	681	553	9	108	0	0	0	0
334	682	554	555	41	356	3	0	0
335	684	556	557	153	356	3	0	0
336	685	557	321	35	0	0	0	0
337	686	558	559	89	118	1	0	0
338	687	560	561	79	952	8	0	0
339	698	563	564	107	832	7	0	0
340	699	565	566	176	0	0	0	0
341	700	567	568	31	118	1	0	0
342	701	569	570	110	0	0	0	0
343	705	572	573	670	0	0	0	0
344	706	574	575	26	0	0	0	0
345	707	388	576	598	118	1	0	0
346	708	576	577	30	0	0	0	0
347	709	578	579	118	0	0	0	0
348	710	578	580	7	0	0	0	0
349	711	580	581	52	0	0	0	0
350	715	582	583	48	356	3	0	0
351	716	583	584	102	1054	7	0	0
352	717	584	585	78	238	2	0	0
353	719	587	588	41	118	1	0	0
354	720	390	573	188	162	1	0	0
355	721	589	590	141	1070	9	0	0
356	722	591	592	108	832	7	0	0
357	723	593	594	50	238	2	0	0
358	725	584	595	49	476	4	0	0
359	728	582	597	85	560	4	0	0
360	729	598	423	87	0	0	204	1
361	730	599	600	216	0	0	0	0
362	731	600	601	262	0	0	204	1
363	732	426	602	523	0	0	1020	5
364	734	604	605	130	0	0	0	0
365	735	606	603	172	0	0	0	0
366	736	529	607	42	0	0	0	0
367	737	607	608	46	0	0	0	0
368	741	424	611	340	0	0	0	0
369	742	612	613	97	0	0	408	2
370	743	614	615	164	0	0	408	2
371	744	615	616	37	0	0	0	0
372	745	616	612	180	0	0	2040	10
373	746	612	617	43	0	0	408	2
374	747	618	619	123	0	0	204	1
375	748	619	616	817	0	0	408	2
376	749	620	621	132	0	0	0	0
377	750	618	620	37	0	0	204	1
378	753	623	624	741	0	0	0	0
379	754	625	626	461	0	0	0	0
380	757	627	628	142	0	0	408	2
381	758	628	629	122	0	0	0	0
382	759	630	21	401	0	0	0	0
383	760	21	454	32	0	0	0	0
384	761	631	632	65	476	4	0	0
385	762	633	631	96	118	1	0	0
386	765	634	635	59	0	0	0	0
387	766	635	636	69	118	1	0	0
388	767	637	638	286	0	0	0	0
389	769	639	20	86	0	0	1544	8
390	771	630	640	718	0	0	612	3
391	774	641	642	150	0	0	0	0
392	775	643	644	25	118	1	0	0
393	776	641	645	89	0	0	0	0
394	777	646	643	180	1308	11	0	0
395	778	647	648	177	0	0	0	0
396	779	649	650	14	118	1	0	0
397	780	650	651	7	356	3	0	0
398	781	652	653	5	0	0	0	0
399	782	653	654	5	356	3	0	0
400	783	466	655	62	356	3	0	0
401	784	655	465	78	118	1	0	0
402	787	657	658	246	400	3	0	0
403	789	657	659	27	0	0	0	0
404	794	663	664	289	0	0	0	0
405	796	665	666	194	0	0	0	0
406	798	667	668	42	0	0	0	0
407	799	669	668	61	560	4	0	0
408	802	279	670	109	0	0	0	0
409	803	671	672	37	118	1	0	0
410	804	673	671	71	118	1	0	0
411	810	676	677	344	0	0	408	2
412	814	670	679	90	356	3	0	0
413	815	680	679	38	118	1	0	0
414	816	279	681	88	204	1	0	0
415	817	681	680	85	162	1	0	0
416	821	682	683	187	0	0	0	0
417	823	684	685	90	0	0	0	0
418	826	686	687	267	0	0	0	0
419	827	688	689	77	952	8	0	0
420	828	689	690	45	476	4	0	0
421	830	627	691	22	0	0	0	0
422	831	691	629	113	0	0	816	4
423	832	629	692	115	0	0	0	0
424	834	693	694	105	0	0	160	1
425	835	694	628	51	0	0	320	2
426	841	698	699	115	0	0	0	0
427	842	700	701	94	0	0	0	0
428	843	702	663	114	0	0	0	0
429	856	703	660	587	0	0	0	0
430	857	704	705	90	0	0	0	0
431	858	705	706	14	0	0	0	0
432	859	706	54	187	0	0	0	0
433	860	706	707	90	0	0	0	0
434	861	705	54	188	0	0	0	0
435	863	708	709	15	0	0	0	0
436	864	709	710	116	118	1	0	0
437	872	714	715	116	714	6	0	0
438	873	716	717	117	798	6	0	0
439	874	716	718	118	832	7	0	0
440	877	719	720	56	0	0	0	0
441	878	721	722	114	458	2	0	0
442	879	544	723	54	0	0	612	3
443	881	725	479	37	0	0	0	0
444	882	725	726	63	118	1	0	0
445	883	727	728	92	832	7	0	0
446	884	727	729	70	594	5	0	0
447	908	298	293	77	0	0	204	1
448	912	730	731	299	0	0	0	0
449	913	730	732	185	0	0	0	0
450	914	731	733	130	0	0	204	1
451	921	252	314	295	0	0	204	1
452	927	735	303	585	0	0	0	0
453	928	297	736	84	0	0	0	0
454	931	737	738	31	0	0	116	1
455	932	299	739	59	0	0	0	0
456	933	739	740	80	0	0	0	0
457	934	740	737	100	0	0	320	2
458	935	734	299	110	0	0	0	0
459	936	291	734	48	0	0	0	0
460	937	735	741	41	0	0	0	0
461	939	742	743	105	0	0	408	2
462	940	744	723	94	0	0	1020	5
463	941	745	746	148	0	0	524	3
464	942	747	544	42	0	0	116	1
465	943	723	748	73	0	0	0	0
466	944	748	749	19	0	0	0	0
467	945	749	750	87	0	0	204	1
468	946	751	749	238	0	0	204	1
469	947	752	748	140	0	0	1020	5
470	948	752	753	44	0	0	612	3
471	949	750	754	43	0	0	408	2
472	950	749	755	31	0	0	408	2
473	951	756	757	184	0	0	204	1
474	952	758	759	264	0	0	204	1
475	953	759	760	444	0	0	204	1
476	954	761	762	207	0	0	0	0
477	955	763	764	304	0	0	0	0
478	957	290	765	31	118	1	0	0
479	958	766	767	92	832	7	0	0
480	959	532	768	31	0	0	0	0
481	960	768	769	49	118	1	0	0
482	961	769	770	32	118	1	0	0
483	962	771	364	112	952	8	0	0
484	963	364	772	99	832	7	0	0
485	964	773	774	125	1070	9	0	0
486	965	774	775	103	876	7	0	0
487	966	776	533	138	994	8	0	0
488	967	777	778	371	0	0	0	0
489	968	777	493	100	0	0	0	0
490	969	779	780	65	594	5	0	0
491	970	499	781	36	118	1	0	0
492	971	781	782	60	238	2	0	0
493	972	782	783	53	118	1	0	0
494	973	783	369	108	118	1	0	0
495	974	784	785	177	238	2	0	0
496	975	786	553	120	0	0	0	0
497	977	787	788	58	832	7	0	0
498	978	720	789	60	0	0	0	0
499	979	789	516	60	0	0	0	0
500	980	515	790	49	560	4	0	0
501	981	790	559	97	118	1	0	0
502	982	791	792	89	680	5	0	0
503	983	792	793	103	1070	9	0	0
504	984	794	795	55	0	0	0	0
505	985	795	796	13	0	0	0	0
506	986	796	797	42	0	0	0	0
507	987	797	798	30	0	0	0	0
508	988	798	799	26	0	0	0	0
509	989	799	800	65	356	3	0	0
510	990	801	802	46	118	1	0	0
511	991	802	803	8	0	0	0	0
512	992	803	804	39	238	2	0	0
513	993	773	776	83	0	0	0	0
514	994	776	801	41	0	0	0	0
515	995	801	805	43	0	0	0	0
516	996	805	494	55	0	0	0	0
517	997	488	806	13	356	3	0	0
518	998	807	808	93	994	8	0	0
519	1000	809	810	27	238	2	0	0
520	1001	774	811	76	594	5	0	0
521	1002	532	812	60	476	4	0	0
522	1003	533	813	30	356	3	0	0
523	1004	805	563	106	952	8	0	0
524	1005	802	814	52	594	5	0	0
525	1007	720	537	60	442	3	0	0
526	1010	816	817	92	832	7	0	0
527	1011	818	819	322	118	1	0	0
528	1013	820	334	95	0	0	204	1
529	1016	822	823	77	0	0	204	1
530	1017	823	824	55	0	0	0	0
531	1021	821	825	95	0	0	408	2
532	1023	826	827	958	0	0	1836	9
533	1024	828	829	303	0	0	204	1
534	1027	831	832	240	0	0	0	0
535	1028	833	834	220	0	0	408	2
536	1029	835	833	335	0	0	160	1
537	1030	835	831	201	0	0	408	2
538	1031	831	836	470	0	0	0	0
539	1032	837	838	81	0	0	408	2
540	1033	838	834	78	0	0	204	1
541	1034	838	839	143	0	0	408	2
542	1037	841	842	1412	0	0	1224	6
543	1038	842	843	45	0	0	0	0
544	1039	843	844	264	0	0	0	0
545	1040	845	846	120	0	0	932	5
546	1041	847	848	182	0	0	0	0
547	1043	556	850	36	0	0	0	0
548	1044	851	852	58	680	5	0	0
549	1045	852	853	8	0	0	0	0
550	1046	853	854	58	356	3	0	0
551	1047	854	855	16	204	1	0	0
552	1048	855	856	34	0	0	0	0
553	1049	857	858	85	400	3	0	0
554	1050	859	856	10	0	0	0	0
555	1051	860	861	107	680	5	0	0
556	1052	861	862	72	594	5	0	0
557	1053	863	864	312	0	0	0	0
558	1055	865	504	51	118	1	0	0
559	1056	865	866	126	952	8	0	0
560	1057	855	867	37	238	2	0	0
561	1058	853	868	35	238	2	0	0
562	1059	869	870	99	0	0	0	0
563	1060	871	872	31	476	4	0	0
564	1061	873	874	114	918	7	0	0
565	1062	874	875	78	0	0	0	0
566	1063	875	876	47	0	0	0	0
567	1064	864	877	39	0	0	0	0
568	1065	877	878	73	0	0	0	0
569	1067	876	879	54	476	4	0	0
570	1068	879	880	167	952	8	0	0
571	1069	881	882	56	476	4	0	0
572	1070	882	727	70	0	0	0	0
573	1071	727	883	69	0	0	0	0
574	1072	883	884	49	0	0	0	0
575	1074	359	884	118	0	0	0	0
576	1075	884	885	60	0	0	0	0
577	1076	886	887	94	238	2	0	0
578	1077	887	888	71	118	1	0	0
579	1078	889	888	80	476	4	0	0
580	1079	888	890	70	356	3	0	0
581	1080	359	891	95	0	0	0	0
582	1081	502	892	48	118	1	0	0
583	1082	893	882	13	118	1	0	0
584	1083	875	894	83	1036	8	0	0
585	1084	895	887	24	238	2	0	0
586	1085	879	896	120	952	8	0	0
587	1086	874	897	85	832	7	0	0
588	1087	898	875	123	952	8	0	0
589	1088	899	900	499	0	0	0	0
590	1089	900	360	177	0	0	0	0
591	1092	901	902	114	118	1	0	0
592	1103	903	904	27	476	4	0	0
593	1104	904	905	26	476	4	0	0
594	1105	513	906	81	714	6	0	0
595	1106	513	907	114	714	6	0	0
596	1107	908	909	81	594	5	0	0
597	1108	910	911	80	714	6	0	0
598	1109	910	912	112	832	7	0	0
599	1110	908	913	80	594	5	0	0
600	1111	914	915	42	118	1	0	0
601	1112	916	915	23	356	3	0	0
602	1113	917	918	38	0	0	0	0
603	1114	919	918	23	356	3	0	0
604	1115	918	920	23	238	2	0	0
605	1118	921	922	11	118	1	0	0
606	1119	923	924	23	118	1	0	0
607	1120	925	926	60	696	4	0	0
608	1121	927	928	55	356	3	0	0
609	1122	929	930	57	238	2	0	0
610	1123	931	932	22	118	1	0	0
611	1124	509	904	35	0	0	0	0
612	1125	933	934	107	714	6	0	0
613	1126	935	936	101	476	4	0	0
614	1127	540	937	118	952	8	0	0
615	1128	938	939	77	714	6	0	0
616	1129	940	941	77	594	5	0	0
617	1130	942	943	87	594	5	0	0
618	1131	942	944	118	1232	10	0	0
619	1132	320	945	78	476	4	0	0
620	1133	946	947	115	952	8	0	0
621	1134	946	948	101	356	3	0	0
622	1135	949	950	102	594	5	0	0
623	1136	951	952	338	0	0	0	0
624	1137	953	954	453	0	0	204	1
625	1138	955	956	121	0	0	0	0
626	1139	957	958	99	0	0	1020	5
627	1140	565	959	197	0	0	204	1
628	1141	960	957	66	0	0	0	0
629	1142	957	961	58	0	0	0	0
630	1143	961	962	17	0	0	0	0
631	1144	552	963	23	0	0	204	1
632	1145	551	964	30	0	0	0	0
633	1146	965	966	84	0	0	408	2
634	1148	967	954	476	0	0	204	1
635	1149	954	968	488	0	0	408	2
636	1150	969	970	156	0	0	0	0
637	1160	974	975	10	0	0	0	0
638	1161	974	976	10	0	0	0	0
639	1166	977	978	75	0	0	0	0
640	1168	667	979	38	0	0	0	0
641	1169	980	527	44	0	0	0	0
642	1170	981	982	14	0	0	0	0
643	1171	983	984	146	0	0	0	0
644	1172	984	985	212	0	0	0	0
645	1173	984	986	65	0	0	0	0
646	1174	986	987	157	518	4	0	0
647	1175	986	988	95	0	0	0	0
648	1176	988	989	205	756	6	0	0
649	1182	991	992	504	0	0	0	0
650	1183	699	34	164	0	0	0	0
651	1184	993	34	504	0	0	0	0
652	1185	34	991	13	0	0	0	0
653	1186	991	35	297	0	0	0	0
654	1188	995	994	373	0	0	0	0
655	1192	997	998	30	0	0	0	0
656	1193	998	999	197	594	5	0	0
657	1195	1000	1001	54	118	1	0	0
658	1198	1002	1003	22	0	0	0	0
659	1199	1004	1005	65	0	0	612	3
660	1200	1005	1006	94	0	0	1020	5
661	1203	1007	1008	31	476	4	0	0
662	1208	1009	1010	28	0	0	204	1
663	1213	1011	1012	125	0	0	0	0
664	1215	1013	1014	153	0	0	204	1
665	1216	1014	1015	61	0	0	0	0
666	1217	1016	688	15	0	0	0	0
667	1218	877	1017	36	322	2	0	0
668	1219	1017	1018	59	594	5	0	0
669	1220	1018	1019	59	594	5	0	0
670	1221	726	1020	36	0	0	0	0
671	1222	883	1021	114	714	6	0	0
672	1223	883	1022	49	476	4	0	0
673	1224	871	1023	25	714	6	0	0
674	1226	1024	1025	36	0	0	0	0
675	1227	1026	1020	28	356	3	0	0
676	1228	1020	1027	32	356	3	0	0
677	1229	1028	1025	30	476	4	0	0
678	1230	1025	1029	30	476	4	0	0
679	1231	878	1030	64	0	0	0	0
680	1232	1017	1031	34	238	2	0	0
681	1233	1032	1033	12	118	1	0	0
682	1235	357	924	94	356	3	0	0
683	1236	924	926	80	356	3	0	0
684	1237	926	928	83	356	3	0	0
685	1238	928	1034	12	238	2	0	0
686	1239	1035	931	55	476	4	0	0
687	1240	931	930	80	476	4	0	0
688	1241	930	891	46	238	2	0	0
689	1242	1036	890	24	0	0	0	0
690	1243	899	1036	48	0	0	0	0
691	1244	1036	891	18	0	0	0	0
692	1246	900	355	147	1190	10	0	0
693	1248	510	914	46	0	0	0	0
694	1250	917	508	63	118	1	0	0
695	1251	509	862	88	714	6	0	0
696	1252	1037	505	112	356	3	0	0
697	1253	505	910	62	0	0	0	0
698	1254	910	908	63	0	0	0	0
699	1255	908	513	61	0	0	0	0
700	1256	1038	921	77	714	6	0	0
701	1257	921	940	74	118	1	0	0
702	1258	940	938	72	118	1	0	0
703	1259	938	356	52	118	1	0	0
704	1260	357	356	44	0	0	0	0
705	1261	355	714	43	0	0	0	0
706	1262	714	716	37	118	1	0	0
707	1263	716	1039	37	0	0	0	0
708	1264	1039	1040	38	0	0	0	0
709	1265	1040	949	38	0	0	0	0
710	1266	949	946	37	118	1	0	0
711	1267	946	935	37	0	0	0	0
712	1268	935	540	38	0	0	0	0
713	1269	540	542	38	0	0	0	0
714	1270	542	942	37	0	0	0	0
715	1271	942	318	38	0	0	0	0
716	1272	1040	1041	117	1070	9	0	0
717	1273	1040	1042	117	356	3	0	0
718	1274	933	1039	10	0	0	0	0
719	1276	923	1043	26	356	3	0	0
720	1277	1044	1045	313	0	0	0	0
721	1279	1046	1047	175	0	0	1020	5
722	1280	1047	1048	11	0	0	0	0
723	1281	1048	1049	94	0	0	204	1
724	1282	1049	1050	81	0	0	204	1
725	1283	1050	1051	104	0	0	204	1
726	1285	1052	1053	1296	0	0	204	1
727	1286	1047	1054	43	0	0	612	3
728	1287	1048	1055	33	0	0	204	1
729	1289	952	1056	344	0	0	0	0
730	1290	952	569	59	0	0	0	0
731	1291	1053	1057	27	0	0	0	0
732	1293	1058	1059	39	0	0	0	0
733	1295	1060	1061	832	0	0	0	0
734	1296	1061	1062	317	0	0	204	1
735	1299	1064	1063	127	0	0	204	1
736	1300	1063	1065	478	0	0	0	0
737	1303	730	1066	135	0	0	612	3
738	1304	1066	1058	51	0	0	204	1
739	1311	1067	1068	143	0	0	204	1
