ProblemType:	SP-CARP
NumberNodes:	788
NumberEdges:	1096
DepotNodeNumber:	0
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	7	2.3	3.5	7	14	21	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3	Demand_4	Bins_4	Demand_5	Bins_5	Demand_6	Bins_6
26	49	38	39	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	50	39	40	17	0	0	2550	5	0	0	0	0	0	0	0	0	0	0
28	52	41	42	152	0	0	3877	16	2040	4	0	0	0	0	2788	8	0	0
29	53	43	44	98	3933	13	0	0	5100	12	1870	1	0	0	850	2	0	0
30	54	45	46	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	57	47	41	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	58	48	44	119	0	0	3666	9	119	1	1870	1	0	0	680	2	0	0
33	59	49	50	107	0	0	0	0	3654	9	0	0	0	0	1224	4	0	0
34	60	46	51	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	61	52	47	166	0	0	3717	14	4037	26	0	0	0	0	2822	8	0	0
36	62	51	53	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	63	54	55	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	65	56	57	140	0	0	4123	17	4015	13	0	0	0	0	5338	18	0	0
39	66	58	48	90	1020	2	0	0	1020	2	510	1	0	0	510	1	0	0
40	67	59	60	226	0	0	0	0	1632	8	0	0	0	0	544	2	0	0
41	68	53	61	84	0	0	3740	14	0	0	0	0	0	0	1258	4	0	0
42	69	57	52	153	612	4	2975	7	3703	10	0	0	0	0	3722	14	0	0
43	70	44	56	111	0	0	3868	16	0	0	0	0	0	0	2550	6	0	0
44	71	62	63	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	72	63	54	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	73	61	62	22	0	0	2125	5	0	0	0	0	0	0	1190	3	0	0
47	74	60	58	111	0	0	3635	12	3435	15	0	0	0	0	4148	15	0	0
48	75	55	59	213	0	0	0	0	4151	12	0	0	0	0	2312	8	0	0
49	76	50	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	77	64	65	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	78	66	67	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	81	68	69	58	0	0	0	0	3060	6	0	0	0	0	0	0	0	0
53	82	70	71	55	2040	4	4080	8	0	0	0	0	0	0	1530	4	0	0
54	83	72	71	62	3889	10	0	0	0	0	0	0	0	0	2754	7	0	0
55	84	73	74	19	3584	50	0	0	0	0	2550	5	0	0	5434	14	0	0
56	85	71	73	57	0	0	680	2	0	0	0	0	0	0	0	0	0	0
57	86	75	69	56	0	0	0	0	0	0	3825	5	0	0	0	0	0	0
58	87	74	75	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	89	76	68	194	0	0	0	0	1020	2	0	0	0	0	544	2	0	0
60	90	77	78	84	0	0	3806	13	0	0	0	0	0	0	2278	7	0	0
61	91	79	80	121	0	0	0	0	1428	4	0	0	0	0	816	4	640	4
62	92	81	82	47	0	0	0	0	3230	7	0	0	0	0	1360	6	0	0
63	93	83	84	98	0	0	2550	5	2040	4	0	0	0	0	1530	4	0	0
64	94	85	86	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	95	87	88	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	100	89	90	244	0	0	4051	13	3770	25	0	0	0	0	6698	26	0	0
67	101	91	89	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	102	92	93	51	0	0	0	0	935	2	0	0	0	0	0	0	0	0
69	103	94	95	110	1020	2	3862	12	4025	17	510	1	0	0	3570	11	0	0
70	105	83	96	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	106	97	98	104	3836	26	0	0	0	0	1700	1	0	0	2040	4	0	0
72	107	98	83	56	2040	4	0	0	0	0	0	0	0	0	544	2	0	0
73	108	99	98	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	109	100	101	108	0	0	3264	7	0	0	0	0	0	0	2550	5	0	0
75	110	102	100	145	0	0	0	0	204	1	0	0	0	0	3230	7	0	0
76	111	103	104	71	0	0	0	0	2652	13	0	0	0	0	850	2	0	0
77	112	103	105	98	0	0	0	0	1428	4	0	0	0	0	612	3	204	1
78	113	105	106	88	0	0	1020	2	1530	8	0	0	0	0	952	4	232	2
79	114	107	103	67	2890	6	2040	4	2720	3	510	1	0	0	1734	5	0	0
80	115	108	106	257	0	0	0	0	3332	12	0	0	0	0	1020	5	640	4
81	116	109	110	97	1530	3	1700	4	0	0	0	0	0	0	850	2	0	0
82	117	111	109	96	0	0	4131	15	2040	4	0	0	0	0	2720	10	0	0
83	118	112	113	150	0	0	1870	4	4080	8	0	0	0	0	2176	8	0	0
84	119	113	114	85	0	0	2975	7	0	0	0	0	0	0	1088	4	0	0
85	121	116	115	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	122	117	116	93	1530	3	850	2	0	0	0	0	0	0	1564	4	0	0
87	123	118	119	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	124	120	119	107	4006	10	0	0	0	0	0	0	0	0	3468	11	0	0
89	126	121	122	91	0	0	1020	2	0	0	0	0	0	0	544	2	0	0
90	127	123	121	128	0	0	0	0	391	3	0	0	0	0	204	1	0	0
91	128	121	124	74	0	0	0	0	459	2	0	0	0	0	408	2	0	0
92	129	124	125	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	130	126	127	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	131	128	126	72	0	0	0	0	0	0	0	0	0	0	3570	7	0	0
95	132	129	130	182	0	0	0	0	153	1	0	0	0	0	1462	5	0	0
96	133	129	131	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	134	132	133	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	135	134	135	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	136	136	132	97	0	0	0	0	612	3	0	0	0	0	408	2	352	3
100	137	133	134	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	138	137	138	228	0	0	0	0	1207	4	0	0	0	0	2652	7	880	6
102	139	139	140	197	0	0	0	0	4179	20	0	0	0	0	1700	4	0	0
103	140	141	142	56	0	0	4117	18	0	0	0	0	0	0	2584	12	0	0
104	142	90	143	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	143	144	145	133	0	0	4147	12	4199	9	0	0	0	0	2210	8	0	0
106	144	66	65	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	145	65	146	43	510	1	0	0	3519	23	0	0	0	0	1020	2	0	0
108	146	147	95	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	147	64	148	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	148	149	150	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	149	151	152	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	150	153	154	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	151	147	155	93	0	0	3833	11	4182	13	1020	2	0	0	2312	10	0	0
114	152	156	141	20	0	0	1428	7	0	0	0	0	0	0	0	0	0	0
115	153	143	157	92	0	0	2550	6	2040	4	0	0	0	0	1768	6	0	0
116	154	150	158	88	0	0	2040	4	918	3	0	0	0	0	1088	4	0	0
117	155	154	152	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	156	149	159	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	157	157	156	81	0	0	1020	2	0	0	0	0	0	0	408	2	0	0
120	158	160	144	143	0	0	3418	10	4161	11	0	0	0	0	4080	16	0	0
121	159	160	142	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	160	153	155	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	161	151	159	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	162	158	90	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	163	95	148	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	164	161	162	91	0	0	0	0	1530	3	0	0	0	0	544	2	0	0
127	165	163	164	121	0	0	2550	5	0	0	0	0	0	0	544	2	0	0
128	166	164	161	94	0	0	0	0	1020	2	0	0	0	0	544	2	0	0
129	167	165	163	104	0	0	0	0	4080	8	0	0	0	0	1088	4	0	0
130	170	162	166	101	0	0	2125	5	2040	4	0	0	0	0	1632	6	0	0
131	172	167	166	144	0	0	1530	3	0	0	0	0	0	0	1020	2	0	0
132	173	168	169	83	0	0	510	1	0	0	0	0	0	0	544	2	0	0
133	174	143	36	154	0	0	3570	7	2142	6	0	0	0	0	1836	7	232	2
134	175	37	170	118	0	0	510	1	510	1	0	0	0	0	204	1	0	0
135	176	170	79	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	177	169	167	57	1428	7	0	0	0	0	0	0	0	0	408	2	0	0
137	178	171	168	204	0	0	3448	9	2040	4	340	1	0	0	1700	7	0	0
138	179	79	171	139	0	0	1020	2	2040	4	1700	1	0	0	1496	6	0	0
139	180	172	166	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	183	173	174	49	0	0	2040	4	0	0	0	0	0	0	544	2	0	0
141	188	177	178	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	189	179	175	77	0	0	0	0	4065	24	0	0	0	0	2210	8	0	0
143	190	180	181	125	0	0	0	0	3755	12	0	0	0	0	1870	4	0	0
144	191	180	177	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	192	175	177	60	0	0	0	0	3418	22	0	0	0	0	1020	2	0	0
146	193	181	182	70	1020	2	2040	4	1020	2	0	0	0	0	1020	2	0	0
147	194	183	184	175	0	0	3753	15	204	1	0	0	0	0	3060	6	1016	2
148	196	185	186	176	0	0	0	0	629	2	0	0	0	0	612	3	116	1
149	197	186	138	157	0	0	1275	3	510	1	0	0	0	0	1054	3	0	0
150	198	187	188	69	0	0	0	0	306	2	0	0	0	0	408	2	0	0
151	199	189	190	219	3672	24	0	0	0	0	0	0	1700	1	1020	2	0	0
152	200	191	192	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	201	192	190	170	0	0	0	0	3779	3	0	0	0	0	4080	8	0	0
154	203	193	194	84	0	0	3470	18	0	0	0	0	0	0	2550	5	0	0
155	205	196	197	76	0	0	4095	10	0	0	0	0	0	0	1360	3	0	0
156	206	195	196	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	207	160	198	60	0	0	3485	7	1530	6	0	0	0	0	3026	10	0	0
158	208	198	199	90	0	0	1020	2	0	0	0	0	0	0	952	4	0	0
159	209	200	201	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	211	202	203	56	0	0	3895	16	0	0	0	0	0	0	2040	4	0	0
161	212	204	202	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	213	203	205	48	0	0	0	0	0	0	0	0	0	0	1530	3	0	0
163	215	206	207	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	216	208	207	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	217	209	210	112	0	0	0	0	816	5	0	0	0	0	1632	8	1068	9
166	218	211	212	207	0	0	3882	24	0	0	1870	1	1700	1	2550	5	0	0
167	219	212	213	98	0	0	3060	6	0	0	0	0	0	0	1700	4	0	0
168	220	211	214	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	221	215	216	76	0	0	3060	6	0	0	0	0	0	0	2040	5	0	0
170	222	217	218	238	0	0	4080	8	2244	5	1870	1	0	0	2108	6	0	0
171	223	219	220	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	224	221	222	133	4247	21	0	0	510	1	680	2	0	0	4760	11	0	0
173	225	223	38	356	0	0	3060	6	986	6	0	0	0	0	1836	9	712	6
174	226	224	225	22	0	0	0	0	510	1	0	0	0	0	0	0	0	0
175	227	225	226	162	1530	3	0	0	680	2	0	0	2805	1	1936	6	0	0
176	230	227	228	180	0	0	0	0	0	0	2040	4	0	0	4420	6	0	0
177	231	229	230	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	232	231	229	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	233	232	233	213	0	0	1734	14	1479	5	510	1	0	0	1564	7	472	4
180	236	234	235	213	0	0	0	0	3978	12	0	0	0	0	2040	10	408	2
181	237	236	237	273	0	0	3492	18	3785	34	0	0	0	0	8020	33	0	0
182	238	238	50	183	0	0	3922	13	1190	3	0	0	0	0	4250	15	0	0
183	239	239	240	86	0	0	2040	4	0	0	510	1	0	0	1360	3	0	0
184	240	241	239	66	0	0	4022	10	0	0	0	0	0	0	850	2	0	0
185	241	242	243	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	242	243	127	102	0	0	0	0	0	0	0	0	0	0	1530	3	0	0
187	244	244	245	142	2040	4	4208	10	0	0	0	0	0	0	3060	7	0	0
188	245	246	247	131	0	0	1275	3	3264	10	0	0	0	0	1836	9	204	1
189	246	248	249	129	0	0	0	0	3423	11	0	0	0	0	2040	8	0	0
190	247	32	250	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	248	251	30	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	249	252	30	108	0	0	0	0	0	0	0	0	0	0	2040	4	0	0
193	250	253	254	120	0	0	0	0	1632	6	0	0	0	0	1156	5	204	1
194	251	255	256	105	2550	5	3366	12	510	1	0	0	0	0	5270	9	0	0
195	252	45	257	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	253	182	257	129	0	0	2040	4	3571	13	0	0	1870	1	1938	6	0	0
197	254	258	255	117	2244	5	0	0	0	0	0	0	0	0	1258	4	0	0
198	255	256	179	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	256	259	260	132	0	0	3829	12	2210	2	0	0	0	0	3978	11	0	0
200	257	261	262	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	258	263	264	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	259	263	260	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	260	265	266	112	0	0	3060	7	3009	8	0	0	0	0	2346	8	0	0
204	261	266	164	75	0	0	510	1	0	0	0	0	0	0	408	2	0	0
205	262	267	268	76	4080	8	1020	2	0	0	0	0	0	0	952	4	0	0
206	263	269	259	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	264	264	261	60	0	0	612	3	2312	4	0	0	0	0	408	2	0	0
208	265	262	267	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	266	268	265	95	0	0	1326	5	0	0	0	0	0	0	816	4	0	0
210	267	159	270	228	0	0	3703	28	3264	10	0	0	0	0	4692	19	0	0
211	268	270	269	116	0	0	3905	9	3933	11	0	0	0	0	3672	14	0	0
212	269	271	272	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	270	273	274	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	271	275	276	35	0	0	2856	7	680	2	0	0	0	0	1700	7	0	0
215	273	277	172	25	0	0	3060	6	0	0	0	0	0	0	1054	3	0	0
216	274	70	102	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	275	278	279	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	276	280	281	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	277	107	274	44	0	0	1360	3	0	0	408	2	0	0	408	2	0	0
220	278	145	258	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	279	282	271	39	0	0	1020	2	0	0	0	0	0	0	680	2	0	0
222	280	283	281	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	281	272	275	29	0	0	866	9	0	0	0	0	0	0	408	2	0	0
224	282	284	282	113	0	0	3740	8	0	0	0	0	0	0	1020	2	0	0
225	283	285	102	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	284	70	286	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	285	286	280	74	0	0	4245	13	2550	5	0	0	0	0	2448	10	0	0
228	286	258	117	112	1020	2	1020	2	2040	4	0	0	0	0	1394	4	0	0
229	287	276	277	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	288	285	279	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	289	283	284	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	290	273	278	74	0	0	2125	5	0	0	0	0	0	0	680	2	0	0
233	291	117	107	59	0	0	3570	7	510	1	0	0	0	0	1428	5	0	0
234	294	268	288	81	0	0	3060	6	4117	12	340	1	0	0	2108	9	0	0
235	295	288	289	35	0	0	0	0	850	2	0	0	0	0	408	2	0	0
236	297	290	287	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	298	291	292	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	299	288	81	59	0	0	3561	9	1224	3	850	2	0	0	1428	4	0	0
239	300	292	268	101	0	0	2550	5	0	0	0	0	0	0	1020	2	0	0
240	301	81	169	145	0	0	2448	6	0	0	0	0	0	0	1258	4	0	0
241	302	290	291	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	303	293	294	64	0	0	850	2	0	0	0	0	0	0	0	0	0	0
243	304	295	296	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	305	297	298	35	0	0	1224	3	0	0	0	0	0	0	544	2	0	0
245	306	293	295	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	307	296	171	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	308	299	171	88	1020	2	1530	3	0	0	0	0	0	0	1394	4	0	0
248	309	263	298	101	0	0	3944	21	0	0	0	0	0	0	1564	5	0	0
249	310	300	301	120	0	0	3230	9	340	1	0	0	0	0	2652	9	232	2
250	311	302	303	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	312	304	305	122	0	0	0	0	1020	2	0	0	0	0	408	2	0	0
252	313	306	307	120	0	0	0	0	3991	20	0	0	0	0	3060	8	0	0
253	314	308	309	116	0	0	0	0	918	5	0	0	0	0	1020	5	0	0
254	315	310	311	118	0	0	3636	12	0	0	0	0	0	0	2414	7	0	0
255	316	312	310	226	0	0	4079	23	5729	10	0	0	0	0	3910	11	916	7
256	317	313	312	65	0	0	0	0	476	3	0	0	0	0	612	3	556	4
257	318	314	315	203	0	0	1275	3	918	5	0	0	0	0	1274	6	204	1
258	319	315	313	252	0	0	0	0	1598	10	0	0	0	0	1836	9	592	5
259	320	316	317	254	0	0	3580	13	1224	6	3740	2	0	0	6264	15	0	0
260	322	318	319	105	0	0	3505	10	3981	10	0	0	0	0	2380	6	0	0
261	323	320	321	109	0	0	2040	4	0	0	0	0	0	0	2278	6	0	0
262	324	322	323	109	0	0	2040	4	3979	12	1190	3	0	0	3332	10	0	0
263	325	324	325	53	3986	10	0	0	1530	3	0	0	0	0	2652	9	0	0
264	326	326	327	76	0	0	0	0	3060	6	0	0	0	0	1088	4	0	0
265	327	328	329	77	0	0	2550	5	0	0	0	0	0	0	1020	2	0	0
266	328	330	331	225	0	0	3729	17	1734	4	0	0	0	0	7072	19	0	0
267	329	285	332	242	0	0	714	2	612	3	0	0	1700	1	6954	19	0	0
268	330	51	333	86	0	0	1054	3	0	0	0	0	0	0	204	1	0	0
269	331	54	334	208	0	0	3810	43	0	0	0	0	0	0	3264	8	0	0
270	332	46	335	44	3570	7	1020	2	2040	4	0	0	0	0	1938	5	0	0
271	333	336	337	85	0	0	4195	10	0	0	0	0	0	0	1734	5	0	0
272	334	337	113	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	335	338	178	261	3060	6	1020	2	3514	14	1870	1	0	0	3502	12	0	0
274	336	339	338	90	2550	5	0	0	0	0	0	0	0	0	0	0	0	0
275	337	178	180	16	0	0	0	0	1020	2	0	0	0	0	0	0	0	0
276	338	274	339	110	0	0	3060	6	510	1	0	0	0	0	850	2	0	0
277	340	115	255	96	0	0	0	0	0	0	0	0	0	0	408	2	0	0
278	342	340	179	86	0	0	2040	4	748	3	0	0	0	0	680	2	0	0
279	343	341	182	76	0	0	1275	3	0	0	0	0	0	0	544	2	0	0
280	344	342	343	111	0	0	3570	7	0	0	918	3	0	0	1054	3	0	0
281	345	344	343	144	0	0	3570	7	3400	7	0	0	0	0	3876	12	0	0
282	346	345	344	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	347	346	347	96	0	0	0	0	918	5	0	0	0	0	816	4	796	6
284	348	348	349	138	510	1	2040	4	3687	18	0	0	0	0	3672	10	0	0
285	349	350	351	151	0	0	0	0	0	0	0	0	0	0	850	2	0	0
286	350	352	353	221	0	0	2040	4	3978	9	0	0	0	0	1292	5	0	0
287	351	354	355	427	0	0	4088	19	4042	21	3944	3	0	0	8126	30	556	4
288	352	356	357	424	0	0	3873	38	3583	11	1870	1	0	0	7866	39	0	0
289	353	358	359	134	0	0	3416	18	2040	4	0	0	0	0	3196	15	0	0
290	354	198	360	163	0	0	1530	3	3410	16	0	0	0	0	1836	9	964	6
291	355	361	152	221	1530	3	1870	4	4223	11	1530	3	0	0	1224	6	232	2
292	356	362	149	238	4080	8	3521	15	3822	24	510	1	0	0	2754	10	0	0
293	357	363	150	253	0	0	3751	12	7307	16	0	0	0	0	4148	17	232	2
294	358	364	158	271	0	0	3567	25	3519	28	3400	2	0	0	7584	39	0	0
295	359	365	157	307	0	0	3661	32	3533	33	204	1	0	0	8364	28	1120	8
296	360	366	287	175	0	0	1870	4	0	0	0	0	0	0	680	2	0	0
297	361	290	367	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	362	368	109	205	3570	7	4133	62	340	1	1564	4	0	0	4930	10	0	0
299	363	142	369	148	1530	3	3060	15	0	0	1700	1	0	0	1156	5	0	0
300	364	370	371	68	0	0	0	0	4139	14	0	0	0	0	2652	8	0	0
301	365	157	372	152	0	0	4151	13	3485	9	0	0	0	0	3638	12	0	0
302	367	297	299	81	0	0	3570	7	0	0	0	0	0	0	1530	3	0	0
303	368	373	374	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	369	375	77	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	370	376	377	62	0	0	1020	2	3570	7	0	0	0	0	1802	6	0	0
306	371	378	375	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	372	77	373	48	0	0	0	0	2040	4	0	0	0	0	408	2	0	0
308	373	379	373	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	374	374	380	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	375	381	379	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	376	380	379	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	377	376	380	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	378	380	381	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	379	110	93	128	510	1	2040	4	1530	6	0	0	0	0	408	2	0	0
315	380	382	376	140	0	0	0	0	3570	7	0	0	0	0	544	2	0	0
316	381	379	383	47	0	0	0	0	1530	3	0	0	0	0	408	2	0	0
317	382	384	364	67	0	0	0	0	1530	3	0	0	0	0	408	2	0	0
318	383	365	356	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	384	354	385	46	0	0	2040	4	425	1	0	0	0	0	408	2	0	0
320	385	383	361	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	386	362	378	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	387	358	363	61	0	0	0	0	1020	2	0	0	0	0	544	2	0	0
323	388	91	356	70	0	0	3060	6	0	0	0	0	0	0	850	2	0	0
324	389	358	362	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	390	384	363	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	391	352	386	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	392	352	385	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	393	365	354	42	0	0	850	2	0	0	0	0	0	0	408	2	0	0
329	394	375	361	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	395	364	91	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	396	386	110	136	0	0	1020	2	0	0	0	0	0	0	0	0	0	0
332	397	387	201	29	3740	8	0	0	0	0	0	0	0	0	0	0	0	0
333	398	388	200	30	0	0	0	0	0	0	0	0	0	0	850	2	0	0
334	399	389	388	34	0	0	1224	8	0	0	0	0	0	0	0	0	0	0
335	400	388	387	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	401	390	387	35	0	0	1530	10	0	0	0	0	0	0	850	2	0	0
337	402	391	232	46	510	1	0	0	204	1	0	0	0	0	204	1	116	1
338	403	392	390	85	3803	9	2703	13	0	0	0	0	0	0	5440	12	0	0
339	404	389	393	152	3404	11	1989	13	1020	2	0	0	0	0	4250	10	0	0
340	405	232	241	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	406	390	214	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	407	214	389	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
