ProblemType:	SP-CARP
NumberNodes:	415
NumberEdges:	565
DepotNodeNumber:	206
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	7	2.3	3.5	7	14	21	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3	Demand_4	Bins_4	Demand_5	Bins_5	Demand_6	Bins_6
31	72	43	39	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	73	41	42	22	0	0	2125	5	0	0	0	0	0	0	1190	3	0	0
33	75	40	44	213	0	0	0	0	4151	12	0	0	0	0	2312	8	0	0
34	76	36	33	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	94	45	46	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	95	47	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	121	49	50	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	123	51	52	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	124	53	52	107	4006	10	0	0	0	0	0	0	0	0	3468	11	0	0
40	125	54	55	111	0	0	0	0	714	4	0	0	0	0	612	3	472	4
41	126	55	56	91	0	0	1020	2	153	1	0	0	0	0	748	3	232	2
42	127	57	55	128	0	0	0	0	1768	12	0	0	0	0	204	1	0	0
43	128	55	58	74	0	0	0	0	918	5	0	0	0	0	816	4	116	1
44	129	58	59	85	0	0	0	0	357	2	0	0	0	0	408	2	472	4
45	130	60	61	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	131	62	60	72	0	0	0	0	0	0	0	0	0	0	3570	7	0	0
47	132	63	64	182	0	0	0	0	1955	13	0	0	0	0	3910	17	832	7
48	133	63	65	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	134	66	67	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	135	68	69	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	136	70	66	97	0	0	0	0	816	4	0	0	0	0	612	3	760	5
52	137	67	68	102	0	0	0	0	663	4	0	0	0	0	816	4	556	4
53	138	71	72	228	0	0	0	0	3995	18	0	0	0	0	5508	21	3340	26
54	139	73	74	197	0	0	0	0	4179	20	0	0	0	0	1700	4	0	0
55	188	77	78	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	189	79	75	77	0	0	0	0	4065	24	0	0	0	0	2210	8	0	0
57	190	80	81	125	0	0	0	0	3755	12	0	0	0	0	1870	4	0	0
58	191	80	77	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	192	75	77	60	0	0	0	0	3418	22	0	0	0	0	1020	2	0	0
60	193	81	82	70	1020	2	2040	4	1020	2	0	0	0	0	1020	2	0	0
61	194	83	84	175	0	0	3753	15	3162	17	0	0	0	0	4692	14	1608	7
62	195	85	86	37	0	0	0	0	153	1	0	0	0	0	204	1	116	1
63	196	87	88	176	0	0	0	0	2822	15	0	0	0	0	3264	16	1504	12
64	197	88	72	157	0	0	1275	3	2346	12	0	0	0	0	3298	14	1712	13
65	198	89	90	69	0	0	0	0	765	5	0	0	0	0	1020	5	0	0
66	199	91	92	219	3672	24	0	0	0	0	0	0	1700	1	1020	2	0	0
67	200	93	94	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	201	94	92	170	0	0	0	0	3779	3	0	0	0	0	4080	8	0	0
69	203	95	96	84	0	0	3470	18	0	0	0	0	0	0	2550	5	0	0
70	204	97	98	96	0	0	0	0	1020	6	0	0	0	0	1224	6	1596	12
71	205	99	100	76	0	0	4095	10	0	0	0	0	0	0	1360	3	0	0
72	206	98	99	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	209	101	102	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	211	103	104	56	0	0	3895	16	0	0	0	0	0	0	2040	4	0	0
75	212	105	103	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	213	104	106	48	0	0	0	0	0	0	0	0	0	0	1530	3	0	0
77	215	107	108	188	0	0	0	0	2686	17	0	0	0	0	3468	17	1184	10
78	216	109	108	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	217	110	111	112	0	0	0	0	1020	6	0	0	0	0	1836	9	1068	9
80	218	112	113	207	0	0	3882	24	0	0	1870	1	1700	1	2550	5	0	0
81	219	113	114	98	0	0	3060	6	0	0	0	0	0	0	1700	4	0	0
82	220	112	115	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	221	116	117	76	0	0	3060	6	0	0	0	0	0	0	2040	5	0	0
84	222	118	119	238	0	0	4080	8	3978	15	1870	1	0	0	4148	16	1388	11
85	223	120	121	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	224	122	123	133	4247	21	0	0	510	1	680	2	0	0	4760	11	0	0
87	225	124	30	356	0	0	3060	6	4751	44	0	0	0	0	5398	45	4008	33
88	226	125	126	22	0	0	0	0	510	1	0	0	0	0	0	0	0	0
89	227	126	127	162	1530	3	0	0	680	2	0	0	2805	1	1936	6	0	0
90	230	128	129	180	0	0	0	0	0	0	2040	4	0	0	4420	6	0	0
91	231	130	131	23	0	0	0	0	153	1	0	0	0	0	204	1	232	2
92	232	132	130	105	0	0	0	0	867	5	0	0	0	0	1020	5	1120	8
93	233	133	134	213	0	0	1734	14	4828	26	510	1	0	0	5540	28	3292	27
94	234	135	136	79	0	0	0	0	1734	11	0	0	0	0	2244	11	1272	10
95	235	137	138	46	0	0	0	0	969	6	0	0	0	0	1224	6	472	4
96	236	139	140	213	0	0	0	0	4896	17	0	0	0	0	3060	15	844	5
97	237	141	142	273	0	0	3492	18	3785	34	0	0	0	0	8428	35	0	0
98	238	143	36	183	0	0	3922	13	1190	3	0	0	0	0	4250	15	0	0
99	239	144	145	86	0	0	2040	4	0	0	510	1	0	0	1360	3	0	0
100	240	146	144	66	0	0	4022	10	0	0	0	0	0	0	850	2	0	0
101	241	147	148	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	242	148	61	102	0	0	0	0	0	0	0	0	0	0	1530	3	0	0
103	244	149	150	142	2040	4	4208	10	0	0	0	0	0	0	3060	7	0	0
104	245	151	152	131	0	0	1275	3	3264	10	0	0	0	0	1836	9	204	1
105	246	153	154	129	0	0	0	0	3729	13	0	0	0	0	2244	9	0	0
106	247	26	155	19	0	0	0	0	153	1	0	0	0	0	204	1	232	2
107	248	156	24	57	0	0	0	0	204	1	0	0	0	0	204	1	0	0
108	249	157	24	108	0	0	0	0	0	0	0	0	0	0	2040	4	0	0
109	250	158	159	120	0	0	0	0	2448	11	0	0	0	0	1972	9	436	3
110	251	160	161	105	2550	5	3366	12	510	1	0	0	0	0	5270	9	0	0
111	252	33	162	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	253	82	162	129	0	0	2040	4	3571	13	0	0	1870	1	1938	6	0	0
113	254	163	160	117	2244	5	0	0	0	0	0	0	0	0	1258	4	0	0
114	255	161	79	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	278	164	163	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	310	165	166	120	0	0	3230	9	1564	8	0	0	0	0	3876	15	756	5
117	311	167	168	109	0	0	0	0	816	5	0	0	0	0	1020	5	712	6
118	312	169	170	122	0	0	0	0	1462	5	0	0	0	0	1020	5	472	4
119	313	171	172	120	0	0	0	0	3991	20	0	0	0	0	3060	8	0	0
120	314	173	174	116	0	0	0	0	2737	16	0	0	0	0	3264	16	436	3
121	325	175	176	53	3986	10	0	0	1530	3	0	0	0	0	2652	9	0	0
122	330	37	177	86	0	0	1054	3	0	0	0	0	0	0	204	1	0	0
123	331	39	178	208	0	0	3810	43	0	0	0	0	0	0	3264	8	0	0
124	332	34	179	44	3570	7	1020	2	2040	4	0	0	0	0	1938	5	0	0
125	335	180	78	261	3060	6	1020	2	3514	14	1870	1	0	0	3502	12	0	0
126	336	50	180	90	2550	5	0	0	340	1	0	0	0	0	0	0	0	0
127	337	78	80	16	0	0	0	0	1020	2	0	0	0	0	0	0	0	0
128	340	49	160	96	0	0	0	0	0	0	0	0	0	0	408	2	0	0
129	342	181	79	86	0	0	2040	4	748	3	0	0	0	0	680	2	0	0
130	343	182	82	76	0	0	1275	3	0	0	0	0	0	0	544	2	0	0
131	344	183	184	111	0	0	3570	7	0	0	918	3	0	0	1054	3	0	0
132	345	185	184	144	0	0	3570	7	3400	7	0	0	0	0	3876	12	0	0
133	347	186	187	96	0	0	0	0	1785	10	0	0	0	0	1836	9	1408	9
134	348	188	189	138	510	1	2040	4	4027	19	0	0	0	0	3672	10	408	2
135	397	190	102	29	3740	8	0	0	0	0	0	0	0	0	0	0	0	0
136	398	191	101	30	0	0	0	0	0	0	0	0	0	0	850	2	0	0
137	399	192	191	34	0	0	1224	8	0	0	0	0	0	0	0	0	0	0
138	400	191	190	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	401	193	190	35	0	0	1530	10	0	0	0	0	0	0	850	2	0	0
140	402	194	133	46	510	1	0	0	204	1	0	0	0	0	204	1	116	1
141	403	195	193	85	3803	9	2703	13	0	0	0	0	0	0	5440	12	0	0
142	404	192	196	152	3404	11	1989	13	1020	2	0	0	0	0	4250	10	0	0
143	405	133	146	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	406	193	115	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	407	115	192	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	408	197	198	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	409	143	199	202	0	0	1020	2	850	2	0	0	0	0	0	0	0	0
148	410	35	143	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	411	200	201	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	412	200	146	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	413	199	194	120	0	0	714	2	510	1	0	0	0	0	1852	5	0	0
152	414	202	203	77	0	0	3777	11	0	0	0	0	0	0	1530	3	0	0
153	415	202	197	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	416	122	198	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	417	201	204	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	418	205	206	81	0	0	3697	26	0	0	0	0	0	0	3060	6	0	0
157	419	205	203	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	420	207	119	94	0	0	0	0	765	5	0	0	0	0	408	2	0	0
159	421	208	209	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	422	210	122	57	0	0	4080	8	0	0	0	0	0	0	1870	4	0	0
161	423	206	209	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	424	208	207	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	425	211	195	141	0	0	3516	46	0	0	0	0	0	0	4080	8	0	0
164	464	212	105	142	0	0	0	0	1173	7	0	0	0	0	1428	7	592	5
165	468	213	58	119	0	0	0	0	1394	7	0	0	0	0	1428	7	704	6
166	470	214	215	13	0	0	1020	2	0	0	0	0	0	0	0	0	0	0
167	476	216	217	10	0	0	1020	2	0	0	0	0	0	0	0	0	0	0
168	477	217	218	9	0	0	2040	4	0	0	510	1	0	0	510	1	0	0
169	480	219	220	9	0	0	2040	4	0	0	510	1	0	0	510	1	0	0
170	486	204	14	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	487	210	14	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	488	211	119	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	489	221	222	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	490	47	223	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	491	224	225	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	494	226	227	127	0	0	0	0	1989	7	0	0	0	0	612	3	640	4
177	495	227	228	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	496	225	47	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	497	22	99	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	498	67	229	103	0	0	0	0	646	3	0	0	0	0	408	2	320	2
181	500	230	231	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	501	231	232	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	502	229	210	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	503	66	233	112	0	0	0	0	561	3	0	0	0	0	1020	5	844	5
185	504	234	66	146	0	0	0	0	918	3	0	0	0	0	612	3	788	6
186	505	99	230	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	506	13	221	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	507	222	224	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	508	232	67	153	0	0	0	0	765	5	0	0	0	0	1020	5	712	6
190	509	22	98	190	0	0	2040	4	306	2	0	0	0	0	1258	4	232	2
191	510	98	235	95	0	0	0	0	306	2	0	0	0	0	408	2	0	0
192	511	233	14	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	512	235	234	120	0	0	0	0	425	3	0	0	0	0	816	4	348	3
194	513	30	236	67	3570	7	0	0	1530	3	0	0	0	0	544	2	0	0
195	514	236	237	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	515	64	238	8	0	0	1530	3	238	2	0	0	0	0	322	2	0	0
197	516	237	239	37	0	0	0	0	153	1	0	0	0	0	204	1	116	1
198	517	240	45	57	0	0	850	2	0	0	510	1	0	0	510	1	0	0
199	518	62	240	251	0	0	4160	26	4114	6	0	0	0	0	3468	10	0	0
200	519	147	62	59	0	0	510	1	0	0	0	0	0	0	0	0	0	0
201	520	33	241	230	3060	6	4253	77	2040	4	4760	5	0	0	6392	15	0	0
202	521	242	128	156	0	0	2856	14	1224	6	3740	2	0	0	2040	4	0	0
203	522	241	147	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	523	45	222	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	525	125	64	87	1020	2	0	0	0	0	0	0	0	0	0	0	0	0
206	526	243	244	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	527	244	125	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	528	128	243	35	0	0	3568	10	0	0	0	0	0	0	1632	6	0	0
209	529	121	242	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	530	4	245	81	0	0	0	0	612	4	0	0	0	0	816	4	0	0
211	531	239	246	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	532	246	4	102	0	0	1530	3	306	2	0	0	0	0	1428	4	232	2
213	533	247	121	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	534	238	30	105	0	0	1530	3	3060	6	0	0	0	0	1360	4	0	0
215	535	245	248	92	0	0	0	0	4182	12	0	0	0	0	1428	7	1028	8
216	541	249	250	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	568	144	251	76	0	0	3737	12	0	0	510	1	0	0	2074	5	0	0
218	570	252	253	387	1530	3	2380	5	3060	6	2720	3	0	0	1020	2	0	0
219	573	254	7	60	2550	5	0	0	0	0	1020	2	0	0	1700	1	0	0
220	580	255	210	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	581	247	255	128	0	0	4207	10	0	0	0	0	0	0	2584	6	0	0
222	582	222	247	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	583	256	247	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	585	46	224	62	1020	2	0	0	0	0	3944	6	0	0	1394	4	0	0
225	587	257	256	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	588	225	257	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	589	48	257	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	590	51	47	360	0	0	0	0	0	0	2754	6	3740	2	2754	6	0	0
229	591	165	48	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	592	223	165	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	593	223	226	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	594	258	165	82	0	0	0	0	476	3	0	0	0	0	816	4	320	2
233	595	152	226	103	0	0	0	0	952	4	1870	1	0	0	612	3	232	2
234	596	259	258	130	0	0	0	0	561	3	0	0	0	0	612	3	796	6
235	597	260	261	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	598	221	255	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	599	262	263	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	604	264	56	94	0	0	4242	21	1870	6	3060	5	0	0	2244	8	408	2
239	611	265	266	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	614	267	264	88	0	0	3420	24	561	3	2550	4	0	0	816	4	0	0
241	615	56	266	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	617	265	268	68	0	0	0	0	2754	6	0	0	0	0	544	2	0	0
243	622	250	267	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	623	40	269	201	0	0	3060	6	3454	10	0	0	0	0	3740	12	0	0
245	624	270	269	43	0	0	1530	3	0	0	0	0	0	0	236	2	0	0
246	629	228	260	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	631	175	271	68	0	0	3570	7	663	2	0	0	0	0	1700	4	0	0
248	632	272	175	78	1632	8	0	0	0	0	0	0	0	0	0	0	0	0
249	633	273	272	74	1020	2	0	0	0	0	0	0	0	0	680	2	0	0
250	635	153	151	97	0	0	306	2	2091	9	0	0	0	0	2244	11	464	4
251	636	274	153	135	0	0	0	0	2380	8	0	0	0	0	1632	8	1316	9
252	637	269	275	127	0	0	680	2	2074	5	0	0	0	0	1496	6	0	0
253	638	151	228	85	0	0	0	0	1054	5	0	0	0	0	816	4	592	5
254	639	271	40	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	640	53	275	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	641	276	274	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257	642	274	53	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	643	275	276	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	644	277	278	52	0	0	0	0	629	4	0	0	0	0	816	4	408	2
260	645	259	227	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	646	261	279	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262	647	259	169	81	0	0	0	0	1258	4	0	0	0	0	612	3	232	2
263	648	250	213	307	0	0	0	0	833	3	0	0	0	0	408	2	472	4
264	649	277	261	73	0	0	0	0	510	3	0	0	0	0	408	2	232	2
265	650	213	280	82	0	0	0	0	119	1	0	0	0	0	204	1	0	0
266	651	279	281	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	652	280	173	71	0	0	0	0	0	0	0	0	0	0	204	1	116	1
268	653	167	159	101	0	0	0	0	1768	10	0	0	0	0	2040	10	1240	9
269	654	169	167	80	0	0	0	0	1122	6	0	0	0	0	1224	6	1272	10
270	655	173	277	112	0	0	0	0	833	5	0	0	0	0	816	4	1036	8
271	656	282	260	256	0	0	0	0	4080	19	0	0	0	0	3502	15	944	8
272	657	71	283	88	0	0	1224	8	2703	6	0	0	0	0	2040	8	232	2
273	658	284	21	183	0	0	0	0	1224	3	0	0	0	0	0	0	0	0
274	659	285	283	138	0	0	0	0	1734	8	0	0	0	0	1870	7	0	0
275	660	21	286	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	661	286	285	183	0	0	0	0	204	1	0	0	0	0	408	2	0	0
277	662	263	284	156	0	0	0	0	4241	15	1870	1	0	0	748	3	408	2
278	663	285	284	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	664	249	282	407	0	0	4119	16	3570	7	0	0	0	0	3978	9	0	0
280	665	159	287	174	0	0	0	0	2465	14	0	0	0	0	2652	13	1784	15
281	666	288	289	83	0	0	0	0	323	2	0	0	0	0	408	2	0	0
282	667	279	290	102	0	0	0	0	714	4	0	0	0	0	612	3	232	2
283	669	281	259	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	670	281	288	115	0	0	0	0	1343	4	0	0	0	0	1632	8	232	2
285	671	290	291	97	0	0	0	0	714	4	0	0	0	0	816	4	472	4
286	683	95	93	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287	684	22	292	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	686	293	286	107	0	0	0	0	153	1	0	0	0	0	0	0	0	0
289	688	94	294	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	689	295	296	182	0	0	1020	5	0	0	0	0	0	0	0	0	0	0
291	690	93	295	177	0	0	2601	17	0	0	0	0	0	0	0	0	0	0
292	691	297	95	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	692	294	17	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	693	1	94	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	694	283	262	223	0	0	0	0	2040	4	0	0	0	0	544	2	0	0
296	695	292	297	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	696	17	293	85	0	0	0	0	0	0	1700	1	0	0	0	0	0	0
298	700	298	299	48	0	0	510	1	0	0	0	0	0	0	0	0	0	0
299	701	300	141	76	0	0	0	0	204	1	0	0	0	0	0	0	0	0
300	702	301	262	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	703	141	302	68	0	0	0	0	340	1	0	0	0	0	0	0	0	0
302	704	35	300	338	4227	19	4080	22	2040	4	0	0	0	0	5440	14	0	0
303	705	302	301	322	0	0	0	0	153	1	0	0	0	0	0	0	0	0
304	706	87	299	137	0	0	1955	4	204	1	0	0	0	0	748	3	408	2
305	707	299	83	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	709	262	73	103	0	0	3570	12	0	0	0	0	0	0	2550	6	0	0
307	711	73	87	93	0	0	1530	3	0	0	0	0	0	0	1088	4	0	0
308	712	18	303	119	3910	9	0	0	0	0	0	0	0	0	0	0	0	0
309	713	22	17	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	714	18	304	164	0	0	0	0	1020	2	0	0	0	0	0	0	0	0
311	727	304	305	103	425	1	0	0	510	3	0	0	0	0	612	3	472	4
312	728	306	307	150	0	0	2550	5	2227	12	0	0	0	0	3060	12	1680	12
313	729	303	305	121	3405	27	0	0	0	0	0	0	0	0	3400	4	0	0
314	730	85	304	316	0	0	2040	4	2618	15	0	0	0	0	3314	16	2968	25
315	731	89	85	84	0	0	0	0	1428	8	0	0	0	0	1428	7	1760	12
316	732	307	89	82	0	0	0	0	1734	8	0	0	0	0	1836	9	1508	12
317	737	307	84	82	0	0	0	0	612	4	0	0	1870	1	816	4	232	2
318	738	88	307	91	0	0	0	0	816	5	0	0	0	0	1020	5	788	6
319	739	74	71	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	740	74	88	87	0	0	0	0	1003	5	0	0	0	0	1224	6	592	5
321	741	263	283	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	747	91	308	83	0	0	3978	9	0	0	0	0	0	0	714	2	0	0
323	748	294	91	165	3808	10	0	0	0	0	2244	6	0	0	850	2	0	0
324	749	292	294	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	759	1	296	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	763	220	217	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	764	0	215	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	766	309	310	139	0	0	3958	39	0	0	0	0	1700	1	2550	6	0	0
329	767	0	309	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	768	311	309	78	0	0	510	1	0	0	510	1	0	0	340	1	0	0
331	769	295	312	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	770	313	96	142	0	0	3429	54	0	0	0	0	0	0	7480	14	0	0
333	771	96	314	147	0	0	0	0	0	0	0	0	0	0	2720	6	0	0
334	772	312	313	132	0	0	3924	34	0	0	1870	1	0	0	2210	5	0	0
335	773	315	96	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	774	312	316	286	2601	17	4213	30	0	0	2380	2	0	0	4250	9	0	0
337	775	317	318	70	0	0	0	0	357	2	0	0	0	0	408	2	0	0
338	776	319	317	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	777	201	320	236	0	0	3489	15	5708	21	510	1	0	0	6868	28	352	3
340	778	320	321	13	0	0	0	0	459	3	0	0	0	0	408	2	232	2
341	779	97	322	171	0	0	0	0	391	3	0	0	0	0	204	1	232	2
342	780	323	97	102	0	0	0	0	459	3	0	0	0	0	612	3	0	0
343	781	319	323	99	0	0	0	0	731	5	0	0	0	0	1020	5	232	2
344	782	321	318	85	0	0	0	0	1513	9	0	0	0	0	2040	10	232	2
