ProblemType:	SP-CARP
NumberNodes:	198
NumberEdges:	265
DepotNodeNumber:	29
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	7	2.3	3.5	7	14	21	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3	Demand_4	Bins_4	Demand_5	Bins_5	Demand_6	Bins_6
50	251	62	63	105	2550	5	3366	12	510	1	0	0	0	0	5270	9	0	0
51	254	64	62	117	2244	5	0	0	0	0	0	0	0	0	1258	4	0	0
52	255	63	56	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	258	65	66	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	264	66	67	60	0	0	612	3	2312	4	0	0	0	0	408	2	0	0
55	269	68	69	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	270	70	71	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	271	72	73	35	0	0	2856	7	680	2	0	0	0	0	2108	9	0	0
58	273	74	75	25	0	0	3060	6	0	0	0	0	0	0	1054	3	0	0
59	274	10	29	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	275	76	77	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	276	78	79	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	277	34	71	44	0	0	1360	3	0	0	408	2	0	0	408	2	0	0
63	278	44	64	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	279	80	68	39	0	0	1020	2	0	0	0	0	0	0	680	2	0	0
65	280	81	79	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	281	69	72	29	0	0	866	9	0	0	0	0	0	0	408	2	0	0
67	282	82	80	113	0	0	3740	8	0	0	0	0	0	0	1020	2	0	0
68	283	83	29	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	284	10	84	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	285	84	78	74	0	0	4245	13	2550	5	0	0	0	0	2448	10	0	0
71	286	64	40	112	1020	2	1020	2	2040	4	0	0	0	0	1394	4	0	0
72	287	73	74	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	288	83	77	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	289	81	82	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	290	70	76	74	0	0	2125	5	0	0	0	0	0	0	680	2	0	0
76	291	40	34	59	0	0	3570	7	510	1	0	0	0	0	1428	5	0	0
77	301	19	48	145	0	0	2448	6	0	0	0	0	0	0	1258	4	0	0
78	303	85	86	64	0	0	850	2	0	0	0	0	0	0	0	0	0	0
79	304	87	88	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	305	89	90	35	0	0	1224	3	0	0	0	0	0	0	544	2	0	0
81	306	85	87	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	307	88	51	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	308	91	51	88	1020	2	1530	3	204	1	0	0	0	0	1802	6	0	0
84	309	65	90	101	0	0	3944	21	0	0	0	0	0	0	1564	5	0	0
85	323	92	93	109	0	0	2040	4	0	0	0	0	0	0	2278	6	0	0
86	324	94	95	109	0	0	2040	4	3979	12	1190	3	0	0	3332	10	0	0
87	325	96	97	53	3986	10	0	0	1530	3	0	0	0	0	2652	9	0	0
88	326	98	99	76	0	0	0	0	3060	6	0	0	0	0	1088	4	0	0
89	327	100	101	77	0	0	2550	5	0	0	0	0	0	0	1020	2	0	0
90	328	102	103	225	0	0	3729	17	1734	4	0	0	0	0	7072	19	0	0
91	329	83	104	242	0	0	714	2	612	3	0	0	1700	1	6954	19	0	0
92	331	2	105	208	0	0	3810	43	0	0	0	0	0	0	3264	8	0	0
93	335	106	55	261	3060	6	1020	2	3514	14	1870	1	0	0	3502	12	0	0
94	336	107	106	90	2550	5	0	0	340	1	0	0	0	0	0	0	0	0
95	337	55	57	16	0	0	0	0	1020	2	0	0	0	0	0	0	0	0
96	338	71	107	110	0	0	3060	6	510	1	0	0	0	0	850	2	0	0
97	340	38	62	96	0	0	0	0	0	0	0	0	0	0	408	2	0	0
98	342	108	56	86	0	0	2040	4	748	3	0	0	0	0	680	2	0	0
99	343	109	59	76	0	0	1275	3	0	0	0	0	0	0	544	2	0	0
100	344	110	111	111	0	0	3570	7	0	0	918	3	0	0	1054	3	0	0
101	345	112	111	144	0	0	3570	7	3400	7	0	0	0	0	3876	12	0	0
102	346	113	112	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	363	42	114	148	1530	3	3060	15	0	0	1700	1	0	0	1156	5	0	0
104	364	115	116	68	0	0	0	0	4258	15	0	0	0	0	2652	8	0	0
105	366	117	118	50	0	0	0	0	1190	5	0	0	0	0	816	4	712	6
106	367	89	91	81	0	0	3570	7	0	0	0	0	0	0	1530	3	0	0
107	427	119	91	202	2040	10	2040	4	1275	3	0	0	0	0	2754	7	0	0
108	447	47	120	158	1020	2	3464	17	0	0	0	0	0	0	1700	7	0	0
109	448	67	121	132	0	0	3537	29	0	0	0	0	0	0	7786	23	0	0
110	449	122	123	259	0	0	4049	10	4702	21	0	0	0	0	3944	18	2068	16
111	450	68	124	46	0	0	3060	6	3549	9	0	0	0	0	3060	10	0	0
112	451	125	126	259	4157	17	0	0	0	0	0	0	0	0	3400	7	0	0
113	452	127	79	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	453	15	125	131	4080	8	0	0	0	0	0	0	0	0	2040	4	0	0
115	454	128	126	99	4080	8	0	0	0	0	0	0	0	0	2890	6	0	0
116	455	126	127	56	3760	9	1530	3	0	0	0	0	0	0	2108	6	0	0
117	456	14	128	131	3060	6	0	0	0	0	0	0	0	0	0	0	0	0
118	457	125	128	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	458	129	85	229	0	0	3685	15	3570	7	0	0	0	0	6392	21	0	0
120	459	130	129	56	0	0	1870	4	119	1	0	0	0	0	408	2	0	0
121	460	129	131	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	461	132	87	296	0	0	3699	17	4022	15	1870	1	0	0	7140	26	0	0
123	462	16	133	97	0	0	0	0	4076	11	0	0	0	0	2226	7	0	0
124	463	77	16	32	0	0	0	0	1700	1	0	0	0	0	0	0	0	0
125	536	134	135	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	537	134	136	64	0	0	2125	5	1530	3	816	4	0	0	544	2	0	0
127	539	137	138	79	0	0	4036	11	0	0	0	0	0	0	2958	8	0	0
128	540	138	139	116	0	0	4202	10	0	0	510	1	0	0	1054	3	0	0
129	543	106	140	235	0	0	510	1	0	0	0	0	0	0	0	0	0	0
130	547	141	131	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	548	131	86	236	1530	3	3938	10	3626	19	0	0	0	0	8060	26	0	0
132	551	1	142	158	0	0	2550	5	0	0	510	1	0	0	510	1	0	0
133	567	39	107	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	601	82	143	112	0	0	3767	12	0	0	0	0	0	0	2108	9	0	0
135	602	144	145	73	0	0	3522	9	510	1	0	0	0	0	1224	4	0	0
136	603	143	137	80	0	0	3976	14	1445	3	1020	2	0	0	1836	7	0	0
137	605	146	135	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	606	94	103	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	607	138	144	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	608	147	94	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	609	103	148	71	0	0	3400	7	0	0	0	0	0	0	1802	6	0	0
142	610	147	92	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	612	145	134	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	613	146	92	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	621	148	5	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	625	76	140	184	0	0	3876	14	119	1	0	0	0	0	2958	10	0	0
147	626	149	150	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	627	150	151	90	0	0	1530	3	0	0	0	0	0	0	408	2	0	0
149	628	152	149	73	0	0	0	0	0	0	0	0	0	0	1020	2	0	0
150	630	150	153	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	631	96	154	68	0	0	3570	7	663	2	0	0	0	0	1700	4	0	0
152	632	155	96	78	1632	8	0	0	0	0	0	0	0	0	0	0	0	0
153	633	153	155	74	1020	2	0	0	0	0	0	0	0	0	680	2	0	0
154	634	140	152	50	0	0	0	0	2023	6	0	0	0	0	1020	3	0	0
155	639	154	3	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	715	50	156	102	0	0	3952	15	4284	9	0	0	0	0	2448	10	408	2
157	1000	74	157	144	0	0	4319	30	3893	9	0	0	0	0	2822	11	408	2
158	1035	135	158	109	0	0	4049	10	1870	1	510	1	0	0	3604	9	0	0
159	1036	159	160	95	0	0	3448	10	1020	2	0	0	0	0	2958	9	0	0
160	1037	161	158	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	1040	161	159	85	0	0	0	0	1020	2	0	0	0	0	322	2	0	0
162	1052	73	162	151	0	0	3060	6	1836	5	0	0	0	0	3366	13	472	4
163	1053	162	160	338	0	0	2040	4	5670	33	0	0	0	0	5440	23	2116	15
164	1060	163	159	336	0	0	510	1	7370	49	0	0	0	0	8942	41	4840	35
165	1061	159	164	56	0	0	1224	6	816	4	1870	1	0	0	1088	4	0	0
166	1062	69	163	140	0	0	1530	3	4064	17	0	0	0	0	3876	15	640	4
167	1063	139	161	177	0	0	4158	25	0	0	0	0	0	0	6698	17	0	0
168	1064	80	139	285	0	0	3605	43	3530	11	0	0	0	0	7352	34	0	0
169	1065	158	93	75	0	0	3570	7	0	0	0	0	0	0	1530	4	0	0
170	1066	93	95	77	0	0	3515	9	0	0	1360	3	0	0	1190	3	0	0
171	1068	155	99	181	0	0	3429	34	2193	10	0	0	0	0	6562	20	0	0
172	1069	165	101	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	1070	99	165	26	0	0	0	0	1870	1	0	0	0	0	0	0	0	0
174	1071	101	147	202	0	0	3428	12	2669	6	0	0	0	0	6800	14	0	0
175	1072	154	166	211	3743	11	0	0	3754	17	510	1	0	0	5338	14	0	0
176	1073	166	148	225	1530	3	4082	19	4507	18	1870	1	0	0	7038	22	408	2
177	1074	166	4	60	1020	2	0	0	0	0	0	0	0	0	544	2	0	0
178	1075	165	102	79	0	0	0	0	0	0	0	0	0	0	1870	4	0	0
179	1076	102	166	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	1077	98	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	1078	153	98	179	2720	10	3494	18	1700	4	0	0	0	0	4896	14	0	0
182	1079	22	100	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	1080	100	146	201	0	0	3411	29	4223	11	0	0	0	0	5100	15	0	0
184	1081	28	167	74	0	0	0	0	3590	14	0	0	0	0	850	2	0	0
185	1082	28	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	1083	152	104	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	1084	104	26	70	0	0	3958	16	0	0	0	0	0	0	3876	11	0	0
188	1085	145	23	219	0	0	0	0	0	0	3060	6	3400	2	1020	2	0	0
189	1086	168	169	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	1087	144	168	74	0	0	2550	5	0	0	0	0	0	0	884	3	0	0
191	1088	169	167	74	0	0	1530	3	0	0	0	0	0	0	1530	3	0	0
192	1089	162	157	65	510	1	0	0	510	1	0	0	0	0	748	3	544	2
193	1090	163	162	65	0	0	0	0	1020	2	0	0	0	0	204	1	0	0
194	1091	170	171	195	0	0	3451	19	1870	1	0	0	0	0	3434	12	0	0
195	1092	6	170	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	1093	155	105	82	0	0	3315	10	7610	30	3400	7	0	0	340	1	0	0
197	1094	105	171	75	0	0	0	0	4197	42	6630	13	0	0	0	0	0	0
198	1095	172	173	60	2550	5	0	0	3485	7	0	0	0	0	1972	6	0	0
199	1096	173	58	93	0	0	1530	3	2040	4	0	0	0	0	2278	6	0	0
200	1099	174	172	96	1530	3	0	0	3890	19	340	1	0	0	3230	11	204	1
201	1100	174	53	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	1101	44	108	258	3449	10	2448	9	3509	10	1020	2	0	0	3230	7	0	0
203	1102	108	53	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	1103	173	175	23	0	0	2550	5	0	0	0	0	0	0	0	0	0	0
205	1104	112	176	112	0	0	0	0	4243	14	0	0	0	0	1904	8	0	0
206	1105	177	178	44	0	0	0	0	510	1	0	0	0	0	544	2	0	0
207	1106	179	177	151	0	0	3910	8	4420	11	0	0	0	0	1632	6	0	0
208	1107	177	112	111	0	0	2550	5	510	1	0	0	0	0	1394	4	0	0
209	1108	113	180	112	0	0	1224	6	3910	8	0	0	0	0	2142	6	0	0
210	1109	178	113	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	1110	180	44	77	0	0	450	7	1530	3	0	0	0	0	544	2	0	0
212	1111	181	110	99	612	3	3230	14	0	0	1530	3	0	0	1632	6	0	0
213	1112	181	182	67	0	0	3978	12	0	0	0	0	0	0	1360	3	0	0
214	1113	180	176	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	1114	176	181	40	0	0	2040	4	0	0	0	0	0	0	1088	4	0	0
216	1115	183	53	149	0	0	2040	4	3400	2	1700	1	0	0	544	2	0	0
217	1116	110	183	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	1117	174	184	76	0	0	0	0	204	1	0	0	0	0	0	0	0	0
219	1146	61	36	111	0	0	1445	10	1700	1	0	0	0	0	408	2	0	0
220	1147	36	178	139	0	0	816	4	4236	12	0	0	0	0	3910	14	0	0
221	1148	185	117	56	0	0	4080	8	204	1	714	2	0	0	850	2	0	0
222	1149	186	64	101	0	0	3060	6	3060	6	0	0	0	0	1700	4	0	0
223	1150	117	114	83	0	0	2040	4	0	0	0	0	0	0	0	0	0	0
224	1151	115	114	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	1152	0	185	96	0	0	3420	15	0	0	0	0	0	0	3298	12	0	0
226	1153	115	35	101	0	0	2091	9	578	2	0	0	0	0	1020	5	0	0
227	1154	35	187	82	0	0	4112	10	2550	5	0	0	0	0	2210	6	0	0
228	1155	186	187	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	1156	43	187	118	3060	6	0	0	1870	4	0	0	0	0	1462	5	0	0
230	1157	187	188	98	510	1	0	0	884	5	0	0	0	0	1224	6	824	7
231	1158	188	32	128	0	0	0	0	3196	12	0	0	0	0	2244	11	2456	20
232	1159	84	189	156	0	0	2040	4	0	0	0	0	0	0	3264	8	0	0
233	1160	23	167	73	0	0	0	0	0	0	1700	1	0	0	0	0	0	0
234	1161	189	167	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	1162	137	190	78	0	0	3060	6	0	0	1020	2	0	0	510	1	0	0
236	1163	189	27	73	0	0	0	0	6338	21	0	0	0	0	2890	6	0	0
237	1164	191	189	74	0	0	1020	2	0	0	0	0	0	0	4420	9	0	0
238	1165	190	191	73	0	0	510	1	0	0	0	0	0	0	1870	4	0	0
239	1166	78	191	165	0	0	1020	2	612	3	2380	5	0	0	1530	3	0	0
240	1167	191	169	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	1168	81	190	176	0	0	4054	20	0	0	3400	2	0	0	2380	6	0	0
242	1169	190	168	109	0	0	2040	4	4080	8	2805	1	0	0	1240	5	0	0
243	1170	188	186	141	2890	6	4247	17	510	1	1700	1	0	0	3910	15	340	1
244	1171	186	192	63	0	0	3774	8	1360	3	0	0	0	0	1904	8	0	0
245	1174	1	193	111	0	0	1530	3	2550	7	1700	1	0	0	1632	5	472	4
246	1178	49	194	201	0	0	510	1	5414	19	0	0	0	0	2974	15	2472	14
247	1179	119	90	83	1020	2	0	0	2720	6	0	0	0	0	2244	6	0	0
248	1180	194	119	125	3485	11	3715	23	918	3	0	0	0	0	5576	16	0	0
249	1184	195	65	95	0	0	3060	6	4004	10	0	0	0	0	2924	8	0	0
250	1246	121	120	106	0	0	3964	23	0	0	0	0	0	0	3570	11	0	0
251	1247	89	121	97	0	0	3728	11	510	1	1700	1	0	0	2516	8	0	0
252	1248	132	48	177	0	0	510	1	3570	7	0	0	0	0	408	2	0	0
253	1249	82	122	133	0	0	3698	10	0	0	0	0	0	0	1496	6	0	0
254	1250	122	141	68	0	0	1275	3	1700	1	3060	4	0	0	544	2	0	0
255	1251	141	130	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	1252	130	132	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257	1253	196	197	163	0	0	1530	3	0	0	0	0	0	0	680	2	0	0
258	1254	76	133	124	3060	6	3910	9	2550	5	0	0	0	0	3162	10	0	0
259	1255	197	8	39	0	0	3060	6	1020	2	0	0	0	0	2482	8	0	0
260	1256	9	86	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	1257	133	8	112	0	0	1938	8	850	2	0	0	0	0	1428	5	0	0
262	-1	38	63	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	-3	53	52	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	-7	88	142	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
END
