ProblemType:	SP-CARP
NumberNodes:	399
NumberEdges:	549
DepotNodeNumber:	50
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	7	2.3	3.5	7	14	21	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3	Demand_4	Bins_4	Demand_5	Bins_5	Demand_6	Bins_6
87	190	104	105	125	0	0	0	0	3755	12	0	0	0	0	1870	4	0	0
88	191	104	101	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	192	99	101	60	0	0	0	0	3418	22	0	0	0	0	1020	2	0	0
90	193	105	106	70	1020	2	2040	4	1020	2	0	0	0	0	1020	2	0	0
91	207	86	107	60	0	0	3485	7	1530	6	0	0	0	0	3026	10	0	0
92	208	107	108	90	0	0	1020	2	0	0	0	0	0	0	1360	6	0	0
93	238	109	10	183	0	0	3922	13	1190	3	0	0	0	0	4250	15	0	0
94	241	110	111	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	242	111	70	102	0	0	0	0	0	0	0	0	0	0	1530	3	0	0
96	245	112	113	131	0	0	1275	3	3264	10	0	0	0	0	1836	9	204	1
97	246	114	115	129	0	0	0	0	3729	13	0	0	0	0	2244	9	0	0
98	251	116	117	105	2550	5	3366	12	510	1	0	0	0	0	5270	9	0	0
99	252	6	118	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	253	106	118	129	0	0	2040	4	3571	13	0	0	1870	1	1938	6	0	0
101	254	119	116	117	2244	5	0	0	0	0	0	0	0	0	1258	4	0	0
102	255	117	103	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	256	120	121	132	0	0	3829	12	2414	3	0	0	0	0	4182	12	408	2
104	257	122	123	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	258	124	125	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	259	124	121	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	260	126	127	112	0	0	3060	7	3009	8	0	0	0	0	2346	8	0	0
108	261	127	90	75	0	0	510	1	0	0	0	0	0	0	408	2	0	0
109	262	128	129	76	4080	8	1020	2	0	0	0	0	0	0	952	4	0	0
110	263	130	120	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	264	125	122	60	0	0	612	3	2312	4	0	0	0	0	408	2	0	0
112	265	123	128	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	266	129	126	95	0	0	1326	5	0	0	0	0	0	0	816	4	0	0
114	267	85	131	228	0	0	3822	29	3264	10	0	0	0	0	4692	19	0	0
115	268	131	130	116	0	0	3905	9	3933	11	0	0	0	0	3672	14	0	0
116	269	132	133	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	270	134	135	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	271	136	137	35	0	0	2856	7	680	2	0	0	0	0	2108	9	0	0
119	273	138	98	25	0	0	3060	6	0	0	0	0	0	0	1054	3	0	0
120	274	26	50	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	275	139	140	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	276	141	142	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	277	55	135	44	0	0	1360	3	0	0	408	2	0	0	408	2	0	0
124	278	76	119	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	279	143	132	39	0	0	1020	2	0	0	0	0	0	0	680	2	0	0
126	280	144	142	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	281	133	136	29	0	0	866	9	0	0	0	0	0	0	408	2	0	0
128	282	145	143	113	0	0	3740	8	0	0	0	0	0	0	1020	2	0	0
129	283	146	50	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	284	26	147	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	285	147	141	74	0	0	4245	13	2550	5	0	0	0	0	2448	10	0	0
132	286	119	62	112	1020	2	1020	2	2040	4	0	0	0	0	1394	4	0	0
133	287	137	138	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	288	146	140	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	289	144	145	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	290	134	139	74	0	0	2125	5	0	0	0	0	0	0	680	2	0	0
137	291	62	55	59	0	0	3570	7	510	1	0	0	0	0	1428	5	0	0
138	294	129	149	81	0	0	3060	6	4117	12	340	1	0	0	2108	9	0	0
139	295	149	150	35	0	0	0	0	1054	3	0	0	0	0	612	3	0	0
140	297	151	148	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	298	152	153	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	299	149	35	59	0	0	3561	9	1377	4	850	2	0	0	1632	5	232	2
143	300	153	129	101	0	0	2550	5	0	0	0	0	0	0	1020	2	0	0
144	301	35	95	145	0	0	2448	6	0	0	0	0	0	0	1258	4	0	0
145	302	151	152	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	303	154	155	64	0	0	850	2	0	0	0	0	0	0	0	0	0	0
147	304	156	157	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	305	158	159	35	0	0	1224	3	0	0	0	0	0	0	544	2	0	0
149	306	154	156	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	307	157	97	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	308	160	97	88	1020	2	1530	3	204	1	0	0	0	0	1802	6	0	0
152	309	124	159	101	0	0	3944	21	0	0	0	0	0	0	1564	5	0	0
153	314	161	162	116	0	0	0	0	2737	16	0	0	0	0	3264	16	436	3
154	318	163	164	203	0	0	1275	3	5113	40	0	0	0	0	4930	41	3260	26
155	319	164	165	252	0	0	0	0	4131	26	0	0	0	0	5100	25	2508	19
156	323	166	167	109	0	0	2040	4	0	0	0	0	0	0	2278	6	0	0
157	324	168	169	109	0	0	2040	4	3979	12	1190	3	0	0	3332	10	0	0
158	325	170	171	53	3986	10	0	0	1530	3	0	0	0	0	2652	9	0	0
159	326	172	173	76	0	0	0	0	3060	6	0	0	0	0	1088	4	0	0
160	327	174	175	77	0	0	2550	5	0	0	0	0	0	0	1020	2	0	0
161	328	176	177	225	0	0	3729	17	1734	4	0	0	0	0	7072	19	0	0
162	329	146	178	242	0	0	714	2	612	3	0	0	1700	1	6954	19	0	0
163	330	11	179	86	0	0	1054	3	0	0	0	0	0	0	204	1	0	0
164	331	13	180	208	0	0	3810	43	0	0	0	0	0	0	3264	8	0	0
165	332	7	181	44	3570	7	1020	2	2040	4	0	0	0	0	1938	5	0	0
166	335	182	102	261	3060	6	1020	2	3514	14	1870	1	0	0	3502	12	0	0
167	336	183	182	90	2550	5	0	0	340	1	0	0	0	0	0	0	0	0
168	337	102	104	16	0	0	0	0	1020	2	0	0	0	0	0	0	0	0
169	338	135	183	110	0	0	3060	6	510	1	0	0	0	0	850	2	0	0
170	340	60	116	96	0	0	0	0	0	0	0	0	0	0	408	2	0	0
171	342	184	103	86	0	0	2040	4	748	3	0	0	0	0	680	2	0	0
172	343	185	106	76	0	0	1275	3	0	0	0	0	0	0	544	2	0	0
173	344	186	187	111	0	0	3570	7	0	0	918	3	0	0	1054	3	0	0
174	345	188	187	144	0	0	3570	7	3400	7	0	0	0	0	3876	12	0	0
175	346	189	188	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	347	190	191	96	0	0	0	0	1785	10	0	0	0	0	1836	9	1408	9
177	348	192	193	138	510	1	2040	4	4027	19	0	0	0	0	3672	10	408	2
178	349	194	195	151	0	0	0	0	0	0	0	0	0	0	850	2	0	0
179	350	196	197	221	0	0	2040	4	6936	23	0	0	0	0	3536	16	1388	11
180	354	107	198	163	0	0	1530	3	4974	24	0	0	0	0	3060	15	1372	8
181	356	199	77	238	4080	8	3521	15	4434	27	510	1	0	0	2958	11	116	1
182	357	200	78	253	0	0	3751	12	7511	17	0	0	0	0	4352	18	436	3
183	358	201	84	271	0	0	3567	25	3519	28	3400	2	0	0	7584	39	0	0
184	359	202	83	307	0	0	3661	32	3737	34	204	1	0	0	8568	29	1324	9
185	360	203	148	175	0	0	1870	4	0	0	0	0	0	0	680	2	0	0
186	361	151	204	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	362	205	57	205	3570	7	4133	62	340	1	1564	4	0	0	4930	10	0	0
188	363	73	206	148	1530	3	3060	15	0	0	1700	1	0	0	1156	5	0	0
189	364	207	208	68	0	0	0	0	4258	15	0	0	0	0	2652	8	0	0
190	365	83	209	152	0	0	4151	13	3485	9	0	0	0	0	3638	12	0	0
191	366	210	211	50	0	0	0	0	1190	5	0	0	0	0	816	4	712	6
192	367	158	160	81	0	0	3570	7	0	0	0	0	0	0	1530	3	0	0
193	379	58	43	128	510	1	2040	4	1530	6	0	0	0	0	408	2	0	0
194	382	212	201	67	0	0	0	0	1530	3	0	0	0	0	408	2	0	0
195	383	202	213	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	384	214	215	46	0	0	2040	4	425	1	0	0	0	0	408	2	0	0
197	387	216	200	61	0	0	0	0	1020	2	0	0	0	0	544	2	0	0
198	388	41	213	70	0	0	3060	6	0	0	0	0	0	0	850	2	0	0
199	389	216	199	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	390	212	200	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	391	196	217	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	392	196	215	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	393	202	214	42	0	0	850	2	0	0	0	0	0	0	408	2	0	0
204	395	201	41	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	396	217	58	136	0	0	1020	2	0	0	0	0	0	0	0	0	0	0
206	409	109	218	202	0	0	1020	2	850	2	0	0	0	0	0	0	0	0
207	410	9	109	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	413	218	219	120	0	0	714	2	510	1	0	0	0	0	1852	5	0	0
209	426	84	220	228	0	0	0	0	5089	26	0	0	0	0	4726	21	1424	12
210	427	221	160	202	2040	10	2040	4	1275	3	0	0	0	0	2754	7	0	0
211	428	79	222	106	0	0	3740	8	7375	16	0	0	0	0	1904	8	0	0
212	429	123	223	135	2380	5	2550	5	2890	6	0	0	0	0	2890	10	0	0
213	430	91	224	220	0	0	4214	16	3060	6	0	0	0	0	4386	14	0	0
214	431	225	203	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	432	204	226	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	435	227	228	106	0	0	0	0	4794	11	0	0	0	0	3400	10	232	2
217	436	229	230	89	0	0	0	0	4226	15	0	0	0	0	2278	7	0	0
218	440	233	234	80	0	0	1530	3	2907	8	0	0	0	0	816	4	0	0
219	441	235	236	90	0	0	0	0	2890	6	0	0	0	0	1156	5	544	2
220	442	0	237	74	0	0	0	0	3672	10	0	0	0	0	0	0	0	0
221	443	127	238	110	612	3	3468	14	2040	4	0	0	0	0	2108	9	0	0
222	444	78	239	228	0	0	3445	13	4488	18	1700	1	0	0	5302	24	1796	13
223	445	87	240	166	0	0	1360	3	3705	19	0	0	0	0	4998	19	232	2
224	446	241	128	132	0	0	2295	5	1360	3	0	0	0	0	1360	4	0	0
225	447	94	241	158	1020	2	3464	17	0	0	0	0	0	0	1700	7	0	0
226	448	122	242	132	0	0	3537	29	0	0	0	0	0	0	7786	23	0	0
227	449	243	244	259	0	0	4049	10	4702	21	0	0	0	0	3944	18	2068	16
228	450	132	245	46	0	0	3060	6	3549	9	0	0	0	0	3060	10	0	0
229	451	246	247	259	4157	17	0	0	0	0	0	0	0	0	3400	7	0	0
230	452	248	142	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	453	31	246	131	4080	8	0	0	0	0	0	0	0	0	2040	4	0	0
232	454	249	247	99	4080	8	0	0	0	0	0	0	0	0	2890	6	0	0
233	455	247	248	56	3760	9	1530	3	0	0	0	0	0	0	2108	6	0	0
234	456	30	249	131	3060	6	0	0	0	0	0	0	0	0	0	0	0	0
235	457	246	249	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	458	250	154	229	0	0	3685	15	3570	7	0	0	0	0	6392	21	0	0
237	459	251	250	56	0	0	1870	4	119	1	0	0	0	0	408	2	0	0
238	460	250	252	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	461	253	156	296	0	0	3699	17	4022	15	1870	1	0	0	7140	26	0	0
240	462	32	254	97	0	0	0	0	4076	11	0	0	0	0	2226	7	0	0
241	463	140	32	32	0	0	0	0	1700	1	0	0	0	0	0	0	0	0
242	468	255	67	119	0	0	0	0	1394	7	0	0	0	0	1428	7	704	6
243	519	110	71	59	0	0	510	1	0	0	0	0	0	0	0	0	0	0
244	520	6	256	230	3060	6	4253	77	2040	4	4760	5	0	0	6392	15	0	0
245	522	256	110	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	536	257	258	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	537	257	259	64	0	0	2125	5	1530	3	816	4	0	0	544	2	0	0
248	539	260	261	79	0	0	4036	11	0	0	0	0	0	0	2958	8	0	0
249	540	261	262	116	0	0	4202	10	0	0	510	1	0	0	1054	3	0	0
250	541	163	263	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	543	182	264	235	0	0	510	1	0	0	0	0	0	0	0	0	0	0
252	547	265	252	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	548	252	155	236	1530	3	3938	10	3626	19	0	0	0	0	8060	26	0	0
254	551	3	266	158	0	0	2550	5	0	0	510	1	0	0	510	1	0	0
255	566	267	268	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	567	61	183	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257	570	269	270	387	1530	3	2380	5	3060	6	2720	3	0	0	1020	2	0	0
258	597	271	272	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	601	145	273	112	0	0	3767	12	0	0	0	0	0	0	2108	9	0	0
260	602	274	275	73	0	0	3522	9	510	1	0	0	0	0	1224	4	0	0
261	603	273	260	80	0	0	3976	14	1445	3	1020	2	0	0	1836	7	0	0
262	604	276	66	94	0	0	4242	21	1870	6	3060	5	0	0	2244	8	408	2
263	605	277	258	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	606	168	177	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	607	261	274	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	608	278	168	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	609	177	279	71	0	0	3400	7	0	0	0	0	0	0	1802	6	0	0
268	610	278	166	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269	612	275	257	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	613	277	166	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	614	280	276	88	0	0	3420	24	561	3	2550	4	0	0	816	4	0	0
272	615	66	281	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	619	19	282	94	0	0	0	0	5100	6	0	0	0	0	408	2	0	0
274	620	282	163	114	0	0	2890	6	1972	8	408	2	0	0	2380	11	640	4
275	621	279	19	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	622	263	280	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	623	14	283	201	0	0	3060	6	3454	10	0	0	0	0	3740	12	0	0
278	624	284	283	43	0	0	1530	3	0	0	0	0	0	0	236	2	0	0
279	625	139	264	184	0	0	3876	14	119	1	0	0	0	0	2958	10	0	0
280	626	285	286	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	627	286	287	90	0	0	1530	3	0	0	0	0	0	0	408	2	0	0
282	628	288	285	73	0	0	0	0	0	0	0	0	0	0	1020	2	0	0
283	629	289	271	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	630	286	290	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	631	170	291	68	0	0	3570	7	663	2	0	0	0	0	1700	4	0	0
286	632	292	170	78	1632	8	0	0	0	0	0	0	0	0	0	0	0	0
287	633	290	292	74	1020	2	0	0	0	0	0	0	0	0	680	2	0	0
288	634	264	288	50	0	0	0	0	2023	6	0	0	0	0	1020	3	0	0
289	635	114	112	97	0	0	306	2	2091	9	0	0	0	0	2244	11	464	4
290	636	293	114	135	0	0	0	0	2380	8	0	0	0	0	1632	8	1316	9
291	637	283	294	127	0	0	680	2	2074	5	0	0	0	0	1496	6	0	0
292	638	112	289	85	0	0	0	0	1054	5	0	0	0	0	816	4	592	5
293	639	291	14	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	640	63	294	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	641	295	293	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	642	293	63	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	643	294	295	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	648	263	255	307	0	0	0	0	833	3	0	0	0	0	408	2	472	4
299	649	296	272	73	0	0	0	0	510	3	0	0	0	0	408	2	232	2
300	650	255	297	82	0	0	0	0	119	1	0	0	0	0	204	1	0	0
301	652	297	161	71	0	0	0	0	0	0	0	0	0	0	204	1	116	1
302	655	161	296	112	0	0	0	0	833	5	0	0	0	0	816	4	1036	8
303	656	298	271	256	0	0	0	0	4080	19	0	0	0	0	3502	15	944	8
304	664	163	298	407	0	0	4119	16	3570	7	0	0	0	0	3978	9	0	0
305	674	299	300	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	678	301	300	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	679	268	299	63	0	0	1224	6	0	0	0	0	0	0	3060	6	0	0
308	680	301	21	70	0	0	0	0	2040	4	0	0	0	0	544	2	0	0
309	704	9	302	338	4227	19	4080	22	2040	4	0	0	0	0	5440	14	0	0
310	715	93	303	102	0	0	3952	15	4284	9	0	0	0	0	2448	10	408	2
311	716	304	303	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	717	304	88	165	0	0	4174	11	4186	15	0	0	0	0	4164	15	408	2
313	722	305	306	50	1428	4	0	0	2380	5	0	0	0	0	952	4	0	0
314	725	306	307	77	2040	4	0	0	0	0	816	4	0	0	408	2	0	0
315	733	43	308	266	0	0	2550	5	4646	38	0	0	0	0	3876	11	0	0
316	735	308	307	177	0	0	3426	9	2040	4	0	0	0	0	2754	8	0	0
317	834	218	256	264	0	0	3966	28	3060	6	0	0	0	0	4590	14	0	0
318	936	64	115	153	0	0	3479	12	850	2	0	0	0	0	1258	4	0	0
319	937	115	113	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	938	309	310	70	3899	10	0	0	0	0	0	0	0	0	0	0	0	0
321	939	23	309	144	3741	16	0	0	0	0	1530	3	0	0	2040	4	0	0
322	940	309	20	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	958	281	311	181	0	0	0	0	1802	11	0	0	0	0	3162	11	952	8
324	959	68	311	82	0	0	0	0	1734	6	0	0	0	0	1224	6	0	0
325	960	297	68	118	0	0	0	0	2397	13	0	0	0	0	1836	9	1064	9
326	962	295	298	192	0	0	0	0	4318	13	0	0	0	0	2380	11	232	2
327	963	297	298	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	976	162	68	70	0	0	0	0	153	1	0	0	0	0	204	1	0	0
329	978	312	64	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	980	12	313	70	1700	4	0	0	0	0	0	0	0	0	544	2	0	0
331	981	313	312	179	1020	2	0	0	0	0	0	0	0	0	0	0	0	0
332	986	276	314	220	0	0	1360	4	5806	49	0	0	0	0	6784	52	2696	22
333	992	315	316	122	0	0	3712	13	0	0	1870	1	0	0	2278	6	0	0
334	996	316	15	151	1632	8	3715	25	0	0	0	0	1700	1	5388	12	0	0
335	997	15	317	99	0	0	3774	8	0	0	0	0	0	0	1088	4	0	0
336	998	318	315	360	0	0	3421	42	4414	27	1258	4	0	0	8384	40	232	2
337	999	317	165	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	1000	138	318	144	0	0	4319	30	3893	9	0	0	0	0	2822	11	408	2
339	1008	319	317	255	0	0	3770	29	153	1	0	0	0	0	5814	13	232	2
340	1010	282	319	187	0	0	3858	18	2856	18	0	0	0	0	8160	29	1660	14
