ProblemType:	SP-CARP
NumberNodes:	3072
NumberEdges:	3557
DepotNodeNumber:	420
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	3	3.5	7	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2
58	109	61	62	47	0	0	0	0	119	1
59	110	63	64	12	0	0	0	0	204	1
60	111	65	66	28	0	0	187	2	0	0
61	112	67	68	68	0	0	94	1	0	0
62	113	69	70	22	0	0	0	0	119	1
63	114	71	72	69	0	0	0	0	204	1
64	115	73	74	28	0	0	0	0	0	0
65	116	75	76	116	0	0	0	0	0	0
66	117	77	62	151	0	0	0	0	0	0
67	118	75	68	407	0	0	0	0	0	0
68	119	76	70	27	0	0	0	0	0	0
69	120	78	72	389	0	0	0	0	187	2
70	121	62	78	100	0	0	0	0	0	0
71	122	70	79	238	0	0	0	0	0	0
72	123	80	81	26	0	0	0	0	0	0
73	124	72	82	98	0	0	0	0	0	0
74	125	60	80	83	0	0	0	0	0	0
75	126	83	73	65	0	0	0	0	0	0
76	127	83	84	128	0	0	0	0	0	0
77	128	85	77	33	0	0	0	0	0	0
78	129	86	60	95	0	0	0	0	0	0
79	130	81	68	290	0	0	0	0	0	0
80	131	74	85	108	0	0	0	0	0	0
81	133	82	86	35	0	0	0	0	0	0
82	134	87	84	119	0	0	0	0	0	0
83	135	88	89	44	0	0	119	1	0	0
84	136	66	86	23	0	0	0	0	0	0
85	137	87	90	414	0	0	0	0	0	0
86	139	91	75	179	0	0	0	0	187	2
87	140	63	82	72	0	0	0	0	0	0
88	141	66	92	9	0	0	204	1	0	0
89	142	89	63	10	0	0	0	0	0	0
90	145	93	94	77	0	0	0	0	94	1
91	146	95	96	200	0	0	510	4	204	1
92	147	97	95	128	0	0	0	0	94	1
93	148	98	93	56	0	0	0	0	94	1
94	149	98	99	189	0	0	0	0	0	0
95	150	96	98	149	0	0	596	4	94	1
96	157	100	101	231	0	0	986	7	714	5
97	170	102	103	67	0	0	0	0	527	3
98	171	104	105	365	0	0	901	7	1581	11
99	189	106	107	27	0	0	0	0	0	0
100	190	107	108	222	0	0	2040	4	0	0
101	191	109	110	126	0	0	587	6	119	1
102	192	109	111	118	0	0	238	2	94	1
103	193	111	112	254	0	0	1088	9	0	0
104	194	113	114	70	0	0	94	1	0	0
105	195	115	116	119	0	0	0	0	204	1
106	196	117	118	54	0	0	374	4	94	1
107	197	119	120	45	0	0	204	1	204	1
108	199	121	114	46	0	0	0	0	204	1
109	200	120	122	76	0	0	0	0	0	0
110	201	123	124	53	0	0	0	0	0	0
111	202	116	125	12	0	0	0	0	0	0
112	203	126	127	61	0	0	0	0	187	2
113	204	126	128	226	0	0	1369	10	213	2
114	205	129	117	217	0	0	400	4	119	1
115	206	124	130	61	0	0	0	0	0	0
116	207	117	120	172	0	0	579	5	0	0
117	208	127	116	81	0	0	94	1	0	0
118	209	129	123	147	0	0	188	2	0	0
119	210	130	121	264	0	0	0	0	0	0
120	211	114	131	584	0	0	0	0	0	0
121	212	122	126	145	0	0	0	0	0	0
122	251	132	133	186	0	0	612	3	94	1
123	252	134	135	64	0	0	0	0	94	1
124	253	135	132	241	0	0	1394	12	94	1
125	254	132	134	157	0	0	1505	9	332	3
126	255	136	135	83	0	0	502	3	0	0
127	272	137	138	106	0	0	375	4	213	2
128	273	138	139	82	0	0	94	1	298	2
129	274	139	137	182	0	0	187	2	408	2
130	275	139	140	65	0	0	119	1	502	3
131	276	141	137	69	0	0	0	0	119	1
132	277	142	143	79	0	0	425	4	94	1
133	278	144	145	7	0	0	0	0	0	0
134	279	145	146	100	0	0	306	3	0	0
135	280	146	147	87	0	0	204	1	0	0
136	281	148	149	73	0	0	204	1	119	1
137	282	150	151	66	0	0	204	1	298	2
138	283	152	153	27	0	0	94	1	298	2
139	284	150	149	4	0	0	0	0	0	0
140	285	154	152	46	0	0	94	1	0	0
141	286	151	154	60	0	0	119	1	238	2
142	292	155	156	52	0	0	94	1	213	2
143	293	157	158	28	0	0	2040	4	0	0
144	294	159	160	39	0	0	1530	3	0	0
145	295	160	161	46	0	0	0	0	0	0
146	296	155	160	99	0	0	0	0	0	0
147	300	162	157	28	0	0	0	0	0	0
148	301	163	155	116	0	0	298	2	578	5
149	304	164	165	51	0	0	94	1	0	0
150	305	166	165	127	0	0	94	1	0	0
151	306	165	167	27	0	0	0	0	0	0
152	311	168	169	202	0	0	0	0	94	1
153	312	170	171	67	0	0	94	1	0	0
154	313	172	173	55	0	0	0	0	502	3
155	314	168	174	316	0	0	0	0	204	1
156	315	175	176	82	0	0	0	0	94	1
157	316	176	177	80	0	0	0	0	0	0
158	317	168	176	275	0	0	0	0	0	0
159	318	177	171	132	0	0	0	0	0	0
160	319	171	173	13	0	0	0	0	0	0
161	320	173	178	37	0	0	0	0	94	1
162	321	179	180	40	0	0	3812	32	0	0
163	324	181	182	112	0	0	0	0	0	0
164	325	183	181	84	0	0	0	0	0	0
165	326	184	185	73	0	0	0	0	0	0
166	327	186	187	10	0	0	0	0	204	1
167	329	188	189	8	0	0	749	8	0	0
168	330	185	189	71	0	0	0	0	0	0
169	333	185	180	51	0	0	0	0	408	2
170	335	187	180	114	0	0	391	3	1318	7
171	336	183	180	262	0	0	0	0	0	0
172	338	181	190	20	0	0	0	0	0	0
173	339	191	192	221	0	0	672	6	578	5
174	340	193	194	208	0	0	204	1	94	1
175	341	194	195	70	0	0	94	1	0	0
176	342	191	196	50	0	0	0	0	0	0
177	343	197	192	149	0	0	765	7	306	3
178	344	196	193	301	0	0	94	1	400	4
179	345	195	198	129	0	0	204	1	0	0
180	346	199	200	100	0	0	0	0	0	0
181	347	201	199	137	0	0	561	6	187	2
182	348	198	202	78	0	0	204	1	0	0
183	349	203	199	37	0	0	0	0	0	0
184	350	202	111	70	0	0	188	2	0	0
185	351	203	197	55	0	0	0	0	0	0
186	352	197	191	100	0	0	0	0	0	0
187	353	204	202	63	0	0	621	4	0	0
188	383	205	206	4	0	0	0	0	0	0
189	384	207	206	130	0	0	94	1	119	1
190	385	208	209	111	0	0	935	5	0	0
191	386	210	211	75	0	0	213	2	0	0
192	387	210	208	23	0	0	0	0	0	0
193	389	211	205	129	0	0	0	0	204	1
194	391	212	213	43	0	0	0	0	204	1
195	392	131	213	107	0	0	0	0	204	1
196	393	214	215	50	0	0	94	1	119	1
197	394	216	217	140	0	0	0	0	0	0
198	395	218	217	78	0	0	213	2	0	0
199	396	131	214	351	0	0	0	0	94	1
200	397	215	218	42	0	0	0	0	0	0
201	398	213	219	62	0	0	0	0	94	1
202	451	220	221	407	0	0	1089	9	374	4
203	454	222	223	98	0	0	901	4	391	3
204	483	224	225	199	0	0	0	0	1003	7
205	487	226	227	31	0	0	94	1	0	0
206	488	228	229	12	0	0	0	0	94	1
207	489	229	230	65	0	0	0	0	0	0
208	490	231	232	43	0	0	0	0	94	1
209	491	233	234	32	0	0	0	0	204	1
210	492	235	236	117	0	0	0	0	204	1
211	493	237	238	155	0	0	0	0	204	1
212	494	239	240	36	0	0	0	0	204	1
213	495	241	242	144	0	0	204	1	0	0
214	497	240	233	100	0	0	0	0	0	0
215	498	243	236	37	0	0	0	0	0	0
216	499	230	226	134	0	0	0	0	0	0
217	500	244	240	103	0	0	0	0	0	0
218	501	238	245	103	0	0	0	0	0	0
219	502	236	231	30	0	0	0	0	0	0
220	503	246	243	170	0	0	0	0	0	0
221	504	233	238	80	0	0	0	0	298	2
222	505	247	226	666	0	0	0	0	0	0
223	507	245	230	37	0	0	0	0	0	0
224	509	247	246	532	0	0	0	0	0	0
225	512	248	249	175	0	0	680	7	578	5
226	524	250	251	49	0	0	392	3	94	1
227	525	252	253	82	0	0	0	0	213	2
228	526	254	255	62	0	0	213	2	94	1
229	527	253	256	78	0	0	281	3	0	0
230	528	257	258	94	0	0	187	2	94	1
231	529	259	260	35	0	0	0	0	94	1
232	530	261	253	83	0	0	0	0	0	0
233	531	262	251	83	0	0	0	0	187	2
234	532	260	263	82	0	0	0	0	213	2
235	533	256	264	37	0	0	204	1	187	2
236	534	254	258	49	0	0	0	0	0	0
237	535	265	261	245	0	0	1114	9	493	5
238	536	263	266	77	0	0	94	1	187	2
239	537	254	267	38	0	0	94	1	0	0
240	538	266	268	86	0	0	94	1	187	2
241	539	256	257	74	0	0	187	2	0	0
242	540	97	269	55	0	0	94	1	0	0
243	541	251	97	23	0	0	94	1	0	0
244	542	270	257	39	0	0	307	3	94	1
245	543	271	268	58	0	0	187	2	400	4
246	544	269	272	77	0	0	187	2	94	1
247	545	273	260	66	0	0	374	4	187	2
248	546	263	274	69	0	0	306	3	306	3
249	547	268	262	87	0	0	94	1	94	1
250	548	275	262	114	0	0	94	1	468	5
251	549	276	261	41	0	0	94	1	306	3
252	550	269	265	59	0	0	187	2	0	0
253	551	266	277	68	0	0	187	2	417	3
254	552	258	265	80	0	0	0	0	0	0
255	558	278	279	75	0	0	4080	8	2040	10
256	559	280	281	43	0	0	0	0	94	1
257	560	282	283	105	0	0	94	1	0	0
258	561	278	284	13	0	0	0	0	0	0
259	562	285	278	52	0	0	94	1	0	0
260	564	286	287	163	0	0	0	0	204	1
261	565	288	279	14	0	0	0	0	0	0
262	567	279	284	66	0	0	0	0	0	0
263	569	290	291	725	0	0	0	0	0	0
264	570	284	291	224	0	0	0	0	0	0
265	571	281	290	212	0	0	0	0	0	0
266	572	289	292	14	0	0	0	0	119	1
267	573	287	288	145	0	0	0	0	204	1
268	575	293	286	24	0	0	0	0	0	0
269	576	293	294	365	0	0	0	0	0	0
270	577	295	289	19	0	0	0	0	0	0
271	591	296	297	113	0	0	0	0	204	1
272	592	298	299	50	0	0	0	0	204	1
273	593	300	301	80	0	0	0	0	94	1
274	594	297	302	143	0	0	0	0	0	0
275	595	303	304	271	0	0	0	0	94	1
276	596	305	306	153	0	0	94	1	0	0
277	597	305	307	257	0	0	0	0	0	0
278	598	302	300	8	0	0	0	0	0	0
279	599	300	308	42	0	0	0	0	0	0
280	600	307	309	158	0	0	0	0	0	0
281	601	310	302	454	0	0	0	0	0	0
282	602	308	305	421	0	0	0	0	0	0
283	603	303	298	140	0	0	0	0	0	0
284	604	308	298	252	0	0	0	0	0	0
285	605	311	307	36	0	0	94	1	0	0
286	606	312	313	15	0	0	0	0	204	1
287	607	314	312	448	0	0	281	3	391	3
288	608	315	313	54	0	0	0	0	0	0
289	609	316	315	86	0	0	188	2	408	2
290	614	317	318	47	0	0	0	0	0	0
291	615	318	319	127	0	0	307	3	281	3
292	616	320	317	99	0	0	375	4	187	2
293	617	321	317	48	0	0	374	4	0	0
294	618	322	318	47	0	0	94	1	213	2
295	622	323	324	306	0	0	1097	10	187	2
296	623	325	323	280	0	0	995	8	306	3
297	624	324	326	55	0	0	0	0	0	0
298	625	327	324	81	0	0	494	5	0	0
299	635	328	329	29	0	0	0	0	0	0
300	636	330	331	55	0	0	0	0	0	0
301	637	332	333	100	0	0	119	1	0	0
302	638	334	335	128	0	0	0	0	0	0
303	639	336	337	43	0	0	0	0	0	0
304	640	335	338	10	0	0	0	0	0	0
305	641	105	334	6	0	0	0	0	0	0
306	642	337	328	150	0	0	0	0	0	0
307	644	339	105	255	0	0	187	2	0	0
308	645	340	339	8	0	0	0	0	0	0
309	646	333	340	45	0	0	0	0	0	0
310	647	341	342	135	0	0	0	0	0	0
311	648	329	225	142	0	0	0	0	0	0
312	650	225	330	334	0	0	0	0	0	0
313	652	338	341	211	0	0	94	1	0	0
314	653	331	332	207	0	0	119	1	816	4
315	655	331	343	91	0	0	0	0	0	0
316	657	345	330	48	0	0	213	2	298	2
317	658	333	346	36	0	0	0	0	323	2
318	664	347	348	313	0	0	927	7	493	5
319	676	349	350	55	0	0	306	3	0	0
320	677	350	125	168	0	0	119	1	94	1
321	679	351	352	111	0	0	94	1	706	4
322	680	332	351	149	0	0	94	1	391	3
323	681	352	148	79	0	0	0	0	0	0
324	682	353	354	105	0	0	655	7	0	0
325	683	355	356	27	0	0	119	1	0	0
326	684	356	353	45	0	0	94	1	0	0
327	685	357	355	91	0	0	94	1	94	1
328	686	355	358	73	0	0	281	3	306	3
329	687	353	359	197	0	0	485	4	0	0
330	688	357	211	165	0	0	1021	8	213	2
331	689	357	360	69	0	0	621	4	306	3
332	692	361	362	63	0	0	213	2	119	1
333	694	364	365	30	0	0	0	0	94	1
334	695	366	367	27	0	0	0	0	94	1
335	696	368	369	32	0	0	94	1	0	0
336	697	370	371	77	0	0	0	0	213	2
337	698	372	373	88	0	0	94	1	0	0
338	699	374	375	62	0	0	0	0	94	1
339	700	376	377	35	0	0	0	0	94	1
340	701	378	379	121	0	0	0	0	0	0
341	702	379	380	51	0	0	0	0	94	1
342	703	381	382	58	0	0	0	0	94	1
343	704	383	384	32	0	0	0	0	510	1
344	705	385	386	77	0	0	204	1	0	0
345	706	387	388	35	0	0	0	0	94	1
346	707	384	369	52	0	0	0	0	0	0
347	708	389	390	38	0	0	204	1	0	0
348	709	378	391	399	0	0	0	0	0	0
349	710	367	373	125	0	0	0	0	0	0
350	711	369	386	321	0	0	0	0	0	0
351	713	382	377	80	0	0	0	0	0	0
352	714	390	392	91	0	0	0	0	0	0
353	716	392	393	51	0	0	0	0	298	2
354	717	382	386	403	0	0	0	0	0	0
355	719	371	389	217	0	0	94	1	298	2
356	720	375	384	250	0	0	0	0	0	0
357	721	394	365	125	0	0	0	0	0	0
358	722	365	367	89	0	0	0	0	0	0
359	723	371	378	440	0	0	0	0	94	1
360	724	391	375	98	0	0	0	0	0	0
361	725	377	394	109	0	0	0	0	0	0
362	726	388	373	1090	0	0	0	0	0	0
363	727	389	395	22	0	0	0	0	0	0
364	728	396	392	56	0	0	0	0	281	3
365	729	395	397	70	0	0	0	0	986	8
366	730	398	388	202	0	0	0	0	0	0
367	731	399	400	162	0	0	188	2	323	2
368	732	401	400	184	0	0	374	4	0	0
369	760	25	402	105	0	0	1207	4	0	0
370	761	402	403	59	0	0	94	1	629	5
371	762	404	405	62	0	0	0	0	204	1
372	763	406	407	314	0	0	0	0	204	1
373	764	404	408	610	0	0	0	0	0	0
374	766	409	407	375	0	0	0	0	0	0
375	768	407	404	332	0	0	0	0	0	0
376	813	410	411	106	0	0	188	2	672	6
377	825	412	413	21	0	0	204	1	0	0
378	826	414	415	119	0	0	340	1	0	0
379	827	416	417	13	0	0	0	0	0	0
380	828	413	416	23	0	0	0	0	0	0
381	829	418	413	156	0	0	0	0	187	2
382	830	419	416	75	0	0	0	0	94	1
383	831	420	421	66	0	0	94	1	94	1
384	832	420	422	208	0	0	204	1	298	2
385	833	423	420	68	0	0	408	2	0	0
386	859	424	425	102	0	0	527	3	0	0
387	860	426	427	97	0	0	94	1	187	2
388	861	424	427	88	0	0	0	0	213	2
389	862	428	429	69	0	0	612	3	442	3
390	863	430	429	121	0	0	511	4	0	0
391	864	427	430	107	0	0	1224	6	187	2
392	865	430	431	345	0	0	0	0	0	0
393	866	429	424	59	0	0	323	2	0	0
394	867	426	432	153	0	0	94	1	986	7
395	868	433	434	139	0	0	0	0	94	1
396	869	435	436	95	0	0	391	3	298	2
397	870	437	438	271	0	0	0	0	204	1
398	871	439	437	987	0	0	0	0	0	0
399	872	435	440	260	0	0	0	0	0	0
400	873	441	99	539	0	0	0	0	94	1
401	874	442	435	17	0	0	0	0	0	0
402	875	443	444	94	0	0	0	0	0	0
403	876	434	437	224	0	0	0	0	0	0
404	877	444	441	5	0	0	0	0	0	0
405	878	445	443	227	0	0	0	0	0	0
406	879	440	445	33	0	0	0	0	0	0
407	880	99	434	6	0	0	0	0	0	0
408	881	446	445	66	0	0	0	0	0	0
409	882	446	447	181	0	0	0	0	204	1
410	884	448	449	48	0	0	0	0	204	1
411	886	450	451	38	0	0	94	1	94	1
412	887	452	453	63	0	0	0	0	0	0
413	888	454	455	118	0	0	94	1	94	1
414	890	449	451	43	0	0	0	0	0	0
415	891	451	456	64	0	0	1020	4	0	0
416	892	455	449	73	0	0	0	0	502	3
417	893	286	452	21	0	0	0	0	0	0
418	894	452	293	27	0	0	0	0	0	0
419	897	457	458	216	0	0	94	1	94	1
420	898	459	460	139	0	0	1530	3	0	0
421	899	461	462	27	0	0	0	0	442	3
422	900	463	462	100	0	0	204	1	850	5
423	901	464	465	100	0	0	2040	4	0	0
424	902	462	460	63	0	0	0	0	1020	2
425	903	460	465	43	0	0	510	1	0	0
426	904	466	467	60	0	0	0	0	417	3
427	905	468	469	66	0	0	0	0	408	2
428	906	470	466	41	0	0	119	1	238	2
429	907	466	468	40	0	0	0	0	0	0
430	908	468	471	42	0	0	187	2	408	2
431	945	472	473	85	0	0	1020	2	0	0
432	947	474	472	61	0	0	0	0	0	0
433	960	475	476	20	0	0	94	1	0	0
434	961	477	478	212	0	0	0	0	0	0
435	962	479	480	63	0	0	0	0	0	0
436	963	478	479	284	0	0	0	0	0	0
437	964	80	481	22	0	0	0	0	0	0
438	965	481	81	24	0	0	0	0	0	0
439	966	482	476	432	0	0	0	0	0	0
440	967	483	482	47	0	0	94	1	0	0
441	968	477	483	253	0	0	0	0	0	0
442	969	476	481	35	0	0	0	0	0	0
443	971	484	485	220	0	0	94	1	1097	7
444	972	484	486	25	0	0	94	1	204	1
445	973	487	484	78	0	0	119	1	204	1
446	975	488	489	43	0	0	0	0	0	0
447	976	490	488	79	0	0	0	0	0	0
448	977	491	492	55	0	0	0	0	0	0
449	978	491	493	92	0	0	374	4	0	0
450	979	494	493	89	0	0	188	2	0	0
451	980	495	492	16	0	0	0	0	0	0
452	981	489	495	189	0	0	281	3	1156	8
453	1000	496	497	379	0	0	1284	12	774	8
454	1001	498	499	70	0	0	94	1	0	0
455	1002	499	500	13	0	0	0	0	119	1
456	1003	501	502	547	0	0	578	5	0	0
457	1005	503	504	133	0	0	94	1	94	1
458	1006	505	501	397	0	0	0	0	0	0
459	1007	506	507	1377	0	0	0	0	0	0
460	1008	503	216	95	0	0	332	3	0	0
461	1009	506	499	322	0	0	0	0	0	0
462	1011	216	505	188	0	0	562	6	0	0
463	1012	500	503	39	0	0	0	0	119	1
464	1016	508	509	47	0	0	0	0	213	2
465	1017	510	508	14	0	0	0	0	0	0
466	1018	508	511	53	0	0	0	0	0	0
467	1019	512	513	35	0	0	187	2	187	2
468	1020	514	515	7	0	0	0	0	0	0
469	1021	516	512	14	0	0	0	0	0	0
470	1022	517	518	35	0	0	94	1	306	3
471	1023	512	514	63	0	0	94	1	187	2
472	1024	517	519	31	0	0	298	2	187	2
473	1025	515	517	71	0	0	94	1	119	1
474	1026	514	520	32	0	0	94	1	502	3
475	1027	510	516	27	0	0	0	0	0	0
476	1028	521	522	64	0	0	391	3	238	2
477	1029	523	524	52	0	0	340	1	0	0
478	1030	525	523	262	0	0	187	2	0	0
479	1031	522	208	92	0	0	213	2	0	0
480	1032	523	522	32	0	0	0	0	0	0
481	1033	526	527	285	0	0	0	0	561	6
482	1034	110	198	124	0	0	621	4	0	0
483	1035	110	528	257	0	0	1072	7	94	1
484	1145	423	529	109	0	0	187	2	655	7
485	1146	530	531	337	0	0	391	3	859	8
486	1147	532	423	181	0	0	119	1	748	6
487	1148	532	141	287	0	0	298	2	927	7
488	1149	141	533	197	0	0	0	0	0	0
489	1150	529	530	27	0	0	0	0	187	2
490	1151	534	529	47	0	0	0	0	298	2
491	1152	535	536	39	0	0	0	0	204	1
492	1153	537	538	66	0	0	94	1	0	0
493	1156	539	540	26	0	0	94	1	0	0
494	1158	540	541	181	0	0	0	0	0	0
495	1159	314	540	207	0	0	0	0	0	0
496	1160	542	536	33	0	0	0	0	0	0
497	1161	543	544	477	0	0	0	0	0	0
498	1163	545	541	298	0	0	0	0	0	0
499	1164	536	538	12	0	0	0	0	0	0
500	1167	538	543	613	0	0	0	0	187	2
501	1169	541	546	186	0	0	187	2	0	0
502	1170	547	532	16	0	0	0	0	0	0
503	1171	544	314	772	0	0	0	0	0	0
504	1172	545	547	293	0	0	94	1	0	0
505	1174	548	549	146	0	0	0	0	0	0
506	1176	550	549	24	0	0	94	1	0	0
507	1177	551	552	71	0	0	0	0	187	2
508	1179	553	554	284	0	0	0	0	0	0
509	1180	555	553	238	0	0	0	0	0	0
510	1181	556	552	298	0	0	0	0	0	0
511	1182	557	556	29	0	0	204	1	0	0
512	1183	552	548	139	0	0	0	0	0	0
513	1184	558	557	308	0	0	595	4	502	3
514	1185	558	554	78	0	0	0	0	0	0
515	1186	559	560	44	0	0	0	0	94	1
516	1187	561	558	25	0	0	94	1	0	0
517	1188	562	563	87	0	0	0	0	119	1
518	1190	564	565	47	0	0	94	1	0	0
519	1191	566	567	37	0	0	510	1	0	0
520	1192	568	560	66	0	0	0	0	0	0
521	1193	554	569	66	0	0	0	0	0	0
522	1195	570	571	34	0	0	0	0	94	1
523	1196	572	567	56	0	0	0	0	0	0
524	1197	567	568	41	0	0	0	0	0	0
525	1199	560	562	199	0	0	0	0	0	0
526	1201	571	573	31	0	0	0	0	0	0
527	1202	574	562	104	0	0	0	0	0	0
528	1203	570	572	486	0	0	0	0	94	1
529	1204	565	574	250	0	0	0	0	0	0
530	1212	573	205	831	0	0	298	2	281	3
531	1216	422	555	32	0	0	0	0	204	1
532	1217	575	576	39	0	0	0	0	408	2
533	1218	420	577	22	0	0	0	0	298	2
534	1219	422	575	150	0	0	119	1	689	5
535	1220	577	575	74	0	0	187	2	187	2
536	1221	578	579	83	0	0	595	4	510	4
537	1222	580	581	83	0	0	0	0	782	6
538	1223	582	583	150	0	0	519	5	510	4
539	1224	583	584	98	0	0	0	0	417	3
540	1225	580	585	47	0	0	0	0	0	0
541	1226	586	580	34	0	0	0	0	298	2
542	1227	583	587	14	0	0	0	0	0	0
543	1228	587	578	6	0	0	0	0	0	0
544	1229	587	588	42	0	0	0	0	0	0
545	1230	578	585	64	0	0	0	0	204	1
546	1231	585	589	79	0	0	502	3	706	4
547	1234	590	591	58	0	0	187	2	0	0
548	1237	592	593	125	0	0	0	0	0	0
549	1238	594	431	199	0	0	0	0	0	0
550	1239	595	596	331	0	0	0	0	0	0
551	1240	597	598	66	0	0	0	0	0	0
552	1241	533	588	44	0	0	0	0	0	0
553	1242	431	590	47	0	0	0	0	0	0
554	1243	593	599	52	0	0	0	0	0	0
555	1244	600	592	44	0	0	0	0	0	0
556	1245	601	602	129	0	0	94	1	527	3
557	1246	602	600	36	0	0	0	0	0	0
558	1247	588	603	100	0	0	0	0	119	1
559	1248	590	604	107	0	0	0	0	0	0
560	1249	594	595	17	0	0	187	2	408	2
561	1252	604	599	93	0	0	0	0	0	0
562	1253	603	601	100	0	0	0	0	204	1
563	1254	605	606	123	0	0	0	0	0	0
564	1256	607	608	48	0	0	0	0	1224	6
565	1257	609	479	268	0	0	876	7	187	2
566	1259	610	611	15	0	0	281	3	119	1
567	1260	611	612	57	0	0	0	0	94	1
568	1310	613	614	51	0	0	0	0	0	0
569	1311	613	615	22	0	0	374	4	187	2
570	1312	312	616	24	0	0	0	0	0	0
571	1313	616	617	198	0	0	1377	13	689	5
572	1317	620	621	206	0	0	94	1	0	0
573	1318	622	618	59	0	0	204	1	0	0
574	1319	623	624	40	0	0	0	0	94	1
575	1320	625	626	21	0	0	204	1	0	0
576	1321	627	628	99	0	0	0	0	94	1
577	1322	629	630	24	0	0	0	0	204	1
578	1323	631	632	463	0	0	0	0	0	0
579	1324	633	634	236	0	0	94	1	0	0
580	1326	635	636	21	0	0	0	0	94	1
581	1327	625	637	139	0	0	0	0	0	0
582	1330	632	630	52	0	0	0	0	0	0
583	1331	638	639	59	0	0	0	0	204	1
584	1335	631	640	334	0	0	0	0	0	0
585	1336	634	641	309	0	0	0	0	0	0
586	1337	642	643	133	0	0	0	0	0	0
587	1339	639	644	8	0	0	0	0	0	0
588	1341	645	639	418	0	0	0	0	0	0
589	1342	646	645	622	0	0	0	0	0	0
590	1345	643	647	434	0	0	0	0	204	1
591	1347	648	634	81	0	0	0	0	0	0
592	1348	649	648	238	0	0	0	0	0	0
593	1349	621	646	218	0	0	0	0	0	0
594	1350	619	650	155	0	0	0	0	204	1
595	1352	641	651	57	0	0	0	0	0	0
596	1354	652	631	204	0	0	0	0	0	0
597	1356	644	653	7	0	0	0	0	0	0
598	1358	650	654	105	0	0	0	0	502	3
599	1359	655	627	39	0	0	0	0	94	1
600	1360	647	619	217	0	0	0	0	0	0
601	1361	627	656	244	0	0	0	0	0	0
602	1365	653	626	170	0	0	0	0	0	0
603	1366	657	655	877	0	0	0	0	94	1
604	1367	657	652	93	0	0	0	0	0	0
605	1368	640	649	85	0	0	0	0	0	0
606	1369	656	658	28	0	0	0	0	0	0
607	1370	654	659	624	0	0	94	1	323	2
608	1371	621	658	549	0	0	0	0	0	0
609	1372	626	642	489	0	0	0	0	204	1
