ProblemType:	SP-CARP
NumberNodes:	812
NumberEdges:	1124
DepotNodeNumber:	0
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	7	2.3	3.5	7	14	21	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3	Demand_4	Bins_4	Demand_5	Bins_5	Demand_6	Bins_6
26	49	38	39	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	50	39	40	17	0	0	2550	5	0	0	0	0	0	0	0	0	0	0
28	52	41	42	152	0	0	3877	16	2040	4	0	0	0	0	2788	8	0	0
29	53	43	44	98	3933	13	0	0	5100	12	1870	1	0	0	850	2	0	0
30	54	45	46	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	57	47	41	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	58	48	44	119	0	0	3666	9	119	1	1870	1	0	0	680	2	0	0
33	59	49	50	107	0	0	0	0	3654	9	0	0	0	0	1224	4	0	0
34	60	46	51	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	61	52	47	166	0	0	3717	14	4037	26	0	0	0	0	2822	8	0	0
36	62	51	53	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	63	54	55	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	64	42	56	93	0	0	0	0	204	1	0	0	0	0	0	0	0	0
39	65	57	58	140	0	0	4123	17	4015	13	0	0	0	0	5338	18	0	0
40	66	59	48	90	1020	2	0	0	1020	2	510	1	0	0	510	1	0	0
41	67	60	61	226	0	0	0	0	1632	8	0	0	0	0	544	2	0	0
42	68	53	62	84	0	0	4046	16	0	0	0	0	0	0	1258	4	0	0
43	69	58	52	153	612	4	2975	7	3703	10	0	0	0	0	3722	14	0	0
44	70	44	57	111	0	0	3868	16	0	0	0	0	0	0	2550	6	0	0
45	71	63	64	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	72	64	54	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	73	62	63	22	0	0	2125	5	0	0	0	0	0	0	1190	3	0	0
48	74	61	59	111	0	0	3635	12	3435	15	0	0	0	0	4148	15	0	0
49	75	55	60	213	0	0	0	0	4151	12	0	0	0	0	2312	8	0	0
50	76	50	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	77	65	66	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	78	67	68	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	81	69	70	58	0	0	0	0	3060	6	0	0	0	0	0	0	0	0
54	82	71	72	55	2040	4	4080	8	0	0	0	0	0	0	1530	4	0	0
55	83	73	72	62	3889	10	0	0	0	0	0	0	0	0	2754	7	0	0
56	84	74	75	19	3584	50	0	0	0	0	2550	5	0	0	5434	14	0	0
57	85	72	74	57	0	0	680	2	0	0	0	0	0	0	0	0	0	0
58	86	76	70	56	0	0	0	0	0	0	3825	5	0	0	0	0	0	0
59	87	75	76	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	89	77	69	194	0	0	0	0	1020	2	0	0	0	0	544	2	0	0
61	90	78	79	84	0	0	3806	13	0	0	0	0	0	0	2686	9	0	0
62	91	80	81	121	0	0	0	0	2244	9	0	0	0	0	1428	7	1604	10
63	92	82	83	47	0	0	0	0	3230	7	0	0	0	0	1360	6	0	0
64	93	84	85	98	0	0	2550	5	2040	4	0	0	0	0	1530	4	0	0
65	94	86	87	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	95	88	89	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	100	90	91	244	0	0	4051	13	3770	25	0	0	0	0	6698	26	0	0
68	101	92	90	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	102	93	94	51	0	0	0	0	935	2	0	0	0	0	0	0	0	0
70	103	95	96	110	1020	2	3862	12	4025	17	510	1	0	0	3570	11	0	0
71	105	84	97	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	106	98	99	104	3836	26	0	0	0	0	1700	1	0	0	2040	4	0	0
73	107	99	84	56	2040	4	0	0	0	0	0	0	0	0	544	2	0	0
74	108	100	99	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	109	101	102	108	0	0	3264	7	0	0	0	0	0	0	2550	5	0	0
76	110	103	101	145	0	0	0	0	204	1	0	0	0	0	3230	7	0	0
77	111	104	105	71	0	0	0	0	3060	15	0	0	0	0	1258	4	232	2
78	112	104	106	98	0	0	0	0	2159	8	0	0	0	0	1224	6	436	3
79	113	106	107	88	0	0	1020	2	2193	12	0	0	0	0	1768	8	468	4
80	114	108	104	67	2890	6	2040	4	2720	3	510	1	0	0	1734	5	0	0
81	115	109	107	257	0	0	0	0	7412	36	0	0	0	0	4488	22	2932	19
82	116	110	111	97	1530	3	1700	4	0	0	0	0	0	0	850	2	0	0
83	117	112	110	96	0	0	4131	15	2040	4	0	0	0	0	2720	10	0	0
84	118	113	114	150	0	0	1870	4	4080	8	0	0	0	0	2176	8	0	0
85	119	114	115	85	0	0	2975	7	0	0	0	0	0	0	1088	4	0	0
86	121	117	116	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	122	118	117	93	1530	3	850	2	0	0	0	0	0	0	1564	4	0	0
88	123	119	120	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	124	121	120	107	4006	10	0	0	0	0	0	0	0	0	3468	11	0	0
90	125	122	123	111	0	0	0	0	714	4	0	0	0	0	612	3	472	4
91	126	123	124	91	0	0	1020	2	153	1	0	0	0	0	748	3	232	2
92	127	125	123	128	0	0	0	0	1768	12	0	0	0	0	204	1	0	0
93	128	123	126	74	0	0	0	0	918	5	0	0	0	0	816	4	116	1
94	129	126	127	85	0	0	0	0	357	2	0	0	0	0	408	2	472	4
95	130	128	129	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	131	130	128	72	0	0	0	0	0	0	0	0	0	0	3570	7	0	0
97	132	131	132	182	0	0	0	0	1955	13	0	0	0	0	3910	17	832	7
98	133	131	133	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	134	134	135	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	135	136	137	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	136	138	134	97	0	0	0	0	816	4	0	0	0	0	612	3	760	5
102	137	135	136	102	0	0	0	0	663	4	0	0	0	0	816	4	556	4
103	138	139	140	228	0	0	0	0	3995	18	0	0	0	0	5508	21	3340	26
104	139	141	142	197	0	0	0	0	4179	20	0	0	0	0	1700	4	0	0
105	140	143	144	56	0	0	4117	18	0	0	0	0	0	0	2584	12	0	0
106	142	91	145	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	143	146	147	133	0	0	4147	12	4199	9	0	0	0	0	2210	8	0	0
108	144	67	66	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	145	66	148	43	510	1	0	0	3519	23	0	0	0	0	1020	2	0	0
110	146	149	96	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	147	65	150	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	148	151	152	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	149	153	154	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	150	155	156	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	151	149	157	93	0	0	3833	11	4182	13	1020	2	0	0	2312	10	0	0
116	152	158	143	20	0	0	1428	7	0	0	0	0	0	0	0	0	0	0
117	153	145	159	92	0	0	2550	6	2040	4	0	0	0	0	1768	6	0	0
118	154	152	160	88	0	0	2040	4	918	3	0	0	0	0	1088	4	0	0
119	155	156	154	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	156	151	161	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	157	159	158	81	0	0	1020	2	0	0	0	0	0	0	408	2	0	0
122	158	162	146	143	0	0	3418	10	4161	11	0	0	0	0	4080	16	0	0
123	159	162	144	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	160	155	157	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	161	153	161	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	162	160	91	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	163	96	150	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	164	163	164	91	0	0	0	0	1530	3	0	0	0	0	544	2	0	0
129	165	165	166	121	0	0	2550	5	0	0	0	0	0	0	544	2	0	0
130	166	166	163	94	0	0	0	0	1020	2	0	0	0	0	544	2	0	0
131	167	167	165	104	0	0	0	0	4080	8	0	0	0	0	1088	4	0	0
132	170	164	168	101	0	0	2125	5	2040	4	0	0	0	0	1632	6	0	0
133	172	169	168	144	0	0	1530	3	0	0	0	0	0	0	1428	4	0	0
134	173	170	171	83	0	0	510	1	0	0	0	0	0	0	544	2	0	0
135	174	145	36	154	0	0	3570	7	2907	10	0	0	0	0	2244	9	464	4
136	175	37	172	118	0	0	510	1	510	1	0	0	0	0	204	1	0	0
137	176	172	80	71	0	0	0	0	340	1	0	0	0	0	204	1	320	2
138	177	171	169	57	1428	7	0	0	0	0	0	0	0	0	408	2	0	0
139	178	173	170	204	0	0	3448	9	2040	4	340	1	0	0	1700	7	0	0
140	179	80	173	139	0	0	1020	2	2040	4	1700	1	0	0	1496	6	0	0
141	180	174	168	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	183	175	176	49	0	0	2040	4	0	0	0	0	0	0	544	2	0	0
143	188	179	180	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	189	181	177	77	0	0	0	0	4065	24	0	0	0	0	2210	8	0	0
145	190	182	183	125	0	0	0	0	3755	12	0	0	0	0	1870	4	0	0
146	191	182	179	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	192	177	179	60	0	0	0	0	3418	22	0	0	0	0	1020	2	0	0
148	193	183	184	70	1020	2	2040	4	1020	2	0	0	0	0	1020	2	0	0
149	194	185	186	175	0	0	3753	15	3162	17	0	0	0	0	4692	14	1608	7
150	195	187	188	37	0	0	0	0	153	1	0	0	0	0	204	1	116	1
151	196	189	190	176	0	0	0	0	2822	15	0	0	0	0	3264	16	1504	12
152	197	190	140	157	0	0	1275	3	2346	12	0	0	0	0	3298	14	1712	13
153	198	191	192	69	0	0	0	0	765	5	0	0	0	0	1020	5	0	0
154	199	193	194	219	3672	24	0	0	0	0	0	0	1700	1	1020	2	0	0
155	200	195	196	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	201	196	194	170	0	0	0	0	3779	3	0	0	0	0	4080	8	0	0
157	203	197	198	84	0	0	3470	18	0	0	0	0	0	0	2550	5	0	0
158	204	199	200	96	0	0	0	0	1020	6	0	0	0	0	1224	6	1596	12
159	205	201	202	76	0	0	4095	10	0	0	0	0	0	0	1360	3	0	0
160	206	200	201	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	207	162	203	60	0	0	3485	7	1530	6	0	0	0	0	3026	10	0	0
162	208	203	204	90	0	0	1020	2	0	0	0	0	0	0	1360	6	0	0
163	209	205	206	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	211	207	208	56	0	0	3895	16	0	0	0	0	0	0	2040	4	0	0
165	212	209	207	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	213	208	210	48	0	0	0	0	0	0	0	0	0	0	1530	3	0	0
167	215	211	212	188	0	0	0	0	2686	17	0	0	0	0	3468	17	1184	10
168	216	213	212	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	217	214	215	112	0	0	0	0	1020	6	0	0	0	0	1836	9	1068	9
170	218	216	217	207	0	0	3882	24	0	0	1870	1	1700	1	2550	5	0	0
171	219	217	218	98	0	0	3060	6	0	0	0	0	0	0	1700	4	0	0
172	220	216	219	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	221	220	221	76	0	0	3060	6	0	0	0	0	0	0	2040	5	0	0
174	222	222	223	238	0	0	4080	8	3978	15	1870	1	0	0	4148	16	1388	11
175	223	224	225	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	224	226	227	133	4247	21	0	0	510	1	680	2	0	0	4760	11	0	0
177	225	228	38	356	0	0	3060	6	4751	44	0	0	0	0	5398	45	4008	33
178	226	229	230	22	0	0	0	0	510	1	0	0	0	0	0	0	0	0
179	227	230	231	162	1530	3	0	0	680	2	0	0	2805	1	1936	6	0	0
180	230	232	233	180	0	0	0	0	0	0	2040	4	0	0	4420	6	0	0
181	231	234	235	23	0	0	0	0	153	1	0	0	0	0	204	1	232	2
182	232	236	234	105	0	0	0	0	867	5	0	0	0	0	1020	5	1120	8
183	233	237	238	213	0	0	1734	14	4828	26	510	1	0	0	5540	28	3292	27
184	234	239	240	79	0	0	0	0	1734	11	0	0	0	0	2244	11	1272	10
185	235	241	242	46	0	0	0	0	969	6	0	0	0	0	1224	6	472	4
186	236	243	244	213	0	0	0	0	4896	17	0	0	0	0	3060	15	844	5
187	237	245	246	273	0	0	3492	18	3785	34	0	0	0	0	8428	35	0	0
188	238	247	50	183	0	0	3922	13	1190	3	0	0	0	0	4250	15	0	0
189	239	248	249	86	0	0	2040	4	0	0	510	1	0	0	1360	3	0	0
190	240	250	248	66	0	0	4022	10	0	0	0	0	0	0	850	2	0	0
191	241	251	252	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	242	252	129	102	0	0	0	0	0	0	0	0	0	0	1530	3	0	0
193	244	253	254	142	2040	4	4208	10	0	0	0	0	0	0	3060	7	0	0
194	245	255	256	131	0	0	1275	3	3264	10	0	0	0	0	1836	9	204	1
195	246	257	258	129	0	0	0	0	3729	13	0	0	0	0	2244	9	0	0
196	247	32	259	19	0	0	0	0	153	1	0	0	0	0	204	1	232	2
197	248	260	30	57	0	0	0	0	204	1	0	0	0	0	204	1	0	0
198	249	261	30	108	0	0	0	0	0	0	0	0	0	0	2040	4	0	0
199	250	262	263	120	0	0	0	0	2448	11	0	0	0	0	1972	9	436	3
200	251	264	265	105	2550	5	3366	12	510	1	0	0	0	0	5270	9	0	0
201	252	45	266	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	253	184	266	129	0	0	2040	4	3571	13	0	0	1870	1	1938	6	0	0
203	254	267	264	117	2244	5	0	0	0	0	0	0	0	0	1258	4	0	0
204	255	265	181	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	256	268	269	132	0	0	3829	12	2414	3	0	0	0	0	4182	12	408	2
206	257	270	271	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	258	272	273	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	259	272	269	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	260	274	275	112	0	0	3060	7	3009	8	0	0	0	0	2346	8	0	0
210	261	275	166	75	0	0	510	1	0	0	0	0	0	0	408	2	0	0
211	262	276	277	76	4080	8	1020	2	0	0	0	0	0	0	952	4	0	0
212	263	278	268	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	264	273	270	60	0	0	612	3	2312	4	0	0	0	0	408	2	0	0
214	265	271	276	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	266	277	274	95	0	0	1326	5	0	0	0	0	0	0	816	4	0	0
216	267	161	279	228	0	0	3822	29	3264	10	0	0	0	0	4692	19	0	0
217	268	279	278	116	0	0	3905	9	3933	11	0	0	0	0	3672	14	0	0
218	269	280	281	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	270	282	283	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	271	284	285	35	0	0	2856	7	680	2	0	0	0	0	2108	9	0	0
221	273	286	174	25	0	0	3060	6	0	0	0	0	0	0	1054	3	0	0
222	274	71	103	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	275	287	288	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	276	289	290	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	277	108	283	44	0	0	1360	3	0	0	408	2	0	0	408	2	0	0
226	278	147	267	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	279	291	280	39	0	0	1020	2	0	0	0	0	0	0	680	2	0	0
228	280	292	290	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	281	281	284	29	0	0	866	9	0	0	0	0	0	0	408	2	0	0
230	282	293	291	113	0	0	3740	8	0	0	0	0	0	0	1020	2	0	0
231	283	294	103	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	284	71	295	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	285	295	289	74	0	0	4245	13	2550	5	0	0	0	0	2448	10	0	0
234	286	267	118	112	1020	2	1020	2	2040	4	0	0	0	0	1394	4	0	0
235	287	285	286	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	288	294	288	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	289	292	293	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	290	282	287	74	0	0	2125	5	0	0	0	0	0	0	680	2	0	0
239	291	118	108	59	0	0	3570	7	510	1	0	0	0	0	1428	5	0	0
240	294	277	297	81	0	0	3060	6	4117	12	340	1	0	0	2108	9	0	0
241	295	297	298	35	0	0	0	0	1054	3	0	0	0	0	612	3	0	0
242	297	299	296	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	298	300	301	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	299	297	82	59	0	0	3561	9	1377	4	850	2	0	0	1632	5	232	2
245	300	301	277	101	0	0	2550	5	0	0	0	0	0	0	1020	2	0	0
246	301	82	171	145	0	0	2448	6	0	0	0	0	0	0	1258	4	0	0
247	302	299	300	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	303	302	303	64	0	0	850	2	0	0	0	0	0	0	0	0	0	0
249	304	304	305	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	305	306	307	35	0	0	1224	3	0	0	0	0	0	0	544	2	0	0
251	306	302	304	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	307	305	173	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	308	308	173	88	1020	2	1530	3	204	1	0	0	0	0	1802	6	0	0
254	309	272	307	101	0	0	3944	21	0	0	0	0	0	0	1564	5	0	0
255	310	309	310	120	0	0	3230	9	1564	8	0	0	0	0	3876	15	756	5
256	311	311	312	109	0	0	0	0	816	5	0	0	0	0	1020	5	712	6
257	312	313	314	122	0	0	0	0	1462	5	0	0	0	0	1020	5	472	4
258	313	315	316	120	0	0	0	0	3991	20	0	0	0	0	3060	8	0	0
259	314	317	318	116	0	0	0	0	2737	16	0	0	0	0	3264	16	436	3
260	315	319	320	118	0	0	3636	12	0	0	0	0	0	0	2414	7	0	0
261	316	321	319	226	0	0	4079	23	8466	24	0	0	0	0	6766	25	1628	13
262	317	322	321	65	0	0	0	0	629	4	0	0	0	0	816	4	556	4
263	318	323	324	203	0	0	1275	3	5113	40	0	0	0	0	4930	41	3260	26
264	319	324	322	252	0	0	0	0	4131	26	0	0	0	0	5100	25	2508	19
265	320	325	326	254	0	0	3580	13	1224	6	3740	2	0	0	6264	15	0	0
266	322	327	328	105	0	0	3505	10	3981	10	0	0	0	0	2380	6	0	0
267	323	329	330	109	0	0	2040	4	0	0	0	0	0	0	2278	6	0	0
268	324	331	332	109	0	0	2040	4	3979	12	1190	3	0	0	3332	10	0	0
269	325	333	334	53	3986	10	0	0	1530	3	0	0	0	0	2652	9	0	0
270	326	335	336	76	0	0	0	0	3060	6	0	0	0	0	1088	4	0	0
271	327	337	338	77	0	0	2550	5	0	0	0	0	0	0	1020	2	0	0
272	328	339	340	225	0	0	3729	17	1734	4	0	0	0	0	7072	19	0	0
273	329	294	341	242	0	0	714	2	612	3	0	0	1700	1	6954	19	0	0
274	330	51	342	86	0	0	1054	3	0	0	0	0	0	0	204	1	0	0
275	331	54	343	208	0	0	3810	43	0	0	0	0	0	0	3264	8	0	0
276	332	46	344	44	3570	7	1020	2	2040	4	0	0	0	0	1938	5	0	0
277	333	345	346	85	0	0	4195	10	0	0	0	0	0	0	1734	5	0	0
278	334	346	114	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	335	347	180	261	3060	6	1020	2	3514	14	1870	1	0	0	3502	12	0	0
280	336	348	347	90	2550	5	0	0	340	1	0	0	0	0	0	0	0	0
281	337	180	182	16	0	0	0	0	1020	2	0	0	0	0	0	0	0	0
282	338	283	348	110	0	0	3060	6	510	1	0	0	0	0	850	2	0	0
283	340	116	264	96	0	0	0	0	0	0	0	0	0	0	408	2	0	0
284	342	349	181	86	0	0	2040	4	748	3	0	0	0	0	680	2	0	0
285	343	350	184	76	0	0	1275	3	0	0	0	0	0	0	544	2	0	0
286	344	351	352	111	0	0	3570	7	0	0	918	3	0	0	1054	3	0	0
287	345	353	352	144	0	0	3570	7	3400	7	0	0	0	0	3876	12	0	0
288	346	354	353	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	347	355	356	96	0	0	0	0	1785	10	0	0	0	0	1836	9	1408	9
290	348	357	358	138	510	1	2040	4	4027	19	0	0	0	0	3672	10	408	2
291	349	359	360	151	0	0	0	0	0	0	0	0	0	0	850	2	0	0
292	350	361	362	221	0	0	2040	4	6936	23	0	0	0	0	3536	16	1388	11
293	351	363	364	427	0	0	4394	21	5181	27	3944	3	0	0	9962	39	1028	8
294	352	365	366	424	0	0	3873	38	3583	11	1870	1	0	0	8682	43	0	0
295	353	367	368	134	0	0	3416	18	2040	4	0	0	0	0	3196	15	0	0
296	354	203	369	163	0	0	1530	3	4974	24	0	0	0	0	3060	15	1372	8
297	355	370	154	221	1530	3	1870	4	6212	21	1530	3	0	0	3264	16	1912	14
298	356	371	151	238	4080	8	3521	15	4434	27	510	1	0	0	2958	11	116	1
299	357	372	152	253	0	0	3751	12	7511	17	0	0	0	0	4352	18	436	3
300	358	373	160	271	0	0	3567	25	3519	28	3400	2	0	0	7584	39	0	0
301	359	374	159	307	0	0	3661	32	3737	34	204	1	0	0	8568	29	1324	9
302	360	375	296	175	0	0	1870	4	0	0	0	0	0	0	680	2	0	0
303	361	299	376	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	362	377	110	205	3570	7	4133	62	340	1	1564	4	0	0	4930	10	0	0
305	363	144	378	148	1530	3	3060	15	0	0	1700	1	0	0	1156	5	0	0
306	364	379	380	68	0	0	0	0	4258	15	0	0	0	0	2652	8	0	0
307	365	159	381	152	0	0	4151	13	3485	9	0	0	0	0	3638	12	0	0
308	366	382	383	50	0	0	0	0	1190	5	0	0	0	0	816	4	712	6
309	367	306	308	81	0	0	3570	7	0	0	0	0	0	0	1530	3	0	0
310	368	384	385	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	369	386	78	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	370	387	388	62	0	0	1020	2	3570	7	0	0	0	0	1802	6	0	0
313	371	389	386	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	372	78	384	48	0	0	0	0	2040	4	0	0	0	0	408	2	0	0
315	373	390	384	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	374	385	391	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	375	392	390	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	376	391	390	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	377	387	391	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	378	391	392	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	379	111	94	128	510	1	2040	4	1530	6	0	0	0	0	408	2	0	0
322	380	393	387	140	0	0	0	0	3570	7	0	0	0	0	544	2	0	0
323	381	390	394	47	0	0	0	0	1530	3	0	0	0	0	408	2	0	0
324	382	395	373	67	0	0	0	0	1530	3	0	0	0	0	408	2	0	0
325	383	374	365	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	384	363	396	46	0	0	2040	4	425	1	0	0	0	0	408	2	0	0
327	385	394	370	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	386	371	389	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	387	367	372	61	0	0	0	0	1020	2	0	0	0	0	544	2	0	0
330	388	92	365	70	0	0	3060	6	0	0	0	0	0	0	850	2	0	0
331	389	367	371	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	390	395	372	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	391	361	397	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	392	361	396	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	393	374	363	42	0	0	850	2	0	0	0	0	0	0	408	2	0	0
336	394	386	370	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	395	373	92	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	396	397	111	136	0	0	1020	2	0	0	0	0	0	0	0	0	0	0
339	397	398	206	29	3740	8	0	0	0	0	0	0	0	0	0	0	0	0
340	398	399	205	30	0	0	0	0	0	0	0	0	0	0	850	2	0	0
341	399	400	399	34	0	0	1224	8	0	0	0	0	0	0	0	0	0	0
