ProblemType:	SP-CARP
NumberNodes:	342
NumberEdges:	388
DepotNodeNumber:	64
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	2	7	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1
53	682	56	57	105	655	7	0	0
54	683	58	59	27	119	1	0	0
55	684	59	56	45	94	1	0	0
56	685	60	58	91	94	1	94	1
57	686	58	61	73	281	3	306	3
58	687	56	62	197	485	4	0	0
59	688	60	45	165	1021	8	213	2
60	689	60	63	69	621	4	306	3
61	831	64	65	66	94	1	94	1
62	832	64	66	208	204	1	298	2
63	833	67	64	68	408	2	0	0
64	1001	68	69	70	94	1	0	0
65	1002	69	70	13	0	0	119	1
66	1003	71	72	547	578	5	0	0
67	1005	73	74	133	94	1	94	1
68	1006	75	71	397	0	0	0	0
69	1007	76	77	1377	0	0	0	0
70	1008	73	50	95	332	3	0	0
71	1009	76	69	322	0	0	0	0
72	1011	50	75	188	562	6	0	0
73	1012	70	73	39	0	0	119	1
74	1028	78	79	64	391	3	238	2
75	1029	80	81	52	340	1	0	0
76	1030	82	80	262	187	2	0	0
77	1031	79	42	92	213	2	0	0
78	1032	80	79	32	0	0	0	0
79	1034	1	36	124	621	4	0	0
80	1035	1	83	257	1072	7	94	1
81	1145	67	84	109	187	2	655	7
82	1146	85	86	337	391	3	859	8
83	1147	87	67	181	119	1	748	6
84	1148	87	32	287	298	2	927	7
85	1149	32	88	197	0	0	0	0
86	1150	84	85	27	0	0	187	2
87	1151	89	84	47	0	0	298	2
88	1156	90	91	26	94	1	0	0
89	1158	91	92	181	0	0	0	0
90	1163	93	92	298	0	0	0	0
91	1169	92	94	186	187	2	0	0
92	1170	95	87	16	0	0	0	0
93	1172	93	95	293	94	1	0	0
94	1179	96	97	284	0	0	0	0
95	1180	98	96	238	0	0	0	0
96	1182	99	100	29	204	1	0	0
97	1184	101	99	308	595	4	502	3
98	1185	101	97	78	0	0	0	0
99	1186	102	103	44	0	0	94	1
100	1187	104	101	25	94	1	0	0
101	1188	105	106	87	0	0	119	1
102	1190	107	108	47	94	1	0	0
103	1191	109	110	37	510	1	0	0
104	1192	111	103	66	0	0	0	0
105	1193	97	112	66	0	0	0	0
106	1195	113	114	34	0	0	94	1
107	1196	115	110	56	0	0	0	0
108	1197	110	111	41	0	0	0	0
109	1199	103	105	199	0	0	0	0
110	1201	114	116	31	0	0	0	0
111	1202	117	105	104	0	0	0	0
112	1203	113	115	486	0	0	94	1
113	1204	108	117	250	0	0	0	0
114	1212	116	39	831	298	2	281	3
115	1216	66	98	32	0	0	204	1
116	1217	118	119	39	0	0	408	2
117	1218	64	120	22	0	0	298	2
118	1219	66	118	150	119	1	689	5
119	1220	120	118	74	187	2	187	2
120	1221	121	122	83	595	4	510	4
121	1222	123	124	83	0	0	782	6
122	1223	125	126	150	519	5	510	4
123	1224	126	127	98	0	0	417	3
124	1225	123	128	47	0	0	0	0
125	1226	129	123	34	0	0	298	2
126	1227	126	130	14	0	0	0	0
127	1228	130	121	6	0	0	0	0
128	1229	130	131	42	0	0	0	0
129	1230	121	128	64	0	0	204	1
130	1231	128	132	79	502	3	706	4
131	1241	88	131	44	0	0	0	0
132	1245	133	134	129	94	1	527	3
133	1246	134	135	36	0	0	0	0
134	1247	131	136	100	0	0	119	1
135	1253	136	133	100	0	0	204	1
136	1765	137	138	254	0	0	204	1
137	1767	139	137	34	0	0	0	0
138	1865	141	142	11	0	0	476	4
139	1866	141	143	20	0	0	476	4
140	1867	136	141	93	204	1	901	7
141	1871	35	144	369	1046	8	281	3
142	1922	145	146	97	94	1	0	0
143	1923	147	148	14	0	0	0	0
144	1924	149	147	35	213	2	408	2
145	1925	150	147	74	0	0	0	0
146	1926	148	145	3	0	0	0	0
147	1927	148	151	136	204	1	1037	7
148	1932	51	152	226	910	8	451	4
149	2131	153	154	263	1122	12	374	4
150	2132	62	154	106	400	4	94	1
151	2176	146	155	57	0	0	119	1
152	2180	155	156	43	0	0	204	1
153	2244	157	158	213	375	4	94	1
154	2252	159	160	27	0	0	213	2
155	2253	161	162	85	0	0	0	0
156	2254	162	163	15	0	0	0	0
157	2255	160	164	68	94	1	0	0
158	2256	163	59	93	332	3	0	0
159	2257	165	164	99	332	3	0	0
160	2258	161	160	82	392	3	0	0
161	2269	162	62	139	714	5	94	1
162	2270	14	166	87	0	0	204	1
163	2271	166	71	68	0	0	119	1
164	2840	167	168	33	94	1	204	1
165	2841	169	170	86	0	0	0	0
166	2843	171	172	659	0	0	0	0
167	2844	173	172	28	0	0	94	1
168	2845	174	175	75	0	0	119	1
169	2848	176	177	73	0	0	204	1
170	2849	178	170	33	0	0	119	1
171	2850	179	180	156	94	1	0	0
172	2851	77	168	313	0	0	0	0
173	2852	168	177	66	0	0	0	0
174	2853	181	182	34	0	0	0	0
175	2854	180	77	508	0	0	0	0
176	2855	183	171	52	0	0	0	0
177	2857	183	184	109	0	0	0	0
178	2858	177	184	62	0	0	204	1
179	2859	179	185	607	510	1	94	1
180	2860	169	181	699	0	0	94	1
181	2863	183	174	113	0	0	0	0
182	2942	152	48	77	0	0	0	0
183	2943	186	187	379	400	4	213	2
184	2944	186	152	99	0	0	0	0
185	2949	27	188	105	281	3	94	1
186	2950	188	189	38	187	2	0	0
187	2968	190	191	43	408	2	0	0
188	2969	191	166	157	816	7	0	0
189	2970	192	191	114	0	0	595	4
190	2981	154	161	113	306	3	187	2
191	2982	111	154	243	0	0	0	0
192	3022	193	194	60	0	0	0	0
193	3024	76	195	68	476	4	0	0
194	3025	194	196	18	204	1	0	0
195	3027	197	198	59	204	1	204	1
196	3029	53	199	48	0	0	391	3
197	3030	199	200	21	0	0	0	0
198	3031	201	53	10	0	0	0	0
199	3032	202	203	33	0	0	94	1
200	3033	204	202	59	187	2	0	0
201	3034	200	205	128	94	1	374	4
202	3035	193	201	66	0	0	94	1
203	3036	205	185	47	0	0	604	5
204	3037	193	204	108	0	0	119	1
205	3038	206	207	46	0	0	0	0
206	3039	205	195	500	0	0	0	0
207	3040	207	185	68	0	0	0	0
208	3041	198	208	4	0	0	0	0
209	3042	209	210	40	0	0	0	0
210	3043	199	208	26	0	0	0	0
211	3044	211	207	34	0	0	94	1
212	3045	212	193	193	0	0	204	1
213	3046	198	211	83	0	0	298	2
214	3047	210	206	14	0	0	510	1
215	3048	212	209	42	0	0	0	0
216	3049	204	213	130	119	1	391	3
217	3050	211	209	58	0	0	0	0
218	3051	208	200	23	0	0	0	0
219	3086	214	215	126	119	1	0	0
220	3087	216	217	151	0	0	213	2
221	3088	218	219	46	94	1	0	0
222	3091	220	221	29	0	0	408	2
223	3093	222	215	47	0	0	0	0
224	3094	223	222	104	0	0	204	1
225	3096	224	225	28	94	1	0	0
226	3098	226	227	65	0	0	204	1
227	3100	220	228	355	0	0	0	0
228	3101	217	229	280	0	0	0	0
229	3103	229	219	148	0	0	0	0
230	3104	219	224	417	0	0	0	0
231	3106	203	220	203	0	0	0	0
232	3107	217	230	96	0	0	94	1
233	3110	232	231	1024	0	0	0	0
234	3111	233	228	57	0	0	0	0
235	3112	230	233	185	0	0	0	0
236	3114	86	232	338	94	1	0	0
237	3116	228	235	137	0	0	204	1
238	3118	222	229	232	0	0	0	0
239	3119	233	227	315	0	0	0	0
240	3120	235	236	25	0	0	0	0
241	3121	236	234	28	0	0	408	2
242	3340	15	237	128	1369	7	417	3
243	3368	163	44	282	961	10	400	4
244	3413	238	133	160	885	8	400	4
245	3414	164	239	117	493	5	94	1
246	3456	240	241	52	0	0	0	0
247	3457	242	243	27	0	0	0	0
248	3458	244	245	146	0	0	94	1
249	3459	246	247	363	0	0	0	0
250	3460	248	242	163	0	0	204	1
251	3461	249	250	49	119	1	0	0
252	3462	251	240	59	94	1	0	0
253	3464	242	252	15	0	0	0	0
254	3466	245	246	383	0	0	0	0
255	3467	252	254	713	408	2	0	0
256	3468	243	252	26	0	0	0	0
257	3469	246	250	259	0	0	0	0
258	3470	96	241	255	0	0	0	0
259	3471	117	254	369	0	0	0	0
260	3472	241	253	40	0	0	0	0
261	3474	250	253	72	0	0	0	0
262	3475	245	243	145	0	0	0	0
263	3486	239	255	47	94	1	187	2
264	3487	239	161	227	876	7	400	4
265	3707	256	257	90	0	0	0	0
266	3708	257	49	129	391	3	204	1
267	3709	258	256	55	0	0	323	2
268	3710	52	256	259	1131	8	952	7
269	3723	259	21	145	281	3	0	0
270	3724	259	260	198	213	2	306	3
271	3961	257	260	139	408	2	94	1
272	3962	260	261	265	655	7	774	6
273	4416	262	263	53	187	2	119	1
274	4417	263	264	81	689	5	94	1
275	4418	75	263	152	672	6	0	0
276	4678	265	95	68	119	1	391	3
277	5078	266	267	46	281	3	94	1
278	5079	268	269	43	187	2	0	0
279	5080	269	267	42	94	1	0	0
280	5081	267	270	125	187	2	94	1
281	5082	188	269	89	281	3	94	1
282	5323	271	272	57	0	0	204	1
283	5324	29	273	63	0	0	0	0
284	5325	272	274	98	0	0	1318	7
285	5326	274	275	176	493	5	1037	7
286	5327	273	271	147	119	1	408	2
287	5328	271	275	57	119	1	119	1
288	5348	74	186	203	1088	9	536	4
289	5599	276	34	60	187	2	0	0
290	5600	277	278	56	485	4	94	1
291	5601	278	279	104	0	0	94	1
292	5602	278	276	220	1165	11	281	3
293	5801	153	254	170	187	2	0	0
294	5802	165	153	86	417	3	94	1
295	5803	280	165	97	306	3	306	3
296	5816	132	281	115	119	1	94	1
297	5817	282	283	50	187	2	323	2
298	5818	283	281	42	0	0	0	0
299	5855	284	285	79	0	0	94	1
300	5857	286	284	34	0	0	0	0
301	5858	182	286	13	0	0	187	2
302	5977	287	288	410	0	0	94	1
303	5982	287	289	396	0	0	0	0
304	5990	289	291	24	374	4	0	0
305	6344	292	293	166	0	0	0	0
306	6349	294	295	61	0	0	94	1
307	6351	293	247	21	0	0	94	1
308	6353	296	297	124	0	0	94	1
309	6364	98	296	11	0	0	0	0
310	6366	292	296	528	0	0	0	0
311	6536	298	299	29	94	1	94	1
312	6540	300	301	331	0	0	0	0
313	6541	302	303	67	0	0	94	1
314	6543	304	300	548	0	0	0	0
315	6546	304	305	60	0	0	119	1
316	6548	306	307	166	0	0	204	1
317	6553	307	308	115	0	0	0	0
318	6556	308	306	126	0	0	0	0
319	6557	140	139	40	0	0	0	0
320	6559	290	299	462	0	0	0	0
321	6560	309	310	1035	0	0	0	0
322	6561	311	290	374	0	0	0	0
323	6562	299	303	126	0	0	0	0
324	6563	312	301	217	0	0	0	0
325	6564	310	313	15	0	0	187	2
326	6566	314	312	33	94	1	204	1
327	6567	303	315	138	0	0	417	3
328	6569	315	314	48	0	0	0	0
329	6575	306	140	67	0	0	0	0
330	6577	301	308	177	0	0	0	0
331	6578	139	309	63	204	1	0	0
332	6581	231	311	11	0	0	187	2
333	7024	316	317	161	188	2	0	0
334	7028	318	24	155	0	0	0	0
335	7030	158	319	55	0	0	0	0
336	7031	319	317	13	0	0	0	0
337	7032	320	24	69	0	0	0	0
338	7037	270	321	83	0	0	94	1
339	7040	322	270	54	0	0	0	0
340	7042	317	82	79	0	0	0	0
341	7043	323	158	72	94	1	0	0
342	7045	144	83	87	510	1	94	1
343	7047	324	323	24	0	0	0	0
344	7048	325	324	21	94	1	94	1
345	7049	326	279	40	0	0	0	0
346	7050	326	144	17	94	1	0	0
347	7051	279	320	155	0	0	0	0
348	7054	319	327	144	94	1	119	1
349	7056	318	322	74	94	1	94	1
350	7057	83	325	62	0	0	0	0
351	7172	135	328	29	213	2	0	0
352	7173	134	329	51	204	1	391	3
353	7353	330	331	77	1020	2	0	0
354	7354	330	150	81	94	1	612	3
355	7355	88	330	75	204	1	298	2
356	7356	150	332	43	391	3	0	0
357	7406	333	334	74	307	3	119	1
358	7407	335	336	108	94	1	0	0
359	7408	337	338	97	468	5	0	0
360	7409	337	320	162	655	7	94	1
361	7410	339	335	60	1029	6	0	0
362	7411	340	338	34	375	4	0	0
363	7412	336	334	45	298	2	0	0
364	7413	338	336	43	213	2	0	0
365	7414	334	33	64	298	2	0	0
366	7415	276	335	84	187	2	0	0
367	7416	341	337	113	1199	9	0	0
368	8089	215	20	1914	0	0	0	0
369	8169	112	251	99	0	0	0	0
370	8240	307	300	322	0	0	0	0
371	8415	201	194	28	0	0	0	0
372	-1	3	0	1	0	0	0	0
373	-2	19	13	1	0	0	0	0
374	-3	187	74	1	0	0	0	0
375	-4	261	259	1	0	0	0	0
376	-5	55	72	251	0	0	0	0
377	-6	112	108	397	0	0	0	0
378	-8	16	113	141	0	0	0	0
379	-9	137	140	48	0	0	0	0
380	-10	169	171	542	0	0	0	0
381	-11	224	231	236	0	0	0	0
382	-12	234	12	668	0	0	0	0
383	-13	240	253	48	0	0	0	0
384	-16	290	291	118	0	0	0	0
385	-17	295	292	155	0	0	0	0
386	-18	82	40	166	0	0	0	0
387	-19	18	6	112	0	0	0	0
END
