ProblemType:	SP-CARP
NumberNodes:	375
NumberEdges:	412
DepotNodeNumber:	10
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	2	7	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1
59	11874	94	92	287	0	0	442	3
60	11875	95	96	206	0	0	689	4
61	11876	97	98	484	0	0	0	0
62	11921	99	100	461	0	0	485	3
63	11944	101	102	540	0	0	808	5
64	11945	101	84	349	0	0	0	0
65	12001	103	104	25	0	0	323	2
66	12002	105	106	45	0	0	162	1
67	12003	78	107	428	0	0	459	2
68	12004	108	109	52	0	0	0	0
69	12006	110	111	47	0	0	162	1
70	12007	111	112	412	0	0	442	3
71	12080	113	114	711	0	0	204	1
72	12081	114	115	6	0	0	0	0
73	12086	116	117	3	0	0	0	0
74	12087	117	118	695	0	0	323	2
75	12088	119	108	56	0	0	0	0
76	12090	120	121	28	0	0	162	1
77	12120	122	123	85	0	0	646	4
78	12123	54	124	480	0	0	646	4
79	12124	124	125	5	0	0	0	0
80	12125	54	126	88	0	0	162	1
81	12126	126	127	5	0	0	0	0
82	12133	128	129	56	0	0	204	1
83	12134	129	130	64	0	0	94	1
84	12135	131	132	191	0	0	0	0
85	12137	133	134	112	162	1	204	1
86	12138	134	110	5	0	0	0	0
87	12147	136	137	121	0	0	162	1
88	12148	137	138	5	0	0	0	0
89	12154	107	140	50	0	0	162	1
90	12155	140	122	225	0	0	1216	7
91	12156	121	141	26	0	0	162	1
92	12157	141	128	45	0	0	323	2
93	12170	48	50	13	0	0	0	0
94	12227	142	65	69	0	0	0	0
95	12411	143	144	263	0	0	0	0
96	12412	145	7	88	0	0	162	1
97	12416	92	25	19	0	0	0	0
98	12417	25	42	77	0	0	0	0
99	12424	146	19	61	0	0	570	3
100	12425	147	31	34	0	0	0	0
101	12426	31	148	107	0	0	0	0
102	12429	149	150	36	0	0	323	2
103	12430	150	151	35	0	0	162	1
104	12432	152	153	44	0	0	1122	2
105	12435	154	27	246	0	0	119	1
106	12436	27	155	188	0	0	646	4
107	12442	80	157	165	0	0	162	1
108	12448	43	158	296	0	0	204	1
109	12451	159	48	17	0	0	323	2
110	12460	153	160	42	0	0	162	1
111	12461	161	162	32	0	0	0	0
112	12462	162	163	57	0	0	910	4
113	12463	162	164	60	0	0	204	1
114	12464	164	165	80	0	0	1411	6
115	12465	164	166	58	0	0	0	0
116	12466	166	167	114	0	0	935	5
117	12723	168	169	395	0	0	323	2
118	12724	170	171	25	0	0	0	0
119	12726	171	172	584	0	0	162	1
120	12728	173	174	263	0	0	162	1
121	12729	173	175	885	0	0	663	3
122	12762	176	177	74	0	0	162	1
123	12775	104	178	141	0	0	1513	8
124	12776	179	180	117	0	0	1743	10
125	12777	181	179	60	0	0	527	3
126	12805	182	183	125	0	0	0	0
127	12860	184	185	37	0	0	0	0
128	12861	185	186	99	0	0	366	2
129	12887	152	161	9	0	0	0	0
130	12888	161	181	73	0	0	0	0
131	12895	100	187	88	0	0	0	0
132	12896	188	189	317	0	0	162	1
133	12898	155	190	828	0	0	485	3
134	12918	191	169	242	0	0	162	1
135	12919	169	77	314	0	0	0	0
136	12929	192	193	104	0	0	0	0
137	12936	130	194	75	0	0	0	0
138	12938	194	195	115	0	0	162	1
139	12939	193	196	15	0	0	502	2
140	12941	14	197	175	0	0	204	1
141	12957	198	199	169	0	0	2754	16
142	13001	183	200	254	0	0	0	0
143	13002	183	201	143	0	0	0	0
144	13015	202	176	881	0	0	1131	7
145	13016	176	203	45	0	0	162	1
146	13017	204	205	75	0	0	527	3
147	13018	206	204	75	0	0	162	1
148	13019	204	207	62	0	0	0	0
149	13020	38	208	66	0	0	0	0
150	13021	192	209	340	0	0	162	1
151	13022	209	40	20	0	0	0	0
152	13023	40	208	111	0	0	323	2
153	13024	208	210	446	0	0	689	4
154	13025	209	189	398	0	0	0	0
155	13026	189	211	249	0	0	527	3
156	13027	212	213	71	0	0	204	1
157	13028	213	214	92	0	0	204	1
158	13029	215	216	82	0	0	646	4
159	13030	217	181	56	0	0	162	1
160	13031	74	211	165	0	0	1743	10
161	13032	218	212	152	0	0	0	0
162	13033	212	219	99	0	0	646	4
163	13034	219	133	228	1122	2	323	2
164	13035	218	217	270	0	0	2763	16
165	13036	217	220	28	0	0	162	1
166	13037	220	221	47	0	0	323	2
167	13038	222	215	92	0	0	782	5
168	13039	215	223	116	0	0	969	6
169	13040	219	224	101	0	0	969	6
170	13041	224	221	92	0	0	646	4
171	13042	224	133	358	0	0	4009	29
172	13056	225	148	71	0	0	162	1
173	13067	226	227	481	0	0	0	0
174	13068	227	228	101	0	0	162	1
175	13069	228	229	238	0	0	774	4
176	13070	229	230	355	0	0	162	1
177	13071	96	231	71	0	0	808	5
178	13072	231	232	97	0	0	689	4
179	13073	232	233	116	0	0	323	2
180	13074	234	235	414	0	0	0	0
181	13075	190	144	22	0	0	0	0
182	13076	144	233	102	0	0	0	0
183	13078	236	237	40	0	0	162	1
184	13079	238	239	52	0	0	808	5
185	13080	240	241	61	0	0	323	2
186	13081	242	243	207	0	0	366	2
187	13082	66	244	185	0	0	502	2
188	13083	245	246	57	0	0	485	3
189	13084	247	248	82	561	1	646	4
190	13085	226	249	321	0	0	689	4
191	13086	249	247	241	0	0	1224	8
192	13087	142	243	71	0	0	544	2
193	13105	203	250	78	0	0	485	3
194	13108	250	71	72	0	0	162	1
195	13109	206	251	59	0	0	0	0
196	13141	202	210	319	0	0	0	0
197	13153	252	253	133	0	0	162	1
198	13154	254	255	170	0	0	162	1
199	13155	187	256	48	0	0	162	1
200	13176	257	258	324	0	0	1377	8
201	13178	259	260	190	0	0	0	0
202	13179	75	131	865	0	0	1386	9
203	13194	213	261	278	0	0	1573	10
204	13195	261	133	46	0	0	0	0
205	13196	184	223	50	0	0	884	3
206	13197	223	110	297	0	0	3978	24
207	13198	222	120	158	0	0	1743	10
208	13199	186	262	299	0	0	0	0
209	13200	186	263	291	0	0	323	2
210	13201	264	265	384	0	0	162	1
211	13202	265	252	243	0	0	323	2
212	13203	264	266	110	0	0	0	0
213	13204	76	88	287	0	0	162	1
214	13205	267	268	282	0	0	0	0
215	13206	269	149	238	0	0	1811	10
216	13207	269	256	492	0	0	323	2
217	13208	122	135	123	0	0	646	4
218	13231	125	127	515	0	0	0	0
219	13232	132	115	66	0	0	162	1
220	13233	115	112	76	0	0	0	0
221	13235	270	191	902	0	0	808	5
222	13236	84	87	631	0	0	162	1
223	13237	87	233	239	0	0	0	0
224	13238	271	272	112	655	1	578	4
225	13239	148	178	35	0	0	162	1
226	13241	273	91	120	0	0	1700	10
227	13242	274	119	116	0	0	255	2
228	13243	109	275	124	0	0	162	1
229	13244	275	173	331	0	0	0	0
230	13247	116	108	792	0	0	0	0
231	13262	276	277	284	0	0	323	2
232	13267	93	154	426	0	0	0	0
233	13268	278	279	953	0	0	808	5
234	13270	127	279	164	0	0	0	0
235	13271	279	94	429	0	0	0	0
236	13274	42	280	410	0	0	0	0
237	13275	93	280	90	0	0	0	0
238	13276	232	106	56	0	0	0	0
239	13292	282	234	558	0	0	0	0
240	13293	106	231	102	0	0	442	3
241	13294	97	283	37	0	0	162	1
242	13298	284	22	48	0	0	0	0
243	13299	284	285	78	0	0	646	4
244	13323	243	240	49	0	0	0	0
245	13324	240	58	40	0	0	323	2
246	13325	58	242	78	0	0	0	0
247	13327	242	246	25	0	0	0	0
248	13328	246	238	61	0	0	162	1
249	13329	238	237	67	0	0	162	1
250	13330	237	286	29	0	0	323	2
251	13331	282	249	412	0	0	1012	6
252	13332	66	287	231	0	0	0	0
253	13334	98	288	551	0	0	0	0
254	13335	289	290	237	0	0	1012	6
255	13336	290	288	146	0	0	1309	8
256	13337	288	291	237	0	0	1131	7
257	13503	147	292	34	0	0	825	4
258	13504	198	293	30	0	0	323	2
259	13505	64	294	18	0	0	0	0
260	13610	295	285	102	0	0	323	2
261	13612	296	297	119	0	0	485	3
262	13624	108	298	1025	0	0	0	0
263	13678	205	299	31	0	0	646	4
264	13679	251	300	57	0	0	485	3
265	13680	202	301	233	0	0	366	2
266	13688	151	302	45	0	0	485	3
267	13689	216	303	25	0	0	0	0
268	13690	86	304	38	0	0	0	0
269	13691	305	306	763	0	0	0	0
270	13692	305	307	595	0	0	723	2
271	13694	308	2	379	0	0	485	3
272	13696	306	201	483	0	0	527	3
273	13697	306	309	366	0	0	162	1
274	13703	294	310	33	0	0	94	1
275	13704	227	297	195	0	0	162	1
276	13705	297	311	89	1309	2	485	3
277	13751	304	312	61	0	0	119	1
278	13754	260	313	73	0	0	162	1
279	13755	313	49	24	0	0	0	0
280	13757	259	314	261	0	0	162	1
281	13758	315	314	118	0	0	204	1
282	13759	314	316	109	0	0	0	0
283	13760	316	317	293	0	0	646	4
284	13761	316	318	139	0	0	323	2
285	13762	317	8	38	0	0	0	0
286	13791	294	319	114	0	0	298	2
287	13793	321	320	142	0	0	162	1
288	13794	296	322	195	0	0	94	1
289	13795	289	323	58	0	0	0	0
290	13796	323	79	570	0	0	0	0
291	13797	323	324	155	0	0	162	1
292	13798	156	325	123	0	0	204	1
293	13819	81	326	126	0	0	0	0
294	13820	326	287	395	0	0	323	2
295	13822	327	328	177	0	0	204	1
296	13823	328	287	302	0	0	408	2
297	13831	182	329	85	0	0	162	1
298	13832	330	183	460	0	0	162	1
299	13833	330	331	217	0	0	204	1
300	13834	332	330	78	0	0	0	0
301	13835	332	333	103	0	0	162	1
302	13837	70	332	146	0	0	0	0
303	13864	170	334	482	0	0	604	4
304	13865	334	187	474	0	0	323	2
305	13866	334	335	114	162	1	0	0
306	13868	195	336	70	0	0	162	1
307	13869	207	14	82	0	0	0	0
308	13870	130	145	109	0	0	485	3
309	13871	145	192	109	0	0	0	0
310	13872	296	298	234	0	0	0	0
311	13890	169	337	293	0	0	162	1
312	13892	77	338	102	0	0	162	1
313	13893	174	230	49	0	0	0	0
314	13894	174	339	129	0	0	204	1
315	13895	275	340	1382	0	0	578	4
316	13896	340	122	77	0	0	0	0
317	13897	340	341	135	0	0	204	1
318	13898	118	225	221	0	0	162	1
319	13900	268	342	32	0	0	162	1
320	13901	342	113	118	0	0	162	1
321	13902	343	99	398	0	0	0	0
322	13903	344	343	281	0	0	162	1
323	13904	267	11	600	0	0	162	1
324	13905	11	345	300	0	0	162	1
325	13906	266	346	171	0	0	502	2
326	13907	346	267	394	0	0	0	0
327	13908	346	347	330	0	0	162	1
328	13909	258	348	175	0	0	808	5
329	13910	348	74	68	0	0	850	5
330	13911	348	349	134	0	0	298	2
331	13918	8	257	250	0	0	323	2
332	13933	156	350	258	0	0	162	1
333	13934	350	351	186	0	0	204	1
334	13935	350	235	213	0	0	0	0
335	13937	235	352	248	0	0	204	1
336	13938	277	13	67	0	0	0	0
337	13939	13	278	109	0	0	0	0
338	13940	280	353	36	0	0	0	0
339	13941	353	46	473	0	0	0	0
340	13942	353	354	150	162	1	0	0
341	13957	328	355	150	0	0	162	1
342	13967	356	357	52	0	0	162	1
343	13968	357	358	133	0	0	162	1
344	13969	357	359	86	0	0	162	1
345	13985	197	38	116	0	0	0	0
346	13987	220	360	71	0	0	689	4
347	13988	360	361	54	0	0	1224	8
348	14059	68	362	372	0	0	204	1
349	14060	362	97	6	0	0	0	0
350	14065	76	85	771	0	0	485	3
351	14066	363	364	423	0	0	204	1
352	14067	364	207	6	0	0	0	0
353	14078	102	149	22	0	0	162	1
354	14097	307	363	1156	0	0	578	4
355	14120	365	362	97	1309	2	850	5
356	14134	261	366	28	0	0	502	2
357	14144	266	263	341	0	0	255	2
358	14146	85	155	295	0	0	646	4
359	14147	367	228	144	0	0	1981	12
360	14148	102	368	54	0	0	442	3
361	14169	234	143	273	0	0	1539	9
362	14170	143	105	9	0	0	0	0
363	14171	229	56	92	0	0	323	2
364	14172	56	96	276	0	0	1063	7
365	14176	2	71	377	0	0	0	0
366	14178	281	369	743	0	0	323	2
367	14179	369	284	270	0	0	1496	9
368	14224	251	308	45	0	0	0	0
369	14225	205	370	36	0	0	366	2
370	14226	211	17	127	0	0	731	4
371	14227	17	218	119	0	0	986	5
372	14228	120	303	77	0	0	1310	7
373	14229	303	184	42	0	0	527	3
374	14230	47	371	176	0	0	570	3
375	14231	371	317	226	0	0	162	1
376	14281	83	343	239	0	0	646	4
377	14282	98	320	373	0	0	119	1
378	14448	63	65	271	0	0	0	0
379	14449	65	67	1189	0	0	0	0
380	14450	67	298	34	0	0	0	0
381	14603	221	222	62	0	0	646	4
382	14644	139	286	612	0	0	1335	8
383	14645	356	327	51	0	0	0	0
384	14865	256	52	121	0	0	0	0
385	14882	269	99	372	0	0	323	2
386	14895	125	138	29	0	0	0	0
387	14898	262	307	90	0	0	162	1
388	14899	263	307	259	0	0	0	0
389	14900	264	263	236	0	0	0	0
390	14901	254	252	384	0	0	0	0
391	14903	274	91	109	0	0	1292	8
392	14904	225	89	118	0	0	1292	8
393	14963	47	372	249	0	0	162	1
394	14998	272	274	43	0	0	366	2
395	15001	138	132	616	0	0	0	0
396	15013	265	99	833	0	0	485	3
397	15025	200	373	214	0	0	255	2
398	15135	151	191	467	162	1	834	6
399	15259	22	118	123	0	0	485	3
400	15261	374	198	98	0	0	442	3
401	15262	198	147	70	0	0	578	4
402	15324	142	146	46	0	0	0	0
403	15325	146	247	53	0	0	646	4
404	15326	79	64	432	0	0	94	1
405	15390	308	363	518	561	1	1122	2
406	15395	75	372	951	0	0	1292	8
407	15404	4	257	500	0	0	808	5
408	-1	62	139	418	0	0	0	0
409	-2	135	116	768	0	0	0	0
410	-3	46	156	188	0	0	0	0
411	-4	281	320	244	0	0	0	0
END
