ProblemType:	SP-CARP
NumberNodes:	82
NumberEdges:	106
DepotNodeNumber:	17
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	7	2.3	3.5	7	14	21	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3	Demand_4	Bins_4	Demand_5	Bins_5	Demand_6	Bins_6
32	282	40	38	113	0	0	3740	8	0	0	0	0	0	0	1020	2	0	0
33	283	41	17	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	284	2	42	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	285	42	36	74	0	0	4245	13	2550	5	0	0	0	0	2448	10	0	0
36	286	26	25	112	1020	2	1020	2	2040	4	0	0	0	0	1394	4	0	0
37	288	41	35	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	289	39	40	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	290	30	34	74	0	0	2125	5	0	0	0	0	0	0	680	2	0	0
40	291	25	22	59	0	0	3570	7	510	1	0	0	0	0	1428	5	0	0
41	303	43	44	64	0	0	850	2	0	0	0	0	0	0	0	0	0	0
42	326	45	46	76	0	0	0	0	3060	6	0	0	0	0	1088	4	0	0
43	329	41	47	242	0	0	714	2	612	3	0	0	1700	1	6954	19	0	0
44	336	48	49	90	2550	5	0	0	340	1	0	0	0	0	0	0	0	0
45	338	31	48	110	0	0	3060	6	510	1	0	0	0	0	850	2	0	0
46	340	24	27	96	0	0	0	0	0	0	0	0	0	0	408	2	0	0
47	450	28	50	46	0	0	3060	6	3549	9	0	0	0	0	3060	10	0	0
48	451	51	52	259	4157	17	0	0	0	0	0	0	0	0	3400	7	0	0
49	452	53	37	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	453	7	51	131	4080	8	0	0	0	0	0	0	0	0	2040	4	0	0
51	454	54	52	99	4080	8	0	0	0	0	0	0	0	0	2890	6	0	0
52	455	52	53	56	3760	9	1530	3	0	0	0	0	0	0	2108	6	0	0
53	456	6	54	131	3060	6	0	0	0	0	0	0	0	0	0	0	0	0
54	457	51	54	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	458	55	43	229	0	0	3685	15	3570	7	0	0	0	0	6392	21	0	0
56	459	56	55	56	0	0	1870	4	119	1	0	0	0	0	408	2	0	0
57	460	55	57	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	462	8	58	97	0	0	0	0	4076	11	0	0	0	0	2226	7	0	0
59	463	35	8	32	0	0	0	0	1700	1	0	0	0	0	0	0	0	0
60	539	59	60	79	0	0	4036	11	0	0	0	0	0	0	2958	8	0	0
61	543	49	61	235	0	0	510	1	0	0	0	0	0	0	0	0	0	0
62	547	62	57	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	548	57	44	236	1530	3	3938	10	3626	19	0	0	0	0	8060	26	0	0
64	567	23	48	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	601	40	63	112	0	0	3767	12	0	0	0	0	0	0	2108	9	0	0
66	603	63	59	80	0	0	3976	14	1445	3	1020	2	0	0	1836	7	0	0
67	607	60	64	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	625	34	61	184	0	0	3876	14	119	1	0	0	0	0	2958	10	0	0
69	626	65	66	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	627	66	67	90	0	0	1530	3	0	0	0	0	0	0	408	2	0	0
71	628	68	65	73	0	0	0	0	0	0	0	0	0	0	1020	2	0	0
72	630	66	69	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	634	61	68	50	0	0	0	0	2023	6	0	0	0	0	1020	3	0	0
74	1070	46	70	26	0	0	0	0	1870	1	0	0	0	0	0	0	0	0
75	1077	45	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1078	69	45	179	2720	10	3494	18	1700	4	0	0	0	0	4896	14	0	0
77	1081	16	71	74	0	0	0	0	3590	14	0	0	0	0	850	2	0	0
78	1082	16	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	1083	68	47	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	1084	47	14	70	0	0	3958	16	0	0	0	0	0	0	3876	11	0	0
81	1086	72	73	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	1087	64	72	74	0	0	2550	5	0	0	0	0	0	0	884	3	0	0
83	1088	73	71	74	0	0	1530	3	0	0	0	0	0	0	1530	3	0	0
84	1149	74	26	101	0	0	3060	6	3060	6	0	0	0	0	1700	4	0	0
85	1158	75	20	128	0	0	0	0	3196	12	0	0	0	0	2244	11	2456	20
86	1159	42	76	156	0	0	2040	4	0	0	0	0	0	0	3264	8	0	0
87	1160	11	71	73	0	0	0	0	0	0	1700	1	0	0	0	0	0	0
88	1161	76	71	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	1162	59	77	78	0	0	3060	6	0	0	1020	2	0	0	510	1	0	0
90	1163	76	15	73	0	0	0	0	6338	21	0	0	0	0	2890	6	0	0
91	1164	78	76	74	0	0	1020	2	0	0	0	0	0	0	4420	9	0	0
92	1165	77	78	73	0	0	510	1	0	0	0	0	0	0	1870	4	0	0
93	1166	36	78	165	0	0	1020	2	612	3	2380	5	0	0	1530	3	0	0
94	1167	78	73	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	1168	39	77	176	0	0	4054	20	0	0	3400	2	0	0	2380	6	0	0
96	1169	77	72	109	0	0	2040	4	4080	8	2805	1	0	0	1240	5	0	0
97	1170	75	74	141	2890	6	4247	17	510	1	1700	1	0	0	3910	15	340	1
98	1249	40	79	133	0	0	3698	10	0	0	0	0	0	0	1496	6	0	0
99	1250	79	62	68	0	0	1275	3	1700	1	3060	4	0	0	544	2	0	0
100	1251	62	56	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	1253	80	81	163	0	0	1530	3	0	0	0	0	0	0	680	2	0	0
102	1254	34	58	124	3060	6	3910	9	2550	5	0	0	0	0	3162	10	0	0
103	1255	81	0	39	0	0	3060	6	1020	2	0	0	0	0	2482	8	0	0
104	1256	1	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	1257	58	0	112	0	0	1938	8	850	2	0	0	0	0	1428	5	0	0
END
