ProblemType:	SP-CARP
NumberNodes:	542
NumberEdges:	616
DepotNodeNumber:	95
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	2	7	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1
76	398	73	79	62	0	0	94	1
77	606	80	81	15	0	0	204	1
78	607	82	80	448	281	3	391	3
79	608	83	81	54	0	0	0	0
80	609	84	83	86	188	2	408	2
81	676	85	86	55	306	3	0	0
82	677	86	23	168	119	1	94	1
83	682	87	88	105	655	7	0	0
84	683	89	90	27	119	1	0	0
85	684	90	87	45	94	1	0	0
86	685	91	89	91	94	1	94	1
87	686	89	92	73	281	3	306	3
88	687	87	93	197	485	4	0	0
89	688	91	71	165	1021	8	213	2
90	689	91	94	69	621	4	306	3
91	831	95	96	66	94	1	94	1
92	832	95	97	208	204	1	298	2
93	833	98	95	68	408	2	0	0
94	859	99	100	102	527	3	0	0
95	860	101	102	97	94	1	187	2
96	861	99	102	88	0	0	213	2
97	862	103	104	69	612	3	442	3
98	863	105	104	121	511	4	0	0
99	864	102	105	107	1224	6	187	2
100	865	105	106	345	0	0	0	0
101	866	104	99	59	323	2	0	0
102	867	101	107	153	94	1	986	7
103	1001	108	109	70	94	1	0	0
104	1002	109	110	13	0	0	119	1
105	1003	111	112	547	578	5	0	0
106	1005	113	114	133	94	1	94	1
107	1006	115	111	397	0	0	0	0
108	1007	116	117	1377	0	0	0	0
109	1008	113	76	95	332	3	0	0
110	1009	116	109	322	0	0	0	0
111	1011	76	115	188	562	6	0	0
112	1012	110	113	39	0	0	119	1
113	1028	118	119	64	391	3	238	2
114	1029	120	121	52	340	1	0	0
115	1030	122	120	262	187	2	0	0
116	1031	119	68	92	213	2	0	0
117	1032	120	119	32	0	0	0	0
118	1034	8	58	124	621	4	0	0
119	1035	8	123	257	1072	7	94	1
120	1145	98	124	109	187	2	655	7
121	1146	125	126	337	391	3	859	8
122	1147	127	98	181	119	1	748	6
123	1148	127	39	287	298	2	927	7
124	1149	39	128	197	0	0	0	0
125	1150	124	125	27	0	0	187	2
126	1151	129	124	47	0	0	298	2
127	1156	130	131	26	94	1	0	0
128	1158	131	132	181	0	0	0	0
129	1159	82	131	207	0	0	0	0
130	1163	133	132	298	0	0	0	0
131	1169	132	134	186	187	2	0	0
132	1170	135	127	16	0	0	0	0
133	1172	133	135	293	94	1	0	0
134	1174	136	137	146	0	0	0	0
135	1176	138	137	24	94	1	0	0
136	1177	139	140	71	0	0	187	2
137	1179	141	142	284	0	0	0	0
138	1180	143	141	238	0	0	0	0
139	1181	144	140	298	0	0	0	0
140	1182	145	144	29	204	1	0	0
141	1183	140	136	139	0	0	0	0
142	1184	146	145	308	595	4	502	3
143	1185	146	142	78	0	0	0	0
144	1186	147	148	44	0	0	94	1
145	1187	149	146	25	94	1	0	0
146	1188	150	151	87	0	0	119	1
147	1190	152	153	47	94	1	0	0
148	1191	154	155	37	510	1	0	0
149	1192	156	148	66	0	0	0	0
150	1193	142	157	66	0	0	0	0
151	1195	158	159	34	0	0	94	1
152	1196	160	155	56	0	0	0	0
153	1197	155	156	41	0	0	0	0
154	1199	148	150	199	0	0	0	0
155	1201	159	161	31	0	0	0	0
156	1202	162	150	104	0	0	0	0
157	1203	158	160	486	0	0	94	1
158	1204	153	162	250	0	0	0	0
159	1212	161	65	831	298	2	281	3
160	1216	97	143	32	0	0	204	1
161	1217	163	164	39	0	0	408	2
162	1218	95	165	22	0	0	298	2
163	1219	97	163	150	119	1	689	5
164	1220	165	163	74	187	2	187	2
165	1221	166	167	83	595	4	510	4
166	1222	168	169	83	0	0	782	6
167	1223	170	171	150	519	5	510	4
168	1224	171	172	98	0	0	417	3
169	1225	168	173	47	0	0	0	0
170	1226	174	168	34	0	0	298	2
171	1227	171	175	14	0	0	0	0
172	1228	175	166	6	0	0	0	0
173	1229	175	176	42	0	0	0	0
174	1230	166	173	64	0	0	204	1
175	1231	173	177	79	502	3	706	4
176	1234	178	179	58	187	2	0	0
177	1237	180	181	125	0	0	0	0
178	1238	182	106	199	0	0	0	0
179	1241	128	176	44	0	0	0	0
180	1242	106	178	47	0	0	0	0
181	1243	181	183	52	0	0	0	0
182	1244	184	180	44	0	0	0	0
183	1245	185	186	129	94	1	527	3
184	1246	186	184	36	0	0	0	0
185	1247	176	187	100	0	0	119	1
186	1248	178	188	107	0	0	0	0
187	1249	182	189	17	187	2	408	2
188	1252	188	183	93	0	0	0	0
189	1253	187	185	100	0	0	204	1
190	1254	190	191	123	0	0	0	0
191	1256	192	193	48	0	0	1224	6
192	1312	80	194	24	0	0	0	0
193	1313	194	195	198	1377	13	689	5
194	1504	198	199	195	0	0	0	0
195	1505	200	201	38	281	3	417	3
196	1506	200	202	27	204	1	94	1
197	1507	203	199	67	0	0	0	0
198	1509	200	204	51	0	0	0	0
199	1510	205	203	71	0	0	0	0
200	1511	204	199	86	0	0	119	1
201	1512	206	204	102	187	2	213	2
202	1513	198	196	223	0	0	0	0
203	1514	203	191	60	0	0	94	1
204	1515	191	207	112	0	0	94	1
205	1541	81	208	290	213	2	417	3
206	1754	209	210	54	0	0	94	1
207	1765	212	213	254	0	0	204	1
208	1767	214	212	34	0	0	0	0
209	1865	216	217	11	0	0	476	4
210	1866	216	218	20	0	0	476	4
211	1867	187	216	93	204	1	901	7
212	1871	55	219	369	1046	8	281	3
213	1922	220	221	97	94	1	0	0
214	1923	222	223	14	0	0	0	0
215	1924	224	222	35	213	2	408	2
216	1925	225	222	74	0	0	0	0
217	1926	223	220	3	0	0	0	0
218	1927	223	226	136	204	1	1037	7
219	1932	77	227	226	910	8	451	4
220	2131	228	229	263	1122	12	374	4
221	2132	93	229	106	400	4	94	1
222	2171	230	231	72	0	0	0	0
223	2172	232	230	93	298	2	204	1
224	2173	101	232	222	451	4	621	4
225	2174	233	230	28	94	1	204	1
226	2175	234	232	31	0	0	281	3
227	2176	221	235	57	0	0	119	1
228	2177	231	221	255	94	1	323	2
229	2178	188	193	25	0	0	0	0
230	2179	193	231	313	306	3	119	1
231	2180	235	2	43	0	0	204	1
232	2244	236	237	213	375	4	94	1
233	2252	238	239	27	0	0	213	2
234	2253	240	241	85	0	0	0	0
235	2254	241	242	15	0	0	0	0
236	2255	239	243	68	94	1	0	0
237	2256	242	90	93	332	3	0	0
238	2257	244	243	99	332	3	0	0
239	2258	240	239	82	392	3	0	0
240	2269	241	93	139	714	5	94	1
241	2270	21	245	87	0	0	204	1
242	2271	245	111	68	0	0	119	1
243	2290	246	83	128	0	0	833	6
244	2356	247	248	37	94	1	0	0
245	2360	249	250	70	94	1	0	0
246	2362	251	252	223	0	0	204	1
247	2363	248	251	225	0	0	0	0
248	2365	253	254	97	94	1	187	2
249	2366	250	253	22	0	0	0	0
250	2367	252	250	68	0	0	0	0
251	2423	255	256	37	0	0	119	1
252	2840	257	258	33	94	1	204	1
253	2841	259	260	86	0	0	0	0
254	2843	261	262	659	0	0	0	0
255	2844	263	262	28	0	0	94	1
256	2845	264	265	75	0	0	119	1
257	2848	266	267	73	0	0	204	1
258	2849	268	260	33	0	0	119	1
259	2850	269	270	156	94	1	0	0
260	2851	117	258	313	0	0	0	0
261	2852	258	267	66	0	0	0	0
262	2853	271	272	34	0	0	0	0
263	2854	270	117	508	0	0	0	0
264	2855	273	261	52	0	0	0	0
265	2857	273	274	109	0	0	0	0
266	2858	267	274	62	0	0	204	1
267	2859	269	275	607	510	1	94	1
268	2860	259	271	699	0	0	94	1
269	2863	273	264	113	0	0	0	0
270	2942	227	74	77	0	0	0	0
271	2943	276	277	379	400	4	213	2
272	2944	276	227	99	0	0	0	0
273	2948	34	56	107	306	3	0	0
274	2949	34	278	105	281	3	94	1
275	2950	278	279	38	187	2	0	0
276	2968	280	281	43	408	2	0	0
277	2969	281	245	157	816	7	0	0
278	2970	282	281	114	0	0	595	4
279	2981	229	240	113	306	3	187	2
280	2982	156	229	243	0	0	0	0
281	3000	136	283	342	94	1	0	0
282	3022	284	285	60	0	0	0	0
283	3024	116	286	68	476	4	0	0
284	3025	285	287	18	204	1	0	0
285	3027	288	289	59	204	1	204	1
286	3029	79	290	48	0	0	391	3
287	3030	290	291	21	0	0	0	0
288	3031	292	79	10	0	0	0	0
289	3032	293	294	33	0	0	94	1
290	3033	295	293	59	187	2	0	0
291	3034	291	296	128	94	1	374	4
292	3035	284	292	66	0	0	94	1
293	3036	296	275	47	0	0	604	5
294	3037	284	295	108	0	0	119	1
295	3038	297	298	46	0	0	0	0
296	3039	296	286	500	0	0	0	0
297	3040	298	275	68	0	0	0	0
298	3041	289	299	4	0	0	0	0
299	3042	300	301	40	0	0	0	0
300	3043	290	299	26	0	0	0	0
301	3044	302	298	34	0	0	94	1
302	3045	303	284	193	0	0	204	1
303	3046	289	302	83	0	0	298	2
304	3047	301	297	14	0	0	510	1
305	3048	303	300	42	0	0	0	0
306	3049	295	304	130	119	1	391	3
307	3050	302	300	58	0	0	0	0
308	3051	299	291	23	0	0	0	0
309	3052	206	305	250	468	5	94	1
310	3053	207	181	48	0	0	0	0
311	3054	207	206	62	119	1	204	1
312	3056	306	307	102	187	2	298	2
313	3057	308	309	36	281	3	0	0
314	3059	310	306	24	0	0	0	0
315	3060	311	312	76	0	0	0	0
316	3061	312	313	49	0	0	0	0
317	3062	312	314	271	774	8	1326	11
318	3063	190	205	90	0	0	0	0
319	3064	315	312	159	1122	7	502	3
320	3065	316	317	129	188	2	400	4
321	3066	318	316	33	0	0	0	0
322	3067	319	311	53	204	1	119	1
323	3069	318	307	75	0	0	0	0
324	3070	310	309	52	94	1	204	1
325	3072	313	310	93	94	1	451	4
326	3073	205	311	71	0	0	0	0
327	3074	309	320	52	119	1	502	3
328	3075	183	190	13	0	0	0	0
329	3086	321	322	126	119	1	0	0
330	3087	323	324	151	0	0	213	2
331	3088	325	326	46	94	1	0	0
332	3091	327	328	29	0	0	408	2
333	3093	329	322	47	0	0	0	0
334	3094	330	329	104	0	0	204	1
335	3096	331	332	28	94	1	0	0
336	3098	333	334	65	0	0	204	1
337	3100	327	335	355	0	0	0	0
338	3101	324	336	280	0	0	0	0
339	3103	336	326	148	0	0	0	0
340	3104	326	331	417	0	0	0	0
341	3106	294	327	203	0	0	0	0
342	3107	324	337	96	0	0	94	1
343	3110	339	338	1024	0	0	0	0
344	3111	340	335	57	0	0	0	0
345	3112	337	340	185	0	0	0	0
346	3114	126	339	338	94	1	0	0
347	3116	335	342	137	0	0	204	1
348	3118	329	336	232	0	0	0	0
349	3119	340	334	315	0	0	0	0
350	3120	342	343	25	0	0	0	0
351	3121	343	341	28	0	0	408	2
352	3271	344	345	47	799	3	204	1
353	3272	346	344	103	323	2	323	2
354	3274	345	347	19	0	0	0	0
355	3277	348	349	166	1012	7	1029	6
356	3278	349	350	7	0	0	0	0
357	3279	351	352	30	0	0	0	0
358	3280	353	354	133	2856	24	0	0
359	3281	352	353	87	2142	18	0	0
360	3283	355	356	64	119	1	357	3
361	3340	22	357	128	1369	7	417	3
362	3368	242	70	282	961	10	400	4
363	3401	358	359	99	0	0	893	6
364	3412	360	361	47	119	1	298	2
365	3413	362	185	160	885	8	400	4
366	3414	243	363	117	493	5	94	1
367	3455	364	365	377	94	1	0	0
368	3456	366	367	52	0	0	0	0
369	3457	368	369	27	0	0	0	0
370	3458	370	371	146	0	0	94	1
371	3459	364	372	59	0	0	0	0
372	3460	373	368	163	0	0	204	1
373	3461	374	375	49	119	1	0	0
374	3462	376	366	59	94	1	0	0
375	3464	368	377	15	0	0	0	0
376	3466	371	372	383	0	0	0	0
377	3467	377	379	713	408	2	0	0
378	3468	369	377	26	0	0	0	0
379	3469	372	375	259	0	0	0	0
380	3470	141	367	255	0	0	0	0
381	3471	162	379	369	0	0	0	0
382	3472	367	378	40	0	0	0	0
383	3474	375	378	72	0	0	0	0
384	3475	371	369	145	0	0	0	0
385	3486	363	380	47	94	1	187	2
386	3487	363	240	227	876	7	400	4
387	3587	381	382	91	502	3	204	1
388	3588	383	306	259	1046	10	213	2
389	3589	384	383	82	187	2	0	0
390	3590	313	381	153	213	2	187	2
391	3591	385	384	77	595	4	119	1
392	3592	381	384	71	0	0	204	1
393	3704	307	386	145	494	5	485	4
394	3705	386	318	156	281	3	0	0
395	3707	387	388	90	0	0	0	0
396	3708	388	75	129	391	3	204	1
397	3709	389	387	55	0	0	323	2
398	3710	78	387	259	1131	8	952	7
399	3723	390	28	145	281	3	0	0
400	3724	390	391	198	213	2	306	3
401	3873	392	208	119	417	3	799	5
402	3961	388	391	139	408	2	94	1
403	3962	391	393	265	655	7	774	6
404	3963	394	180	68	323	2	298	2
405	4231	395	396	88	0	0	323	2
406	4248	397	84	41	0	0	0	0
407	4251	398	399	19	0	0	0	0
408	4253	400	401	188	94	1	0	0
409	4255	84	400	291	893	6	306	3
410	4256	402	397	110	0	0	0	0
411	4257	399	402	75	187	2	119	1
412	4260	403	397	82	816	4	204	1
413	4262	404	400	45	306	3	0	0
414	4348	405	406	303	400	4	1088	9
415	4416	407	408	53	187	2	119	1
416	4417	408	409	81	689	5	94	1
417	4418	115	408	152	672	6	0	0
418	4678	410	135	68	119	1	391	3
419	4866	411	412	197	94	1	808	6
420	4923	413	414	62	281	3	94	1
421	4924	413	415	175	187	2	400	4
422	4925	416	413	101	281	3	298	2
423	4926	415	417	120	0	0	187	2
424	4927	418	415	237	0	0	0	0
425	4928	414	419	15	94	1	204	1
426	4929	420	414	61	238	2	94	1
427	5078	421	422	46	281	3	94	1
428	5079	423	424	43	187	2	0	0
429	5080	424	422	42	94	1	0	0
430	5081	422	425	125	187	2	94	1
431	5082	278	424	89	281	3	94	1
432	5093	401	194	184	1063	9	655	5
433	5129	426	316	90	188	2	323	2
434	5130	427	428	65	94	1	502	3
435	5132	426	427	39	0	0	0	0
436	5134	307	426	145	493	5	0	0
437	5272	52	429	21	0	0	94	1
438	5273	429	61	73	298	2	94	1
439	5274	61	430	82	94	1	0	0
440	5323	431	432	57	0	0	204	1
441	5324	36	433	63	0	0	0	0
442	5325	432	434	98	0	0	1318	7
443	5326	434	435	176	493	5	1037	7
444	5327	433	431	147	119	1	408	2
445	5328	431	435	57	119	1	119	1
446	5348	114	276	203	1088	9	536	4
447	5354	436	180	87	187	2	94	1
448	5599	437	54	60	187	2	0	0
449	5600	438	439	56	485	4	94	1
450	5601	439	440	104	0	0	94	1
451	5602	439	437	220	1165	11	281	3
452	5672	198	441	160	94	1	629	5
453	5801	228	379	170	187	2	0	0
454	5802	244	228	86	417	3	94	1
455	5803	442	244	97	306	3	306	3
456	5816	177	443	115	119	1	94	1
457	5817	444	445	50	187	2	323	2
458	5818	445	443	42	0	0	0	0
459	5851	446	447	137	0	0	0	0
460	5854	448	449	47	204	1	0	0
461	5855	450	254	79	0	0	94	1
462	5856	451	361	5	0	0	0	0
463	5857	452	450	34	0	0	0	0
464	5858	272	452	13	0	0	187	2
465	5859	446	50	30	0	0	0	0
466	5860	50	451	129	94	1	918	6
467	5861	254	446	40	0	0	94	1
468	5865	453	447	54	0	0	0	0
469	5866	451	454	81	0	0	298	2
470	5867	452	453	15	0	0	0	0
471	5869	453	272	14	0	0	0	0
472	5870	454	455	65	0	0	204	1
473	5977	456	457	410	0	0	94	1
474	5982	456	458	396	0	0	0	0
475	5990	458	460	24	374	4	0	0
476	6152	443	461	116	510	4	527	3
477	6256	361	462	692	0	0	0	0
478	6257	462	463	52	0	0	94	1
479	6344	464	465	166	0	0	0	0
480	6348	466	395	41	0	0	94	1
481	6349	467	468	61	0	0	94	1
482	6351	465	469	21	0	0	94	1
483	6353	470	471	124	0	0	94	1
484	6354	472	418	253	0	0	0	0
485	6356	468	473	148	0	0	0	0
486	6358	474	396	67	0	0	0	0
487	6359	474	405	30	0	0	0	0
488	6362	405	472	247	0	0	94	1
489	6363	473	464	7	0	0	0	0
490	6364	143	470	11	0	0	0	0
491	6365	418	468	218	0	0	0	0
492	6366	464	470	528	0	0	0	0
493	6368	210	396	221	0	0	0	0
494	6536	475	476	29	94	1	94	1
495	6540	477	478	331	0	0	0	0
496	6541	479	480	67	0	0	94	1
497	6543	481	477	548	0	0	0	0
498	6544	482	483	38	0	0	94	1
499	6546	481	484	60	0	0	119	1
500	6548	485	486	166	0	0	204	1
501	6553	486	487	115	0	0	0	0
502	6554	488	489	512	0	0	0	0
503	6556	487	485	126	0	0	0	0
504	6557	215	214	40	0	0	0	0
505	6559	459	476	462	0	0	0	0
506	6560	490	491	1035	0	0	0	0
507	6561	492	459	374	0	0	0	0
508	6562	476	480	126	0	0	0	0
509	6563	493	478	217	0	0	0	0
510	6564	491	488	15	0	0	187	2
511	6566	494	493	33	94	1	204	1
512	6567	480	495	138	0	0	417	3
513	6569	495	494	48	0	0	0	0
514	6573	489	496	158	0	0	204	1
515	6575	485	215	67	0	0	0	0
516	6577	478	487	177	0	0	0	0
517	6578	214	490	63	204	1	0	0
518	6581	338	492	11	0	0	187	2
519	6587	483	489	115	0	0	0	0
520	6748	60	430	116	595	4	0	0
521	6750	497	498	24	0	0	204	1
522	6751	498	499	133	1088	9	502	3
523	6752	60	499	665	0	0	204	1
524	6910	500	398	80	94	1	0	0
525	7024	501	502	161	188	2	0	0
526	7025	503	504	61	187	2	0	0
527	7026	505	506	191	204	1	94	1
528	7027	430	507	240	0	0	0	0
529	7028	508	31	155	0	0	0	0
530	7029	507	509	56	0	0	0	0
531	7030	237	510	55	0	0	0	0
532	7031	510	502	13	0	0	0	0
533	7032	511	31	69	0	0	0	0
534	7036	509	512	784	0	0	0	0
535	7037	425	513	83	0	0	94	1
536	7038	504	506	72	0	0	0	0
537	7039	513	509	123	0	0	0	0
538	7040	514	425	54	0	0	0	0
539	7042	502	122	79	0	0	0	0
540	7043	515	237	72	94	1	0	0
541	7045	219	123	87	510	1	94	1
542	7047	517	515	24	0	0	0	0
543	7048	518	517	21	94	1	94	1
544	7049	512	440	40	0	0	0	0
545	7050	512	219	17	94	1	0	0
546	7051	440	511	155	0	0	0	0
547	7052	504	507	357	0	0	0	0
548	7054	510	519	144	94	1	119	1
549	7055	516	520	173	94	1	0	0
550	7056	508	514	74	94	1	94	1
551	7057	123	518	62	0	0	0	0
552	7172	184	521	29	213	2	0	0
553	7173	186	522	51	204	1	391	3
554	7179	523	524	29	188	2	94	1
555	7180	411	525	55	0	0	204	1
556	7181	526	523	144	188	2	485	4
557	7184	526	411	93	0	0	187	2
558	7185	523	359	135	94	1	0	0
559	7186	527	525	31	0	0	0	0
560	7187	359	473	183	0	0	0	0
561	7188	528	527	11	0	0	204	1
562	7353	529	530	77	1020	2	0	0
563	7354	529	225	81	94	1	612	3
564	7355	128	529	75	204	1	298	2
565	7356	225	531	43	391	3	0	0
566	7406	532	533	74	307	3	119	1
567	7407	534	535	108	94	1	0	0
568	7408	536	537	97	468	5	0	0
569	7409	536	511	162	655	7	94	1
570	7410	538	534	60	1029	6	0	0
571	7411	539	537	34	375	4	0	0
572	7412	535	533	45	298	2	0	0
573	7413	537	535	43	213	2	0	0
574	7414	533	53	64	298	2	0	0
575	7415	437	534	84	187	2	0	0
576	7416	540	536	113	1199	9	0	0
577	7930	63	499	624	0	0	0	0
578	7982	469	364	304	0	0	0	0
579	8089	322	27	1914	0	0	0	0
580	8138	49	47	158	0	0	0	0
581	8162	474	466	95	0	0	0	0
582	8169	157	376	99	0	0	0	0
583	8240	486	477	322	0	0	0	0
584	8249	455	251	320	0	0	0	0
585	8415	292	285	28	0	0	0	0
586	8856	182	347	103	0	0	0	0
587	8857	347	351	37	0	0	0	0
588	8858	351	350	55	0	0	0	0
589	8859	350	356	53	0	0	0	0
590	-2	10	7	1	0	0	0	0
591	-3	26	20	1	0	0	0	0
592	-5	277	114	1	0	0	0	0
593	-6	354	352	1	0	0	0	0
594	-7	393	390	1	0	0	0	0
595	-8	406	472	1	0	0	0	0
596	-9	412	526	1	0	0	0	0
597	-10	86	112	251	0	0	0	0
598	-11	157	153	397	0	0	0	0
599	-13	23	158	141	0	0	0	0
600	-15	212	215	48	0	0	0	0
601	-17	213	211	1779	0	0	0	0
602	-18	259	261	542	0	0	0	0
603	-19	331	338	236	0	0	0	0
604	-20	341	19	668	0	0	0	0
605	-21	366	378	48	0	0	0	0
606	-23	447	448	905	0	0	0	0
607	-28	456	211	1837	0	0	0	0
608	-29	459	460	118	0	0	0	0
609	-30	211	255	578	0	0	0	0
610	-31	506	516	373	0	0	0	0
611	-32	122	66	166	0	0	0	0
612	-33	25	13	112	0	0	0	0
613	1503	541	197	34	281	3	0	0
614	-34	196	197	2	0	0	0	0
615	-35	196	541	1	0	0	0	0
END
